Kommunenummer,Kommune,Kjønn,År,Innvandringsgrunn,Enhet,Antall
4206,Farsund,Kvinner,2021,Alle,Prosent,51.8
4206,Farsund,Kvinner,2021,Arbeidsinnvandrere,Prosent,5.4
4206,Farsund,Kvinner,2021,Flyktninger og deres familieinnvandrede,Prosent,15.6
4206,Farsund,Kvinner,2021,Familieinnvandrede,Prosent,19.1
4206,Farsund,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,1.2
4206,Farsund,Kvinner,2021,Uoppgitt,Prosent,10.5
4207,Flekkefjord,Alle,2021,Alle,Prosent,100.0
4207,Flekkefjord,Alle,2021,Arbeidsinnvandrere,Prosent,22.8
4207,Flekkefjord,Alle,2021,Flyktninger og deres familieinnvandrede,Prosent,38.7
4207,Flekkefjord,Alle,2021,Familieinnvandrede,Prosent,25.2
4207,Flekkefjord,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,2.2
4207,Flekkefjord,Alle,2021,Uoppgitt,Prosent,11.1
4207,Flekkefjord,Menn,2021,Alle,Prosent,50.8
4207,Flekkefjord,Menn,2021,Arbeidsinnvandrere,Prosent,16.3
4207,Flekkefjord,Menn,2021,Flyktninger og deres familieinnvandrede,Prosent,21.4
4207,Flekkefjord,Menn,2021,Familieinnvandrede,Prosent,7.3
4207,Flekkefjord,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,0.7
4207,Flekkefjord,Menn,2021,Uoppgitt,Prosent,5.2
4207,Flekkefjord,Kvinner,2021,Alle,Prosent,49.2
4207,Flekkefjord,Kvinner,2021,Arbeidsinnvandrere,Prosent,6.5
4207,Flekkefjord,Kvinner,2021,Flyktninger og deres familieinnvandrede,Prosent,17.3
4207,Flekkefjord,Kvinner,2021,Familieinnvandrede,Prosent,18.0
4207,Flekkefjord,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,1.5
4207,Flekkefjord,Kvinner,2021,Uoppgitt,Prosent,6.0
4211,Gjerstad,Alle,2021,Alle,Prosent,100.0
4211,Gjerstad,Alle,2021,Arbeidsinnvandrere,Prosent,11.7
4211,Gjerstad,Alle,2021,Flyktninger og deres familieinnvandrede,Prosent,57.3
4211,Gjerstad,Alle,2021,Familieinnvandrede,Prosent,19.2
4211,Gjerstad,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,3.3
4211,Gjerstad,Alle,2021,Uoppgitt,Prosent,8.4
4211,Gjerstad,Menn,2021,Alle,Prosent,53.6
4211,Gjerstad,Menn,2021,Arbeidsinnvandrere,Prosent,10.0
4211,Gjerstad,Menn,2021,Flyktninger og deres familieinnvandrede,Prosent,31.4
4211,Gjerstad,Menn,2021,Familieinnvandrede,Prosent,5.9
4211,Gjerstad,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,1.3
4211,Gjerstad,Menn,2021,Uoppgitt,Prosent,5.0
4211,Gjerstad,Kvinner,2021,Alle,Prosent,46.4
4211,Gjerstad,Kvinner,2021,Arbeidsinnvandrere,Prosent,1.7
4211,Gjerstad,Kvinner,2021,Flyktninger og deres familieinnvandrede,Prosent,25.9
4211,Gjerstad,Kvinner,2021,Familieinnvandrede,Prosent,13.4
4211,Gjerstad,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,2.1
4211,Gjerstad,Kvinner,2021,Uoppgitt,Prosent,3.3
4212,Vegårshei,Alle,2021,Alle,Prosent,100.0
4212,Vegårshei,Alle,2021,Arbeidsinnvandrere,Prosent,16.2
4212,Vegårshei,Alle,2021,Flyktninger og deres familieinnvandrede,Prosent,51.4
4212,Vegårshei,Alle,2021,Familieinnvandrede,Prosent,23.8
4212,Vegårshei,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,1.6
4212,Vegårshei,Alle,2021,Uoppgitt,Prosent,7.0
4212,Vegårshei,Menn,2021,Alle,Prosent,60.5
4212,Vegårshei,Menn,2021,Arbeidsinnvandrere,Prosent,12.4
4212,Vegårshei,Menn,2021,Flyktninger og deres familieinnvandrede,Prosent,31.9
4212,Vegårshei,Menn,2021,Familieinnvandrede,Prosent,11.4
4212,Vegårshei,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,0.0
4212,Vegårshei,Menn,2021,Uoppgitt,Prosent,4.9
4212,Vegårshei,Kvinner,2021,Alle,Prosent,39.5
4212,Vegårshei,Kvinner,2021,Arbeidsinnvandrere,Prosent,3.8
4212,Vegårshei,Kvinner,2021,Flyktninger og deres familieinnvandrede,Prosent,19.5
4212,Vegårshei,Kvinner,2021,Familieinnvandrede,Prosent,12.4
4212,Vegårshei,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,1.6
4212,Vegårshei,Kvinner,2021,Uoppgitt,Prosent,2.2
4213,Tvedestrand,Alle,2021,Alle,Prosent,100.0
4213,Tvedestrand,Alle,2021,Arbeidsinnvandrere,Prosent,26.0
4213,Tvedestrand,Alle,2021,Flyktninger og deres familieinnvandrede,Prosent,32.9
4213,Tvedestrand,Alle,2021,Familieinnvandrede,Prosent,25.3
4213,Tvedestrand,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,3.4
4213,Tvedestrand,Alle,2021,Uoppgitt,Prosent,12.4
4213,Tvedestrand,Menn,2021,Alle,Prosent,52.5
4213,Tvedestrand,Menn,2021,Arbeidsinnvandrere,Prosent,20.1
4213,Tvedestrand,Menn,2021,Flyktninger og deres familieinnvandrede,Prosent,19.3
4213,Tvedestrand,Menn,2021,Familieinnvandrede,Prosent,6.3
4213,Tvedestrand,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,1.4
4213,Tvedestrand,Menn,2021,Uoppgitt,Prosent,5.5
4213,Tvedestrand,Kvinner,2021,Alle,Prosent,47.5
4213,Tvedestrand,Kvinner,2021,Arbeidsinnvandrere,Prosent,6.0
4213,Tvedestrand,Kvinner,2021,Flyktninger og deres familieinnvandrede,Prosent,13.6
4213,Tvedestrand,Kvinner,2021,Familieinnvandrede,Prosent,19.0
4213,Tvedestrand,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,2.0
4213,Tvedestrand,Kvinner,2021,Uoppgitt,Prosent,6.9
4214,Froland,Alle,2021,Alle,Prosent,100.0
4214,Froland,Alle,2021,Arbeidsinnvandrere,Prosent,24.1
4214,Froland,Alle,2021,Flyktninger og deres familieinnvandrede,Prosent,34.3
4214,Froland,Alle,2021,Familieinnvandrede,Prosent,25.5
4214,Froland,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,1.4
4214,Froland,Alle,2021,Uoppgitt,Prosent,14.7
4214,Froland,Menn,2021,Alle,Prosent,51.8
4214,Froland,Menn,2021,Arbeidsinnvandrere,Prosent,17.5
4214,Froland,Menn,2021,Flyktninger og deres familieinnvandrede,Prosent,19.3
4214,Froland,Menn,2021,Familieinnvandrede,Prosent,7.6
4214,Froland,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,0.0
4214,Froland,Menn,2021,Uoppgitt,Prosent,7.4
4214,Froland,Kvinner,2021,Alle,Prosent,48.2
4214,Froland,Kvinner,2021,Arbeidsinnvandrere,Prosent,6.6
4214,Froland,Kvinner,2021,Flyktninger og deres familieinnvandrede,Prosent,15.1
4214,Froland,Kvinner,2021,Familieinnvandrede,Prosent,17.9
4214,Froland,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,1.4
4214,Froland,Kvinner,2021,Uoppgitt,Prosent,7.2
4215,Lillesand,Alle,2021,Alle,Prosent,100.0
4215,Lillesand,Alle,2021,Arbeidsinnvandrere,Prosent,17.1
4215,Lillesand,Alle,2021,Flyktninger og deres familieinnvandrede,Prosent,38.4
4215,Lillesand,Alle,2021,Familieinnvandrede,Prosent,20.1
4215,Lillesand,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,3.2
4215,Lillesand,Alle,2021,Uoppgitt,Prosent,21.3
4215,Lillesand,Menn,2021,Alle,Prosent,48.3
4215,Lillesand,Menn,2021,Arbeidsinnvandrere,Prosent,12.1
4215,Lillesand,Menn,2021,Flyktninger og deres familieinnvandrede,Prosent,20.1
4215,Lillesand,Menn,2021,Familieinnvandrede,Prosent,5.0
4215,Lillesand,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,0.9
4215,Lillesand,Menn,2021,Uoppgitt,Prosent,10.2
4215,Lillesand,Kvinner,2021,Alle,Prosent,51.7
4215,Lillesand,Kvinner,2021,Arbeidsinnvandrere,Prosent,4.9
4215,Lillesand,Kvinner,2021,Flyktninger og deres familieinnvandrede,Prosent,18.3
4215,Lillesand,Kvinner,2021,Familieinnvandrede,Prosent,15.1
4215,Lillesand,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,2.3
4215,Lillesand,Kvinner,2021,Uoppgitt,Prosent,11.1
4216,Birkenes,Alle,2021,Alle,Prosent,100.0
4216,Birkenes,Alle,2021,Arbeidsinnvandrere,Prosent,20.8
4216,Birkenes,Alle,2021,Flyktninger og deres familieinnvandrede,Prosent,40.0
4216,Birkenes,Alle,2021,Familieinnvandrede,Prosent,23.0
4216,Birkenes,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,3.2
4216,Birkenes,Alle,2021,Uoppgitt,Prosent,13.0
4216,Birkenes,Menn,2021,Alle,Prosent,52.5
4216,Birkenes,Menn,2021,Arbeidsinnvandrere,Prosent,14.5
4216,Birkenes,Menn,2021,Flyktninger og deres familieinnvandrede,Prosent,22.1
4216,Birkenes,Menn,2021,Familieinnvandrede,Prosent,7.5
4216,Birkenes,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,0.9
4216,Birkenes,Menn,2021,Uoppgitt,Prosent,7.4
4216,Birkenes,Kvinner,2021,Alle,Prosent,47.5
4216,Birkenes,Kvinner,2021,Arbeidsinnvandrere,Prosent,6.2
4216,Birkenes,Kvinner,2021,Flyktninger og deres familieinnvandrede,Prosent,17.9
4216,Birkenes,Kvinner,2021,Familieinnvandrede,Prosent,15.5
4216,Birkenes,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,2.3
4216,Birkenes,Kvinner,2021,Uoppgitt,Prosent,5.7
4217,Åmli,Alle,2021,Alle,Prosent,100.0
4217,Åmli,Alle,2021,Arbeidsinnvandrere,Prosent,23.5
4217,Åmli,Alle,2021,Flyktninger og deres familieinnvandrede,Prosent,39.7
4217,Åmli,Alle,2021,Familieinnvandrede,Prosent,23.5
4217,Åmli,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,1.2
4217,Åmli,Alle,2021,Uoppgitt,Prosent,12.1
4217,Åmli,Menn,2021,Alle,Prosent,47.0
4217,Åmli,Menn,2021,Arbeidsinnvandrere,Prosent,15.4
4217,Åmli,Menn,2021,Flyktninger og deres familieinnvandrede,Prosent,20.2
4217,Åmli,Menn,2021,Familieinnvandrede,Prosent,6.9
4217,Åmli,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,0.0
4217,Åmli,Menn,2021,Uoppgitt,Prosent,4.5
4217,Åmli,Kvinner,2021,Alle,Prosent,53.0
4217,Åmli,Kvinner,2021,Arbeidsinnvandrere,Prosent,8.1
4217,Åmli,Kvinner,2021,Flyktninger og deres familieinnvandrede,Prosent,19.4
4217,Åmli,Kvinner,2021,Familieinnvandrede,Prosent,16.6
4217,Åmli,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,1.2
4217,Åmli,Kvinner,2021,Uoppgitt,Prosent,7.7
4218,Iveland,Alle,2021,Alle,Prosent,100.0
4218,Iveland,Alle,2021,Arbeidsinnvandrere,Prosent,17.3
4218,Iveland,Alle,2021,Flyktninger og deres familieinnvandrede,Prosent,43.6
4218,Iveland,Alle,2021,Familieinnvandrede,Prosent,27.6
4218,Iveland,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,4.5
4218,Iveland,Alle,2021,Uoppgitt,Prosent,7.1
4218,Iveland,Menn,2021,Alle,Prosent,48.7
4218,Iveland,Menn,2021,Arbeidsinnvandrere,Prosent,13.5
4218,Iveland,Menn,2021,Flyktninger og deres familieinnvandrede,Prosent,20.5
4218,Iveland,Menn,2021,Familieinnvandrede,Prosent,10.9
4218,Iveland,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,1.9
4218,Iveland,Menn,2021,Uoppgitt,Prosent,1.9
4218,Iveland,Kvinner,2021,Alle,Prosent,51.3
4218,Iveland,Kvinner,2021,Arbeidsinnvandrere,Prosent,3.8
4218,Iveland,Kvinner,2021,Flyktninger og deres familieinnvandrede,Prosent,23.1
4218,Iveland,Kvinner,2021,Familieinnvandrede,Prosent,16.7
4218,Iveland,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,2.6
4218,Iveland,Kvinner,2021,Uoppgitt,Prosent,5.1
4219,Evje og Hornnes,Alle,2021,Alle,Prosent,100.0
4219,Evje og Hornnes,Alle,2021,Arbeidsinnvandrere,Prosent,15.4
4219,Evje og Hornnes,Alle,2021,Flyktninger og deres familieinnvandrede,Prosent,48.5
4219,Evje og Hornnes,Alle,2021,Familieinnvandrede,Prosent,22.5
4219,Evje og Hornnes,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,1.4
4219,Evje og Hornnes,Alle,2021,Uoppgitt,Prosent,12.3
4219,Evje og Hornnes,Menn,2021,Alle,Prosent,47.8
4219,Evje og Hornnes,Menn,2021,Arbeidsinnvandrere,Prosent,12.3
4219,Evje og Hornnes,Menn,2021,Flyktninger og deres familieinnvandrede,Prosent,24.6
4219,Evje og Hornnes,Menn,2021,Familieinnvandrede,Prosent,5.2
4219,Evje og Hornnes,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,0.7
4219,Evje og Hornnes,Menn,2021,Uoppgitt,Prosent,5.0
4219,Evje og Hornnes,Kvinner,2021,Alle,Prosent,52.2
4219,Evje og Hornnes,Kvinner,2021,Arbeidsinnvandrere,Prosent,3.1
4219,Evje og Hornnes,Kvinner,2021,Flyktninger og deres familieinnvandrede,Prosent,23.9
4219,Evje og Hornnes,Kvinner,2021,Familieinnvandrede,Prosent,17.3
4219,Evje og Hornnes,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,0.7
4219,Evje og Hornnes,Kvinner,2021,Uoppgitt,Prosent,7.3
4220,Bygland,Alle,2021,Alle,Prosent,100.0
4220,Bygland,Alle,2021,Arbeidsinnvandrere,Prosent,32.9
4220,Bygland,Alle,2021,Flyktninger og deres familieinnvandrede,Prosent,27.6
4220,Bygland,Alle,2021,Familieinnvandrede,Prosent,21.1
4220,Bygland,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,3.9
4220,Bygland,Alle,2021,Uoppgitt,Prosent,14.5
4220,Bygland,Menn,2021,Alle,Prosent,48.7
4220,Bygland,Menn,2021,Arbeidsinnvandrere,Prosent,25.0
4220,Bygland,Menn,2021,Flyktninger og deres familieinnvandrede,Prosent,15.8
4220,Bygland,Menn,2021,Familieinnvandrede,Prosent,3.9
4220,Bygland,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,0.0
4220,Bygland,Menn,2021,Uoppgitt,Prosent,3.9
4220,Bygland,Kvinner,2021,Alle,Prosent,51.3
4220,Bygland,Kvinner,2021,Arbeidsinnvandrere,Prosent,7.9
4220,Bygland,Kvinner,2021,Flyktninger og deres familieinnvandrede,Prosent,11.8
4220,Bygland,Kvinner,2021,Familieinnvandrede,Prosent,17.1
4220,Bygland,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,3.9
4220,Bygland,Kvinner,2021,Uoppgitt,Prosent,10.5
4221,Valle,Alle,2021,Alle,Prosent,100.0
4221,Valle,Alle,2021,Arbeidsinnvandrere,Prosent,19.3
4221,Valle,Alle,2021,Flyktninger og deres familieinnvandrede,Prosent,38.5
4221,Valle,Alle,2021,Familieinnvandrede,Prosent,25.7
4221,Valle,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,2.8
4221,Valle,Alle,2021,Uoppgitt,Prosent,13.8
4221,Valle,Menn,2021,Alle,Prosent,48.6
4221,Valle,Menn,2021,Arbeidsinnvandrere,Prosent,13.8
4221,Valle,Menn,2021,Flyktninger og deres familieinnvandrede,Prosent,20.2
4221,Valle,Menn,2021,Familieinnvandrede,Prosent,6.4
4221,Valle,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,2.8
4221,Valle,Menn,2021,Uoppgitt,Prosent,5.5
4221,Valle,Kvinner,2021,Alle,Prosent,51.4
4221,Valle,Kvinner,2021,Arbeidsinnvandrere,Prosent,5.5
4221,Valle,Kvinner,2021,Flyktninger og deres familieinnvandrede,Prosent,18.3
4221,Valle,Kvinner,2021,Familieinnvandrede,Prosent,19.3
4221,Valle,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,0.0
4221,Valle,Kvinner,2021,Uoppgitt,Prosent,8.3
4222,Bykle,Alle,2021,Alle,Prosent,100.0
4222,Bykle,Alle,2021,Arbeidsinnvandrere,Prosent,39.3
4222,Bykle,Alle,2021,Flyktninger og deres familieinnvandrede,Prosent,14.0
4222,Bykle,Alle,2021,Familieinnvandrede,Prosent,21.3
4222,Bykle,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,2.0
4222,Bykle,Alle,2021,Uoppgitt,Prosent,23.3
4222,Bykle,Menn,2021,Alle,Prosent,52.7
4222,Bykle,Menn,2021,Arbeidsinnvandrere,Prosent,26.0
4222,Bykle,Menn,2021,Flyktninger og deres familieinnvandrede,Prosent,6.0
4222,Bykle,Menn,2021,Familieinnvandrede,Prosent,7.3
4222,Bykle,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,0.0
4222,Bykle,Menn,2021,Uoppgitt,Prosent,13.3
4222,Bykle,Kvinner,2021,Alle,Prosent,47.3
4222,Bykle,Kvinner,2021,Arbeidsinnvandrere,Prosent,13.3
4222,Bykle,Kvinner,2021,Flyktninger og deres familieinnvandrede,Prosent,8.0
4222,Bykle,Kvinner,2021,Familieinnvandrede,Prosent,14.0
4222,Bykle,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,2.0
4222,Bykle,Kvinner,2021,Uoppgitt,Prosent,10.0
4223,Vennesla,Alle,2021,Alle,Prosent,100.0
4223,Vennesla,Alle,2021,Arbeidsinnvandrere,Prosent,25.4
4223,Vennesla,Alle,2021,Flyktninger og deres familieinnvandrede,Prosent,38.0
4223,Vennesla,Alle,2021,Familieinnvandrede,Prosent,23.2
4223,Vennesla,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,2.5
4223,Vennesla,Alle,2021,Uoppgitt,Prosent,10.9
4223,Vennesla,Menn,2021,Alle,Prosent,52.1
4223,Vennesla,Menn,2021,Arbeidsinnvandrere,Prosent,18.8
4223,Vennesla,Menn,2021,Flyktninger og deres familieinnvandrede,Prosent,20.2
4223,Vennesla,Menn,2021,Familieinnvandrede,Prosent,6.3
4223,Vennesla,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,0.9
4223,Vennesla,Menn,2021,Uoppgitt,Prosent,5.8
4223,Vennesla,Kvinner,2021,Alle,Prosent,47.9
4223,Vennesla,Kvinner,2021,Arbeidsinnvandrere,Prosent,6.5
4223,Vennesla,Kvinner,2021,Flyktninger og deres familieinnvandrede,Prosent,17.8
4223,Vennesla,Kvinner,2021,Familieinnvandrede,Prosent,16.9
4223,Vennesla,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,1.6
4223,Vennesla,Kvinner,2021,Uoppgitt,Prosent,5.1
4224,Åseral,Alle,2021,Alle,Prosent,100.0
4224,Åseral,Alle,2021,Arbeidsinnvandrere,Prosent,25.0
4224,Åseral,Alle,2021,Flyktninger og deres familieinnvandrede,Prosent,26.1
4224,Åseral,Alle,2021,Familieinnvandrede,Prosent,35.2
3441,Gausdal,Kvinner,2020,Alle,Personer,189.0
3442,Østre Toten,Kvinner,2020,Alle,Personer,629.0
3443,Vestre Toten,Kvinner,2020,Alle,Personer,584.0
3446,Gran,Kvinner,2020,Alle,Personer,588.0
3447,Søndre Land,Kvinner,2020,Alle,Personer,226.0
3448,Nordre Land,Kvinner,2020,Alle,Personer,238.0
3449,Sør-Aurdal,Kvinner,2020,Alle,Personer,101.0
3450,Etnedal,Kvinner,2020,Alle,Personer,49.0
3451,Nord-Aurdal,Kvinner,2020,Alle,Personer,296.0
3452,Vestre Slidre,Kvinner,2020,Alle,Personer,86.0
3453,Øystre Slidre,Kvinner,2020,Alle,Personer,168.0
3454,Vang,Kvinner,2020,Alle,Personer,110.0
3801,,Kvinner,2020,Alle,Personer,1862.0
3802,,Kvinner,2020,Alle,Personer,1423.0
3803,,Kvinner,2020,Alle,Personer,3280.0
3804,,Kvinner,2020,Alle,Personer,4686.0
3805,,Kvinner,2020,Alle,Personer,2706.0
3806,,Kvinner,2020,Alle,Personer,1996.0
3807,,Kvinner,2020,Alle,Personer,3713.0
3808,,Kvinner,2020,Alle,Personer,714.0
3811,,Kvinner,2020,Alle,Personer,1542.0
3812,,Kvinner,2020,Alle,Personer,96.0
3813,,Kvinner,2020,Alle,Personer,612.0
3814,,Kvinner,2020,Alle,Personer,537.0
3815,,Kvinner,2020,Alle,Personer,201.0
3816,,Kvinner,2020,Alle,Personer,393.0
3817,,Kvinner,2020,Alle,Personer,647.0
