Geografi,År,Kjønn,Alder,Sykdomsgruppe,Måltall,value
Hele landet,2021,kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",24.1964041193044
Hele landet,2021,kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",217.138723461947
Hele landet,2021,kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",466.527657501088
Hele landet,2021,menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",108.173207630538
Hele landet,2021,menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",22.60154594357
Hele landet,2021,menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",241.644245144043
Hele landet,2021,menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",496.202865462032
Hele landet,2021,kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",92.0548110282931
Hele landet,2021,kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",25.8725001519167
Hele landet,2021,kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",192.144078674274
Hele landet,2021,kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",438.94661389643
Hele landet,2022,kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",98.0989481187574
Hele landet,2022,kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",23.9135063647161
Hele landet,2022,kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",212.081007098391
Hele landet,2022,kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",455.36392777019
Hele landet,2022,menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",105.535015611749
Hele landet,2022,menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",22.3131473312853
Hele landet,2022,menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",235.350586687622
Hele landet,2022,menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",485.655016715235
Hele landet,2022,kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",90.3719829761405
Hele landet,2022,kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",25.5959710122284
Hele landet,2022,kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",188.349520958016
Hele landet,2022,kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",427.225325153285
Hele landet,2023,kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",99.9234437310051
Hele landet,2023,kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",25.0079942491133
Hele landet,2023,kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",215.035312122659
Hele landet,2023,kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",455.014540949481
Hele landet,2023,menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",107.618579600396
Hele landet,2023,menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",23.4553239046528
Hele landet,2023,menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",238.908778993322
Hele landet,2023,menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",486.179551262357
Hele landet,2023,kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",91.9277103813645
Hele landet,2023,kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",26.6409599726761
Hele landet,2023,kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",190.687427455067
Hele landet,2023,kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",426.065950940881
Hele landet,2024,kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",101.42090959945
Hele landet,2024,kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",25.7383396222593
Hele landet,2024,kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",217.711915926909
Hele landet,2024,kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",454.59896920751
Hele landet,2024,menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",108.948279899936
Hele landet,2024,menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",23.8372033734104
Hele landet,2024,menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",241.717182663924
Hele landet,2024,menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",484.898583733825
Hele landet,2024,kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",93.5996721578082
Hele landet,2024,kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",27.7377914001451
Hele landet,2024,kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",193.229729647514
Hele landet,2024,kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",426.452748653142
Telemark,2017,kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",94.59896279337
Telemark,2017,kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",22.3363864458991
Telemark,2017,kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",205.130276570748
Telemark,2017,kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",426.302867091414
Telemark,2017,menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",102.061670442847
Telemark,2017,menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",20.2639081801751
Telemark,2017,menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",229.054323961012
Telemark,2017,menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",458.252230334049
Telemark,2017,kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",86.8466761930693
Telemark,2017,kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",24.518624996296
Telemark,2017,kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",180.751821317307
Telemark,2017,kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",396.900411908744
Telemark,2018,kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",91.845750978416
Telemark,2018,kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",21.309092203191
Telemark,2018,kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",199.572745074269
Telemark,2018,kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",426.280568723489
Telemark,2018,menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",98.6346501528416
Telemark,2018,menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",19.6171856394511
Telemark,2018,menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",221.259067237026
Telemark,2018,menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",458.436527331422
Telemark,2018,kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",84.7916866811938
Telemark,2018,kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",23.088376042369
Telemark,2018,kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",177.450284672186
Telemark,2018,kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",396.59363889257
Telemark,2019,kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",90.7626680762024
Telemark,2019,kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",22.4715378133227
Telemark,2019,kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",195.501642724344
Telemark,2019,kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",415.959712790804
Telemark,2019,menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",97.9376557273796
Telemark,2019,menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",21.4952750207016
Telemark,2019,menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",217.20693645057
Telemark,2019,menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",456.091352293892
Telemark,2019,kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",83.3092687779373
Telemark,2019,kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",23.4995424433166
Telemark,2019,kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",173.36754947178
Telemark,2019,kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",379.08789473937
Telemark,2020,kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",89.1616635094725
Telemark,2020,kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",22.1542478050273
Telemark,2020,kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",191.955365584929
Telemark,2020,kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",413.939879901953
Telemark,2020,menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",96.709257576804
Telemark,2020,menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",21.1715088154754
Telemark,2020,menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",214.548569980642
Telemark,2020,menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",441.31865828761
Telemark,2020,kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",81.3243560556108
Telemark,2020,kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",23.1932893259859
Telemark,2020,kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",168.937944071087
Telemark,2020,kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",388.503582707861
Telemark,2021,kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",88.4147489492722
Telemark,2021,kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",22.6192869435111
Telemark,2021,kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",189.577492976453
Telemark,2021,kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",400.373867446173
Telemark,2021,menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",95.376378218907
Telemark,2021,menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",21.1827688361275
Telemark,2021,menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",211.225019683683
Telemark,2021,menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",413.504148926014
Telemark,2021,kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",81.1833725246027
Telemark,2021,kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",24.1310929149618
Telemark,2021,kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",167.512913741965
Telemark,2021,kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",388.236047037444
Telemark,2022,kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",84.2591478141142
Telemark,2022,kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",22.2085511556153
Telemark,2022,kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",179.88663307693
Telemark,2022,kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",381.575350262973
Telemark,2022,menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",88.2963176289441
Telemark,2022,menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",19.8765740132737
Telemark,2022,menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",195.220197380607
Telemark,2022,menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",406.377177857835
Telemark,2022,kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",80.0578279117822
Telemark,2022,kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",24.655564772549
Telemark,2022,kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",164.184140876256
Telemark,2022,kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",358.530757096447
Telemark,2023,kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",87.6434023114665
Telemark,2023,kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",24.0068892168606
Telemark,2023,kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",186.006916741631
Telemark,2023,kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",391.585924939054
Telemark,2023,menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",92.4484972482409
Telemark,2023,menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",22.4225432889351
Telemark,2023,menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",202.412117673543
Telemark,2023,menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",412.342399360862
Telemark,2023,kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",82.6381679626586
Telemark,2023,kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",25.6750533587867
Telemark,2023,kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",169.199883829781
Telemark,2023,kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",372.254775694127
Telemark,2024,kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",88.4416124416855
Telemark,2024,kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",24.1423990451753
Telemark,2024,kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",187.788645850148
Telemark,2024,kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",397.629391844162
Telemark,2024,menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",93.2904321913649
Telemark,2024,menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",22.8028580296722
Telemark,2024,menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",204.013027814049
Telemark,2024,menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",414.30852705058
Telemark,2024,kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",83.3875577231053
Telemark,2024,kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",25.5542013239903
Telemark,2024,kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",171.148664200803
Telemark,2024,kvinner,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",382.120493666969
Porsgrunn,2017,kjønn samlet,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",93.4835116891431
Porsgrunn,2017,kjønn samlet,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",23.1734807132552
Porsgrunn,2017,kjønn samlet,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",201.411340489088
Porsgrunn,2017,kjønn samlet,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",425.588921774642
Porsgrunn,2017,menn,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",99.4449923391147
Porsgrunn,2017,menn,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",21.2197470207634
Porsgrunn,2017,menn,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",221.375543628106
Porsgrunn,2017,menn,75-79 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",475.348553844354
Porsgrunn,2017,kvinner,0-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",87.2697371132873
Porsgrunn,2017,kvinner,0-44 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",25.2286444873777
Porsgrunn,2017,kvinner,45-74 år,"Hjerte- og karsykdomsdiagnoser, totalt (K70-99)","per 1000, standardisert",180.983478483041
