objectid,stfstatusfirmaid,orfkode,firorgnr,konsernopporgnr,konsernoppnavn,firorgnrknytning,firfirmanavn1,fylfylkenavn,fylkesnavn,kommune_id,firkommnr,kommunenavn,knrkommnavn,firantansatt,ansatt_kd,firoms,firdriftres,etablertdato,sektorkode,status_po,nakkategori1,naktittel1,nakgruppetekst1,nakkategori2,nakkategori3,nakkategori4,nakkategori5,koordinat_y,koordinat_x,load_date,geometry_x,geometry_y,longitude,latitude
29841,9,Underenhet til næringsdrivende og offentlig forvaltning,816414032,,,983566138.0,Theodore Bruce Bawer,Telemark,Telemark,4005.0,4005,Notodden,NOTODDEN,,0-1,0.0,0.0,2014-01-01,,,7,Oversettelses- og tolkevirksomhet,"Faglig, vitenskapelig og teknisk tjenesteyting",74,743,7430,74300,176345.0,6617023.0,2025-11-05 03:14:43,176344.8200000003,6617022.92,9.267648132379705,59.56569774652316
29855,9,Underenhet til næringsdrivende og offentlig forvaltning,816419042,,,987280905.0,Janna Dalsbotten,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,0.0,0.0,2014-01-01,,,9,Frisering og barbering,Annen tjenesteyting,96,962,9621,96210,177904.0,6588961.0,2025-11-05 03:14:43,177904.25,6588960.77,9.337305713656225,59.31614130145966
29855,9,Underenhet til næringsdrivende og offentlig forvaltning,816419042,,,987280905.0,Janna Dalsbotten,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,0.0,0.0,2014-01-01,,,9,Frisering og barbering,Annen tjenesteyting,96,962,9621,96210,177904.0,6588961.0,2025-11-05 03:14:43,177904.25,6588960.77,9.337305713656225,59.31614130145966
29855,9,Underenhet til næringsdrivende og offentlig forvaltning,816419042,,,987280905.0,Janna Dalsbotten,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,0.0,0.0,2014-01-01,,,9,Frisering og barbering,Annen tjenesteyting,96,962,9621,96210,177904.0,6588961.0,2025-11-05 03:14:43,177904.25,6588960.77,9.337305713656225,59.31614130145966
32270,9,Underenhet til næringsdrivende og offentlig forvaltning,816481252,,,969965585.0,Fineid Bruk og Maskin,Telemark,Telemark,4016.0,4016,Drangedal,DRANGEDAL,,0-1,0.0,0.0,2015-12-22,,,2,Avvirkning,"Jordbruk, skogbruk og fiske",22,220,2200,2200,161371.0,6566452.0,2025-11-05 03:14:43,161371.15000000037,6566452.26,9.08341188403342,59.10217200386698
32270,9,Underenhet til næringsdrivende og offentlig forvaltning,816481252,,,969965585.0,Fineid Bruk og Maskin,Telemark,Telemark,4016.0,4016,Drangedal,DRANGEDAL,,0-1,0.0,0.0,2015-12-22,,,2,Avvirkning,"Jordbruk, skogbruk og fiske",22,220,2200,2200,161371.0,6566452.0,2025-11-05 03:14:43,161371.15000000037,6566452.26,9.08341188403342,59.10217200386698
32552,1,Enkeltpersonforetak,816487242,,,,Heidi Sudgarden,Telemark,Telemark,4022.0,4022,Seljord,SELJORD,,0-1,0.0,0.0,2015-12-24,Personlig næringsdrivende,Privat sektor,1,Sauehold,"Jordbruk, skogbruk og fiske",14,145,1451,1451,126188.0,6624215.0,2025-11-05 03:14:43,126187.99000000022,6624214.94,8.373072348978885,59.58809723176139
32552,1,Enkeltpersonforetak,816487242,,,,Heidi Sudgarden,Telemark,Telemark,4022.0,4022,Seljord,SELJORD,,0-1,0.0,0.0,2015-12-24,Personlig næringsdrivende,Privat sektor,1,Sauehold,"Jordbruk, skogbruk og fiske",14,145,1451,1451,126188.0,6624215.0,2025-11-05 03:14:43,126187.99000000022,6624214.94,8.373072348978885,59.58809723176139
34318,1,Forening/lag/innretning,816494532,,,,Dalsmarken,Telemark,Telemark,4034.0,4034,Tokke,TOKKE,,0-1,0.0,0.0,2015-10-01,Private produsentorienterte organisasjoner uten profittformål,Privat sektor,8,"Kongress-, messe- og utstillingsvirksomhet",Forretningsmessig tjenesteyting,82,823,8230,82300,102250.0,6610669.0,2025-11-05 03:14:43,102250.2000000002,6610668.890000001,7.97757424894032,59.44530325696653
34318,1,Forening/lag/innretning,816494532,,,,Dalsmarken,Telemark,Telemark,4034.0,4034,Tokke,TOKKE,,0-1,0.0,0.0,2015-10-01,Private produsentorienterte organisasjoner uten profittformål,Privat sektor,8,"Kongress-, messe- og utstillingsvirksomhet",Forretningsmessig tjenesteyting,82,823,8230,82300,102250.0,6610669.0,2025-11-05 03:14:43,102250.2000000002,6610668.890000001,7.97757424894032,59.44530325696653
33004,3,Aksjeselskap,816498422,,,,Neset Utvikling AS,Telemark,Telemark,4036.0,4036,Vinje,VINJE,,0-1,56.0,35.0,2015-11-16,Private aksjeselskaper mv.,Privat sektor,9,Andre tjenester tilknyttet kunstnerisk virksomhet og underholdningsvirksomhet,"Kulturell virksomhet, idrett og fritidsaktiviteter",90,903,9039,90390,104240.0,6640514.0,2025-11-05 03:14:43,104239.6799999997,6640513.630000001,7.956744100010287,59.71317325825845
