År;Region;Alder;Utflytting;Innflytting;Nettoflytting
2016;3802 Holmestrand;18 år;15;20;5
2016;3802 Holmestrand;19 år;35;21;-14
2016;3802 Holmestrand;20 år;51;31;-20
2016;3802 Holmestrand;21 år;62;42;-20
2016;3802 Holmestrand;22 år;52;34;-18
2016;3802 Holmestrand;23 år;52;38;-14
2016;3802 Holmestrand;24 år;53;40;-13
2016;3802 Holmestrand;25 år;47;56;9
2016;3802 Holmestrand;26 år;55;53;-2
2016;3802 Holmestrand;27 år;42;61;19
2016;3802 Holmestrand;28 år;39;42;3
2016;3802 Holmestrand;29 år;25;40;15
2016;3802 Holmestrand;30 år;29;44;15
2016;3802 Holmestrand;31 år;28;36;8
2016;3802 Holmestrand;32 år;16;35;19
2016;3802 Holmestrand;33 år;19;33;14
2016;3802 Holmestrand;34 år;27;36;9
2016;3802 Holmestrand;35 år;9;25;16
2016;3802 Holmestrand;36 år;16;28;12
2016;3802 Holmestrand;37 år;23;22;-1
2016;3802 Holmestrand;38 år;21;16;-5
2016;3802 Holmestrand;39 år;11;20;9
2016;3802 Holmestrand;40 år;16;18;2
2016;3802 Holmestrand;41 år;13;24;11
2016;3802 Holmestrand;42 år;12;14;2
2016;3802 Holmestrand;43 år;12;21;9
2016;3802 Holmestrand;44 år;13;20;7
2016;3802 Holmestrand;45 år;19;12;-7
2016;3802 Holmestrand;46 år;8;15;7
2016;3802 Holmestrand;47 år;15;16;1
2016;3802 Holmestrand;48 år;12;17;5
2016;3802 Holmestrand;49 år;12;19;7
2016;3802 Holmestrand;50 år;13;16;3
2016;3802 Holmestrand;51 år;17;16;-1
2016;3802 Holmestrand;52 år;8;15;7
2016;3802 Holmestrand;53 år;14;9;-5
2016;3802 Holmestrand;54 år;12;8;-4
2016;3802 Holmestrand;55 år;7;18;11
2016;3802 Holmestrand;56 år;10;10;0
2016;3802 Holmestrand;57 år;5;6;1
2016;3802 Holmestrand;58 år;8;15;7
2016;3802 Holmestrand;59 år;9;10;1
2016;3802 Holmestrand;60 år;4;10;6
2016;3802 Holmestrand;61 år;6;8;2
2016;3802 Holmestrand;62 år;9;14;5
2016;3802 Holmestrand;63 år;1;16;15
2016;3802 Holmestrand;64 år;2;9;7
2016;3802 Holmestrand;65 år;7;4;-3
2016;3802 Holmestrand;66 år;1;5;4
2016;3802 Holmestrand;67 år;6;5;-1
2016;3802 Holmestrand;68 år;8;15;7
2016;3802 Holmestrand;69 år;5;10;5
2016;3802 Holmestrand;70 år;9;5;-4
2016;3803 Tønsberg;0 år;26;24;-2
2016;3803 Tønsberg;1 år;46;54;8
2016;3803 Tønsberg;2 år;33;57;24
2016;3803 Tønsberg;3 år;31;42;11
2016;3803 Tønsberg;4 år;29;43;14
2016;3803 Tønsberg;5 år;34;39;5
2016;3803 Tønsberg;6 år;28;42;14
2016;3803 Tønsberg;7 år;20;23;3
2016;3803 Tønsberg;8 år;20;19;-1
2016;3803 Tønsberg;9 år;19;28;9
2016;3803 Tønsberg;10 år;16;26;10
2016;3803 Tønsberg;11 år;13;22;9
2016;3803 Tønsberg;12 år;19;25;6
2016;3803 Tønsberg;13 år;18;31;13
2016;3803 Tønsberg;14 år;19;23;4
2016;3803 Tønsberg;15 år;14;22;8
2016;3803 Tønsberg;16 år;32;52;20
2016;3803 Tønsberg;17 år;19;34;15
2016;3803 Tønsberg;18 år;38;48;10
2016;3803 Tønsberg;19 år;91;88;-3
2016;3803 Tønsberg;20 år;125;109;-16
2016;3803 Tønsberg;21 år;139;154;15
2016;3803 Tønsberg;22 år;109;132;23
2016;3803 Tønsberg;23 år;142;163;21
2016;3803 Tønsberg;24 år;141;144;3
2016;3803 Tønsberg;25 år;147;147;0
2016;3803 Tønsberg;26 år;148;152;4
2016;3803 Tønsberg;27 år;146;139;-7
2016;3803 Tønsberg;28 år;131;132;1
2016;3803 Tønsberg;29 år;107;90;-17
2016;3803 Tønsberg;30 år;95;99;4
2016;3803 Tønsberg;31 år;90;95;5
2016;3803 Tønsberg;32 år;71;76;5
2016;3803 Tønsberg;33 år;64;94;30
2016;3803 Tønsberg;34 år;47;62;15
2016;3803 Tønsberg;35 år;58;64;6
2016;3803 Tønsberg;36 år;45;60;15
2016;3803 Tønsberg;37 år;46;54;8
2016;3803 Tønsberg;38 år;53;46;-7
2016;3803 Tønsberg;39 år;45;44;-1
2016;3803 Tønsberg;40 år;43;37;-6
2016;3803 Tønsberg;41 år;37;48;11
2016;3803 Tønsberg;42 år;34;38;4
2016;3803 Tønsberg;43 år;33;45;12
2016;3803 Tønsberg;44 år;31;39;8
2016;3803 Tønsberg;45 år;32;42;10
2016;3803 Tønsberg;46 år;35;33;-2
2016;3803 Tønsberg;47 år;30;43;13
2016;3803 Tønsberg;48 år;32;37;5
2016;3803 Tønsberg;49 år;34;45;11
2016;3803 Tønsberg;50 år;28;31;3
2016;3803 Tønsberg;51 år;31;37;6
2016;3803 Tønsberg;52 år;31;29;-2
2016;3803 Tønsberg;53 år;27;33;6
2016;3803 Tønsberg;54 år;27;31;4
2016;3803 Tønsberg;55 år;28;31;3
2016;3803 Tønsberg;56 år;24;29;5
2016;3803 Tønsberg;57 år;16;35;19
2016;3803 Tønsberg;58 år;22;21;-1
2016;3803 Tønsberg;59 år;23;30;7
2016;3803 Tønsberg;60 år;16;20;4
2016;3803 Tønsberg;61 år;21;24;3
2016;3803 Tønsberg;62 år;17;16;-1
2016;3803 Tønsberg;63 år;16;15;-1
2016;3803 Tønsberg;64 år;14;16;2
2016;3803 Tønsberg;65 år;10;18;8
2016;3803 Tønsberg;66 år;9;12;3
2016;3803 Tønsberg;67 år;11;11;0
2016;3803 Tønsberg;68 år;9;13;4
2016;3803 Tønsberg;69 år;9;13;4
2016;3803 Tønsberg;70 år;13;11;-2
2016;3804 Sandefjord;0 år;21;26;5
2016;3804 Sandefjord;1 år;33;61;28
2016;3804 Sandefjord;2 år;30;55;25
2016;3804 Sandefjord;3 år;36;50;14
2016;3804 Sandefjord;4 år;25;45;20
2016;3804 Sandefjord;5 år;26;44;18
2016;3804 Sandefjord;6 år;28;32;4
2016;3804 Sandefjord;7 år;16;28;12
2016;3804 Sandefjord;8 år;11;28;17
2016;3804 Sandefjord;9 år;18;26;8
2016;3804 Sandefjord;10 år;16;26;10
2016;3804 Sandefjord;11 år;21;37;16
2016;3804 Sandefjord;12 år;12;35;23
2016;3804 Sandefjord;13 år;15;18;3
2016;3804 Sandefjord;14 år;9;34;25
2016;3804 Sandefjord;15 år;19;29;10
2016;3804 Sandefjord;16 år;26;46;20
2016;3804 Sandefjord;17 år;19;31;12
2016;3804 Sandefjord;18 år;26;65;39
2016;3804 Sandefjord;19 år;120;107;-13
2016;3804 Sandefjord;20 år;138;134;-4
2016;3804 Sandefjord;21 år;147;139;-8
2016;3804 Sandefjord;22 år;124;124;0
2016;3804 Sandefjord;23 år;139;141;2
2016;3804 Sandefjord;24 år;120;131;11
2016;3804 Sandefjord;25 år;121;137;16
2016;3804 Sandefjord;26 år;120;146;26
2016;3804 Sandefjord;27 år;121;117;-4
2016;3804 Sandefjord;28 år;94;106;12
2016;3804 Sandefjord;29 år;83;87;4
2016;3804 Sandefjord;30 år;71;92;21
2016;3804 Sandefjord;31 år;62;89;27
2016;3804 Sandefjord;32 år;42;66;24
2016;3804 Sandefjord;33 år;66;73;7
2016;3804 Sandefjord;34 år;39;62;23
2016;3804 Sandefjord;35 år;37;62;25
2016;3804 Sandefjord;36 år;42;61;19
2016;3804 Sandefjord;37 år;49;50;1
2016;3804 Sandefjord;38 år;31;43;12
2016;3804 Sandefjord;39 år;30;38;8
2016;3804 Sandefjord;40 år;29;45;16
2016;3804 Sandefjord;41 år;28;34;6
2016;3804 Sandefjord;42 år;23;42;19
2016;3804 Sandefjord;43 år;30;36;6
2016;3804 Sandefjord;44 år;23;26;3
2016;3804 Sandefjord;45 år;22;29;7
2016;3804 Sandefjord;46 år;27;26;-1
2016;3804 Sandefjord;47 år;34;38;4
2016;3804 Sandefjord;48 år;29;44;15
2016;3804 Sandefjord;49 år;23;28;5
2016;3804 Sandefjord;50 år;21;39;18
2016;3804 Sandefjord;51 år;25;32;7
2016;3804 Sandefjord;52 år;25;20;-5
2016;3804 Sandefjord;53 år;26;27;1
2016;3804 Sandefjord;54 år;28;24;-4
2016;3804 Sandefjord;55 år;28;27;-1
2016;3804 Sandefjord;56 år;26;18;-8
2016;3804 Sandefjord;57 år;22;20;-2
2016;3804 Sandefjord;58 år;17;29;12
2016;3804 Sandefjord;59 år;10;20;10
2016;3804 Sandefjord;60 år;10;17;7
2016;3804 Sandefjord;61 år;11;16;5
2016;3804 Sandefjord;62 år;12;18;6
2016;3804 Sandefjord;63 år;13;15;2
2016;3804 Sandefjord;64 år;5;12;7
2016;3804 Sandefjord;65 år;6;21;15
2016;3804 Sandefjord;66 år;9;20;11
2016;3804 Sandefjord;67 år;9;7;-2
2016;3804 Sandefjord;68 år;8;16;8
2016;3804 Sandefjord;69 år;6;14;8
2016;3804 Sandefjord;70 år;9;9;0
2016;3805 Larvik;0 år;8;23;15
2016;3805 Larvik;1 år;19;36;17
2016;3805 Larvik;2 år;15;31;16
2016;3805 Larvik;3 år;19;37;18
2016;3805 Larvik;4 år;20;18;-2
2016;3805 Larvik;5 år;20;24;4
2016;3805 Larvik;6 år;12;19;7
2016;3805 Larvik;7 år;17;18;1
2016;3805 Larvik;8 år;11;11;0
2016;3805 Larvik;9 år;12;21;9
2016;3805 Larvik;10 år;10;13;3
2016;3805 Larvik;11 år;10;13;3
2016;3805 Larvik;12 år;9;15;6
2016;3805 Larvik;13 år;7;17;10
2016;3805 Larvik;14 år;13;14;1
2016;3805 Larvik;15 år;11;15;4
2016;3805 Larvik;16 år;18;32;14
2016;3805 Larvik;17 år;15;28;13
2016;3805 Larvik;18 år;29;33;4
2016;3805 Larvik;19 år;69;49;-20
2016;3805 Larvik;20 år;78;45;-33
2016;3805 Larvik;21 år;90;44;-46
2016;3805 Larvik;22 år;68;61;-7
2016;3805 Larvik;23 år;72;75;3
2016;3805 Larvik;24 år;80;67;-13
2016;3805 Larvik;25 år;105;87;-18
2016;3805 Larvik;26 år;88;72;-16
2016;3805 Larvik;27 år;71;52;-19
2016;3805 Larvik;28 år;47;61;14
2016;3805 Larvik;29 år;56;57;1
2016;3805 Larvik;30 år;50;49;-1
2016;3805 Larvik;31 år;39;67;28
2016;3805 Larvik;32 år;40;51;11
2016;3805 Larvik;33 år;34;51;17
2016;3805 Larvik;34 år;21;49;28
2016;3805 Larvik;35 år;22;40;18
2016;3805 Larvik;36 år;26;29;3
2016;3805 Larvik;37 år;22;39;17
2016;3805 Larvik;38 år;17;33;16
2016;3805 Larvik;39 år;21;29;8
2016;3805 Larvik;40 år;17;27;10
2016;3805 Larvik;41 år;16;14;-2
2016;3805 Larvik;42 år;21;21;0
2016;3805 Larvik;43 år;17;33;16
2016;3805 Larvik;44 år;25;20;-5
2016;3805 Larvik;45 år;12;14;2
2016;3805 Larvik;46 år;21;14;-7
2016;3805 Larvik;47 år;11;17;6
2016;3805 Larvik;48 år;20;22;2
2016;3805 Larvik;49 år;11;17;6
2016;3805 Larvik;50 år;8;15;7
2016;3805 Larvik;51 år;18;19;1
2016;3805 Larvik;52 år;15;15;0
2016;3805 Larvik;53 år;9;17;8
2016;3805 Larvik;54 år;9;18;9
2016;3805 Larvik;55 år;17;14;-3
2016;3805 Larvik;56 år;12;20;8
2016;3805 Larvik;57 år;9;15;6
2016;3805 Larvik;58 år;11;14;3
2016;3805 Larvik;59 år;13;10;-3
2016;3805 Larvik;60 år;8;9;1
2016;3805 Larvik;61 år;3;11;8
2016;3805 Larvik;62 år;15;15;0
2016;3805 Larvik;63 år;10;5;-5
2016;3805 Larvik;64 år;6;9;3
2016;3805 Larvik;65 år;4;15;11
2016;3805 Larvik;66 år;3;6;3
2016;3805 Larvik;67 år;4;8;4
2016;3805 Larvik;68 år;7;8;1
2016;3805 Larvik;69 år;3;11;8
2016;3805 Larvik;70 år;3;6;3
2016;3806 Porsgrunn;0 år;11;18;7
2016;3806 Porsgrunn;1 år;27;31;4
2016;3806 Porsgrunn;2 år;30;33;3
2016;3806 Porsgrunn;3 år;29;32;3
2016;3806 Porsgrunn;4 år;20;32;12
2016;3806 Porsgrunn;5 år;15;22;7
2016;3806 Porsgrunn;6 år;18;17;-1
2016;3806 Porsgrunn;7 år;10;17;7
2016;3806 Porsgrunn;8 år;11;20;9
2016;3806 Porsgrunn;9 år;16;6;-10
2016;3806 Porsgrunn;10 år;9;12;3
2016;3806 Porsgrunn;11 år;13;10;-3
2016;3806 Porsgrunn;12 år;5;8;3
2016;3806 Porsgrunn;13 år;10;15;5
2016;3806 Porsgrunn;14 år;10;12;2
2016;3806 Porsgrunn;15 år;15;16;1
2016;3806 Porsgrunn;16 år;18;30;12
2016;3806 Porsgrunn;17 år;11;23;12
2016;3806 Porsgrunn;18 år;21;46;25
2016;3806 Porsgrunn;19 år;52;75;23
2016;3806 Porsgrunn;20 år;66;66;0
2016;3806 Porsgrunn;21 år;76;86;10
2016;3806 Porsgrunn;22 år;87;98;11
2016;3806 Porsgrunn;23 år;80;71;-9
2016;3806 Porsgrunn;24 år;91;83;-8
2016;3806 Porsgrunn;25 år;91;74;-17
2016;3806 Porsgrunn;26 år;82;80;-2
2016;3806 Porsgrunn;27 år;83;91;8
2016;3806 Porsgrunn;28 år;78;81;3
2016;3806 Porsgrunn;29 år;54;72;18
2016;3806 Porsgrunn;30 år;55;58;3
2016;3806 Porsgrunn;31 år;44;52;8
2016;3806 Porsgrunn;32 år;49;40;-9
2016;3806 Porsgrunn;33 år;31;27;-4
2016;3806 Porsgrunn;34 år;33;37;4
2016;3806 Porsgrunn;35 år;23;29;6
2016;3806 Porsgrunn;36 år;31;36;5
2016;3806 Porsgrunn;37 år;24;31;7
2016;3806 Porsgrunn;38 år;26;42;16
2016;3806 Porsgrunn;39 år;39;29;-10
2016;3806 Porsgrunn;40 år;23;26;3
2016;3806 Porsgrunn;41 år;16;27;11
2016;3806 Porsgrunn;42 år;18;26;8
2016;3806 Porsgrunn;43 år;21;26;5
2016;3806 Porsgrunn;44 år;26;19;-7
2016;3806 Porsgrunn;45 år;14;22;8
2016;3806 Porsgrunn;46 år;10;27;17
2016;3806 Porsgrunn;47 år;25;26;1
2016;3806 Porsgrunn;48 år;14;20;6
2016;3806 Porsgrunn;49 år;10;19;9
2016;3806 Porsgrunn;50 år;22;17;-5
2016;3806 Porsgrunn;51 år;18;8;-10
2016;3806 Porsgrunn;52 år;15;17;2
2016;3806 Porsgrunn;53 år;12;17;5
2016;3806 Porsgrunn;54 år;5;7;2
2016;3806 Porsgrunn;55 år;13;15;2
2016;3806 Porsgrunn;56 år;13;15;2
2016;3806 Porsgrunn;57 år;11;13;2
2016;3806 Porsgrunn;58 år;6;9;3
2016;3806 Porsgrunn;59 år;8;14;6
2016;3806 Porsgrunn;60 år;8;6;-2
2016;3806 Porsgrunn;61 år;9;6;-3
2016;3806 Porsgrunn;62 år;8;11;3
2016;3806 Porsgrunn;63 år;3;11;8
2016;3806 Porsgrunn;64 år;6;4;-2
2016;3806 Porsgrunn;65 år;4;4;0
2016;3806 Porsgrunn;66 år;7;9;2
2016;3806 Porsgrunn;67 år;6;4;-2
2016;3806 Porsgrunn;68 år;8;6;-2
2016;3806 Porsgrunn;69 år;7;5;-2
2016;3806 Porsgrunn;70 år;6;3;-3
2016;3807 Skien;0 år;22;24;2
2016;3807 Skien;1 år;33;58;25
2016;3807 Skien;2 år;33;46;13
2016;3807 Skien;3 år;28;38;10
2016;3807 Skien;4 år;33;27;-6
2016;3807 Skien;5 år;27;28;1
2016;3807 Skien;6 år;27;24;-3
2016;3807 Skien;7 år;19;18;-1
2016;3807 Skien;8 år;21;15;-6
2016;3807 Skien;9 år;15;31;16
2016;3807 Skien;10 år;7;18;11
2016;3807 Skien;11 år;9;21;12
2016;3807 Skien;12 år;16;21;5
2016;3807 Skien;13 år;11;21;10
2016;3807 Skien;14 år;8;22;14
2016;3807 Skien;15 år;9;22;13
2016;3807 Skien;16 år;28;40;12
2016;3807 Skien;17 år;17;24;7
2016;3807 Skien;18 år;34;37;3
2016;3807 Skien;19 år;77;48;-29
2016;3807 Skien;20 år;90;71;-19
2016;3807 Skien;21 år;98;88;-10
2016;3807 Skien;22 år;131;88;-43
2016;3807 Skien;23 år;98;90;-8
2016;3807 Skien;24 år;94;93;-1
2016;3807 Skien;25 år;123;112;-11
2016;3807 Skien;26 år;97;96;-1
2016;3807 Skien;27 år;80;108;28
2016;3807 Skien;28 år;81;96;15
2016;3807 Skien;29 år;73;72;-1
2016;3807 Skien;30 år;59;80;21
2016;3807 Skien;31 år;63;71;8
2016;3807 Skien;32 år;44;63;19
2016;3807 Skien;33 år;37;52;15
2016;3807 Skien;34 år;41;53;12
2016;3807 Skien;35 år;32;37;5
2016;3807 Skien;36 år;39;51;12
2016;3807 Skien;37 år;33;34;1
2016;3807 Skien;38 år;28;36;8
2016;3807 Skien;39 år;22;32;10
2016;3807 Skien;40 år;29;29;0
2016;3807 Skien;41 år;21;35;14
2016;3807 Skien;42 år;25;26;1
2016;3807 Skien;43 år;21;32;11
2016;3807 Skien;44 år;25;30;5
2016;3807 Skien;45 år;22;31;9
2016;3807 Skien;46 år;28;28;0
2016;3807 Skien;47 år;21;21;0
2016;3807 Skien;48 år;24;33;9
2016;3807 Skien;49 år;16;19;3
2016;3807 Skien;50 år;17;22;5
2016;3807 Skien;51 år;20;25;5
2016;3807 Skien;52 år;19;14;-5
2016;3807 Skien;53 år;19;21;2
2016;3807 Skien;54 år;13;13;0
2016;3807 Skien;55 år;17;24;7
2016;3807 Skien;56 år;9;15;6
2016;3807 Skien;57 år;18;12;-6
2016;3807 Skien;58 år;15;12;-3
2016;3807 Skien;59 år;18;12;-6
2016;3807 Skien;60 år;9;10;1
2016;3807 Skien;61 år;7;13;6
2016;3807 Skien;62 år;16;6;-10
2016;3807 Skien;63 år;11;8;-3
2016;3807 Skien;64 år;8;10;2
2016;3807 Skien;65 år;9;5;-4
2016;3807 Skien;66 år;9;10;1
2016;3807 Skien;67 år;4;4;0
2016;3807 Skien;68 år;8;9;1
2016;3807 Skien;69 år;6;9;3
2016;3807 Skien;70 år;8;12;4
2016;3808 Notodden;0 år;1;5;4
2016;3808 Notodden;1 år;7;10;3
2016;3808 Notodden;2 år;12;7;-5
2016;3808 Notodden;3 år;4;4;0
2016;3808 Notodden;4 år;8;6;-2
2016;3808 Notodden;5 år;4;11;7
2016;3808 Notodden;6 år;3;5;2
2016;3808 Notodden;7 år;2;5;3
2016;3808 Notodden;8 år;5;6;1
2016;3808 Notodden;9 år;3;1;-2
2016;3808 Notodden;10 år;2;7;5
2016;3808 Notodden;11 år;6;15;9
2016;3808 Notodden;12 år;2;3;1
2016;3808 Notodden;13 år;3;3;0
2016;3808 Notodden;14 år;5;3;-2
2016;3808 Notodden;15 år;8;9;1
2016;3808 Notodden;16 år;5;5;0
2016;3808 Notodden;17 år;2;3;1
2016;3808 Notodden;18 år;9;12;3
2016;3808 Notodden;19 år;23;15;-8
2016;3808 Notodden;20 år;19;25;6
2016;3808 Notodden;21 år;23;34;11
2016;3808 Notodden;22 år;29;39;10
2016;3808 Notodden;23 år;19;18;-1
2016;3808 Notodden;24 år;12;16;4
2016;3808 Notodden;25 år;27;20;-7
2016;3808 Notodden;26 år;24;26;2
2016;3808 Notodden;27 år;27;23;-4
2016;3808 Notodden;28 år;19;23;4
2016;3808 Notodden;29 år;12;14;2
2016;3808 Notodden;30 år;7;14;7
2016;3808 Notodden;31 år;20;12;-8
2016;3808 Notodden;32 år;19;13;-6
2016;3808 Notodden;33 år;14;9;-5
2016;3808 Notodden;34 år;8;9;1
2016;3808 Notodden;35 år;4;8;4
2016;3808 Notodden;36 år;6;11;5
2016;3808 Notodden;37 år;9;10;1
2016;3808 Notodden;38 år;7;5;-2
2016;3808 Notodden;39 år;13;8;-5
2016;3808 Notodden;40 år;7;7;0
2016;3808 Notodden;41 år;5;6;1
2016;3808 Notodden;42 år;7;6;-1
2016;3808 Notodden;43 år;7;6;-1
2016;3808 Notodden;44 år;7;7;0
2016;3808 Notodden;45 år;5;9;4
2016;3808 Notodden;46 år;3;5;2
2016;3808 Notodden;47 år;8;4;-4
2016;3808 Notodden;48 år;6;6;0
2016;3808 Notodden;49 år;6;4;-2
2016;3808 Notodden;50 år;4;5;1
2016;3808 Notodden;51 år;8;4;-4
2016;3808 Notodden;52 år;6;;-6
2016;3808 Notodden;53 år;3;6;3
2016;3808 Notodden;54 år;5;4;-1
2016;3808 Notodden;55 år;2;3;1
2016;3808 Notodden;56 år;3;4;1
2016;3808 Notodden;57 år;6;2;-4
2016;3808 Notodden;58 år;6;3;-3
2016;3808 Notodden;59 år;4;3;-1
2016;3808 Notodden;60 år;2;1;-1
2016;3808 Notodden;61 år;4;4;0
2016;3808 Notodden;62 år;;3;3
2016;3808 Notodden;63 år;2;;-2
2016;3808 Notodden;64 år;4;1;-3
2016;3808 Notodden;65 år;1;3;2
2016;3808 Notodden;66 år;;4;4
2016;3808 Notodden;67 år;1;1;0
2016;3808 Notodden;68 år;2;2;0
2016;3808 Notodden;69 år;;1;1
2016;3808 Notodden;70 år;2;2;0
2016;3811 Færder;0 år;3;14;11
2016;3811 Færder;1 år;24;30;6
2016;3811 Færder;2 år;21;27;6
2016;3811 Færder;3 år;13;23;10
2016;3811 Færder;4 år;17;25;8
2016;3811 Færder;5 år;11;22;11
2016;3811 Færder;6 år;22;15;-7
2016;3811 Færder;7 år;7;11;4
2016;3811 Færder;8 år;8;12;4
2016;3811 Færder;9 år;8;9;1
2016;3811 Færder;10 år;12;10;-2
2016;3811 Færder;11 år;2;7;5
2016;3811 Færder;12 år;11;12;1
2016;3811 Færder;13 år;4;11;7
2016;3811 Færder;14 år;7;10;3
2016;3811 Færder;15 år;11;14;3
2016;3811 Færder;16 år;17;18;1
2016;3811 Færder;17 år;19;18;-1
2016;3811 Færder;18 år;24;25;1
2016;3811 Færder;19 år;48;37;-11
2016;3811 Færder;20 år;78;47;-31
2016;3811 Færder;21 år;80;53;-27
2016;3811 Færder;22 år;68;58;-10
2016;3811 Færder;23 år;69;47;-22
2016;3811 Færder;24 år;76;63;-13
2016;3811 Færder;25 år;64;72;8
2016;3811 Færder;26 år;64;61;-3
2016;3811 Færder;27 år;65;64;-1
2016;3811 Færder;28 år;48;63;15
2016;3811 Færder;29 år;51;53;2
2016;3811 Færder;30 år;31;48;17
2016;3811 Færder;31 år;39;34;-5
2016;3811 Færder;32 år;34;45;11
2016;3811 Færder;33 år;28;43;15
2016;3811 Færder;34 år;29;29;0
2016;3811 Færder;35 år;25;26;1
2016;3811 Færder;36 år;22;28;6
2016;3811 Færder;37 år;21;26;5
2016;3811 Færder;38 år;19;29;10
2016;3811 Færder;39 år;12;21;9
2016;3811 Færder;40 år;26;18;-8
2016;3811 Færder;41 år;13;14;1
2016;3811 Færder;42 år;15;16;1
2016;3811 Færder;43 år;21;10;-11
2016;3811 Færder;44 år;11;21;10
2016;3811 Færder;45 år;19;17;-2
2016;3811 Færder;46 år;18;19;1
2016;3811 Færder;47 år;23;15;-8
2016;3811 Færder;48 år;6;14;8
2016;3811 Færder;49 år;26;14;-12
2016;3811 Færder;50 år;21;19;-2
2016;3811 Færder;51 år;14;19;5
2016;3811 Færder;52 år;16;11;-5
2016;3811 Færder;53 år;9;15;6
2016;3811 Færder;54 år;15;23;8
2016;3811 Færder;55 år;17;19;2
2016;3811 Færder;56 år;12;19;7
2016;3811 Færder;57 år;19;10;-9
2016;3811 Færder;58 år;13;15;2
2016;3811 Færder;59 år;16;15;-1
2016;3811 Færder;60 år;12;9;-3
2016;3811 Færder;61 år;9;10;1
2016;3811 Færder;62 år;10;12;2
2016;3811 Færder;63 år;7;10;3
2016;3811 Færder;64 år;5;17;12
2016;3811 Færder;65 år;8;12;4
2016;3811 Færder;66 år;5;9;4
