Geografi,År,Kjønn,Alder,Sykdomsgruppe,Måltall,value
Hele landet,2018,menn,45-74 år,Psykiske symptomer (P01-29),"per 1000, standardisert",101.119563029661
Hele landet,2018,menn,45-74 år,Psykiske lidelser (P70-99),"per 1000, standardisert",59.97814252155
Hele landet,2018,menn,75-79 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",135.395125305307
Hele landet,2018,menn,75-79 år,Psykiske symptomer (P01-29),"per 1000, standardisert",98.977659229076
Hele landet,2018,menn,75-79 år,Psykiske lidelser (P70-99),"per 1000, standardisert",52.1745267437902
Hele landet,2018,kvinner,0-74 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",177.902172780343
Hele landet,2018,kvinner,0-74 år,Psykiske symptomer (P01-29),"per 1000, standardisert",123.048793664559
Hele landet,2018,kvinner,0-74 år,Psykiske lidelser (P70-99),"per 1000, standardisert",85.2750459399589
Hele landet,2018,kvinner,0-44 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",158.940391691729
Hele landet,2018,kvinner,0-44 år,Psykiske symptomer (P01-29),"per 1000, standardisert",106.581690977486
Hele landet,2018,kvinner,0-44 år,Psykiske lidelser (P70-99),"per 1000, standardisert",81.6114219185095
Hele landet,2018,kvinner,0-24 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",102.334778218465
Hele landet,2018,kvinner,0-24 år,Psykiske symptomer (P01-29),"per 1000, standardisert",68.2619264363771
Hele landet,2018,kvinner,0-24 år,Psykiske lidelser (P70-99),"per 1000, standardisert",51.576284244474
Hele landet,2018,kvinner,0-14 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",43.7498950644491
Hele landet,2018,kvinner,0-14 år,Psykiske symptomer (P01-29),"per 1000, standardisert",32.9142201484092
Hele landet,2018,kvinner,0-14 år,Psykiske lidelser (P70-99),"per 1000, standardisert",14.465361102957
Hele landet,2018,kvinner,15-24 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",178.944114002416
Hele landet,2018,kvinner,15-24 år,Psykiske symptomer (P01-29),"per 1000, standardisert",114.462759051161
Hele landet,2018,kvinner,15-24 år,Psykiske lidelser (P70-99),"per 1000, standardisert",100.007962368572
Hele landet,2018,kvinner,25-44 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",216.214723955002
Hele landet,2018,kvinner,25-44 år,Psykiske symptomer (P01-29),"per 1000, standardisert",145.233136905135
Hele landet,2018,kvinner,25-44 år,Psykiske lidelser (P70-99),"per 1000, standardisert",112.091735203797
Hele landet,2018,kvinner,45-74 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",206.596468844306
Hele landet,2018,kvinner,45-74 år,Psykiske symptomer (P01-29),"per 1000, standardisert",147.961288360161
Hele landet,2018,kvinner,45-74 år,Psykiske lidelser (P70-99),"per 1000, standardisert",90.8000814527417
Hele landet,2018,kvinner,75-79 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",210.560315960213
Hele landet,2018,kvinner,75-79 år,Psykiske symptomer (P01-29),"per 1000, standardisert",153.839066544003
Hele landet,2018,kvinner,75-79 år,Psykiske lidelser (P70-99),"per 1000, standardisert",85.1573705052065
Hele landet,2019,kjønn samlet,0-74 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",157.567923863785
Hele landet,2019,kjønn samlet,0-74 år,Psykiske symptomer (P01-29),"per 1000, standardisert",108.712264102272
Hele landet,2019,kjønn samlet,0-74 år,Psykiske lidelser (P70-99),"per 1000, standardisert",75.5137236071043
Hele landet,2019,kjønn samlet,0-44 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",145.259323443088
Hele landet,2019,kjønn samlet,0-44 år,Psykiske symptomer (P01-29),"per 1000, standardisert",96.4480846706576
Hele landet,2019,kjønn samlet,0-44 år,Psykiske lidelser (P70-99),"per 1000, standardisert",75.3972434359594
Hele landet,2019,kjønn samlet,0-24 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",103.530282723607
Hele landet,2019,kjønn samlet,0-24 år,Psykiske symptomer (P01-29),"per 1000, standardisert",68.032561388524
Hele landet,2019,kjønn samlet,0-24 år,Psykiske lidelser (P70-99),"per 1000, standardisert",51.810651655492
Hele landet,2019,kjønn samlet,0-14 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",60.2937254525199
Hele landet,2019,kjønn samlet,0-14 år,Psykiske symptomer (P01-29),"per 1000, standardisert",43.2953844482623
Hele landet,2019,kjønn samlet,0-14 år,Psykiske lidelser (P70-99),"per 1000, standardisert",22.0676187621974
Hele landet,2019,kjønn samlet,15-24 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",160.024542301467
Hele landet,2019,kjønn samlet,15-24 år,Psykiske symptomer (P01-29),"per 1000, standardisert",100.285593082211
Hele landet,2019,kjønn samlet,15-24 år,Psykiske lidelser (P70-99),"per 1000, standardisert",90.657841192917
Hele landet,2019,kjønn samlet,25-44 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",187.64566883713
Hele landet,2019,kjønn samlet,25-44 år,Psykiske symptomer (P01-29),"per 1000, standardisert",125.185039169238
Hele landet,2019,kjønn samlet,25-44 år,Psykiske lidelser (P70-99),"per 1000, standardisert",99.4650485306212
Hele landet,2019,kjønn samlet,45-74 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",176.448121259012
Hele landet,2019,kjønn samlet,45-74 år,Psykiske symptomer (P01-29),"per 1000, standardisert",127.536298681609
Hele landet,2019,kjønn samlet,45-74 år,Psykiske lidelser (P70-99),"per 1000, standardisert",75.6404113614737
Hele landet,2019,kjønn samlet,75-79 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",171.690809607393
Hele landet,2019,kjønn samlet,75-79 år,Psykiske symptomer (P01-29),"per 1000, standardisert",126.924774182404
Hele landet,2019,kjønn samlet,75-79 år,Psykiske lidelser (P70-99),"per 1000, standardisert",66.2685841830478
Hele landet,2019,menn,0-74 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",133.386963034217
Hele landet,2019,menn,0-74 år,Psykiske symptomer (P01-29),"per 1000, standardisert",91.0353503135815
Hele landet,2019,menn,0-74 år,Psykiske lidelser (P70-99),"per 1000, standardisert",64.0923119895509
Hele landet,2019,menn,0-44 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",127.050987651304
Hele landet,2019,menn,0-44 år,Psykiske symptomer (P01-29),"per 1000, standardisert",82.9688050522053
Hele landet,2019,menn,0-44 år,Psykiske lidelser (P70-99),"per 1000, standardisert",66.5083452366735
Hele landet,2019,menn,0-24 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",100.12762771643
Hele landet,2019,menn,0-24 år,Psykiske symptomer (P01-29),"per 1000, standardisert",64.1115561887399
Hele landet,2019,menn,0-24 år,Psykiske lidelser (P70-99),"per 1000, standardisert",50.2881921552977
Hele landet,2019,menn,0-14 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",72.1487859568258
Hele landet,2019,menn,0-14 år,Psykiske symptomer (P01-29),"per 1000, standardisert",49.9359639940458
Hele landet,2019,menn,0-14 år,Psykiske lidelser (P70-99),"per 1000, standardisert",28.2424424903019
Hele landet,2019,menn,15-24 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",136.770462637002
Hele landet,2019,menn,15-24 år,Psykiske symptomer (P01-29),"per 1000, standardisert",82.620593012138
Hele landet,2019,menn,15-24 år,Psykiske lidelser (P70-99),"per 1000, standardisert",79.1282649728947
Hele landet,2019,menn,25-44 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",154.526889352243
Hele landet,2019,menn,25-44 år,Psykiske symptomer (P01-29),"per 1000, standardisert",102.104043077915
Hele landet,2019,menn,25-44 år,Psykiske lidelser (P70-99),"per 1000, standardisert",83.1534890881716
Hele landet,2019,menn,45-74 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",143.275732509291
Hele landet,2019,menn,45-74 år,Psykiske symptomer (P01-29),"per 1000, standardisert",103.626171028703
Hele landet,2019,menn,45-74 år,Psykiske lidelser (P70-99),"per 1000, standardisert",60.2941050798305
Hele landet,2019,menn,75-79 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",134.603100614579
Hele landet,2019,menn,75-79 år,Psykiske symptomer (P01-29),"per 1000, standardisert",100.710312080377
Hele landet,2019,menn,75-79 år,Psykiske lidelser (P70-99),"per 1000, standardisert",49.0785663340091
Hele landet,2019,kvinner,0-74 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",182.665459399973
Hele landet,2019,kvinner,0-74 år,Psykiske symptomer (P01-29),"per 1000, standardisert",127.048261014525
Hele landet,2019,kvinner,0-74 år,Psykiske lidelser (P70-99),"per 1000, standardisert",87.3807901264201
Hele landet,2019,kvinner,0-44 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",164.351822135348
Hele landet,2019,kvinner,0-44 år,Psykiske symptomer (P01-29),"per 1000, standardisert",110.565658319674
Hele landet,2019,kvinner,0-44 år,Psykiske lidelser (P70-99),"per 1000, standardisert",84.7342824684405
Hele landet,2019,kvinner,0-24 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",107.08111586443
Hele landet,2019,kvinner,0-24 år,Psykiske symptomer (P01-29),"per 1000, standardisert",72.1287838182258
Hele landet,2019,kvinner,0-24 år,Psykiske lidelser (P70-99),"per 1000, standardisert",53.4085671725519
Hele landet,2019,kvinner,0-14 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",47.7481007782028
Hele landet,2019,kvinner,0-14 år,Psykiske symptomer (P01-29),"per 1000, standardisert",36.2556861068051
Hele landet,2019,kvinner,0-14 år,Psykiske lidelser (P70-99),"per 1000, standardisert",15.5365540539964
Hele landet,2019,kvinner,15-24 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",184.63282730469
Hele landet,2019,kvinner,15-24 år,Psykiske symptomer (P01-29),"per 1000, standardisert",118.965525796866
Hele landet,2019,kvinner,15-24 år,Psykiske lidelser (P70-99),"per 1000, standardisert",102.869693072333
Hele landet,2019,kvinner,25-44 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",222.230711328045
Hele landet,2019,kvinner,25-44 år,Psykiske symptomer (P01-29),"per 1000, standardisert",149.277869461856
Hele landet,2019,kvinner,25-44 år,Psykiske lidelser (P70-99),"per 1000, standardisert",116.509383834169
Hele landet,2019,kvinner,45-74 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",210.274751069423
Hele landet,2019,kvinner,45-74 år,Psykiske symptomer (P01-29),"per 1000, standardisert",151.913354545683
Hele landet,2019,kvinner,45-74 år,Psykiske lidelser (P70-99),"per 1000, standardisert",91.300933966224
Hele landet,2019,kvinner,75-79 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",206.089152565507
Hele landet,2019,kvinner,75-79 år,Psykiske symptomer (P01-29),"per 1000, standardisert",151.289337065409
Hele landet,2019,kvinner,75-79 år,Psykiske lidelser (P70-99),"per 1000, standardisert",82.1726245555296
Hele landet,2020,kjønn samlet,0-74 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",160.394327673188
Hele landet,2020,kjønn samlet,0-74 år,Psykiske symptomer (P01-29),"per 1000, standardisert",111.097561622116
Hele landet,2020,kjønn samlet,0-74 år,Psykiske lidelser (P70-99),"per 1000, standardisert",77.6134795369212
Hele landet,2020,kjønn samlet,0-44 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",148.009413375034
Hele landet,2020,kjønn samlet,0-44 år,Psykiske symptomer (P01-29),"per 1000, standardisert",98.3044279650734
Hele landet,2020,kjønn samlet,0-44 år,Psykiske lidelser (P70-99),"per 1000, standardisert",77.885594987617
Hele landet,2020,kjønn samlet,0-24 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",105.4731092073
Hele landet,2020,kjønn samlet,0-24 år,Psykiske symptomer (P01-29),"per 1000, standardisert",69.3049809430859
Hele landet,2020,kjønn samlet,0-24 år,Psykiske lidelser (P70-99),"per 1000, standardisert",53.6245758192018
Hele landet,2020,kjønn samlet,0-14 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",64.015772226779
Hele landet,2020,kjønn samlet,0-14 år,Psykiske symptomer (P01-29),"per 1000, standardisert",46.4157002457849
Hele landet,2020,kjønn samlet,0-14 år,Psykiske lidelser (P70-99),"per 1000, standardisert",23.8171150410911
Hele landet,2020,kjønn samlet,15-24 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",159.559759214736
Hele landet,2020,kjønn samlet,15-24 år,Psykiske symptomer (P01-29),"per 1000, standardisert",99.0382396482117
Hele landet,2020,kjønn samlet,15-24 år,Psykiske lidelser (P70-99),"per 1000, standardisert",92.5823809720075
Hele landet,2020,kjønn samlet,25-44 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",191.226252165716
Hele landet,2020,kjønn samlet,25-44 år,Psykiske symptomer (P01-29),"per 1000, standardisert",127.668841586338
Hele landet,2020,kjønn samlet,25-44 år,Psykiske lidelser (P70-99),"per 1000, standardisert",102.617717245928
Hele landet,2020,kjønn samlet,45-74 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",179.342031570322
Hele landet,2020,kjønn samlet,45-74 år,Psykiske symptomer (P01-29),"per 1000, standardisert",130.697080471873
Hele landet,2020,kjønn samlet,45-74 år,Psykiske lidelser (P70-99),"per 1000, standardisert",77.117423561176
Hele landet,2020,kjønn samlet,75-79 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",177.697597179405
Hele landet,2020,kjønn samlet,75-79 år,Psykiske symptomer (P01-29),"per 1000, standardisert",133.242888273881
Hele landet,2020,kjønn samlet,75-79 år,Psykiske lidelser (P70-99),"per 1000, standardisert",67.994704263589
Hele landet,2020,menn,0-74 år,Psykiske symptomer og lidelser (P01-29 og P70-99),"per 1000, standardisert",134.511107980388
