Geografi,År,Kjønn,Alder,Dødsårsaker,Måltall,Verdi
Hele landet,2017,menn,0-44 år,Diabetes,"per 100.000, standardisert",0.520747567782145
Hele landet,2017,menn,0-44 år,Kreft,"per 100.000, standardisert",6.72932740623855
Hele landet,2017,menn,0-44 år,Brystkreft,"per 100.000, standardisert",:
Hele landet,2017,menn,0-44 år,Føflekkreft,"per 100.000, standardisert",:
Hele landet,2017,menn,0-44 år,Lungekreft,"per 100.000, standardisert",0.379700814023911
Hele landet,2017,menn,0-44 år,Magekreft,"per 100.000, standardisert",:
Hele landet,2017,menn,0-44 år,Prostatakreft,"per 100.000, standardisert",:
Hele landet,2017,menn,0-44 år,Tykktarmskreft,"per 100.000, standardisert",0.394990265460701
Hele landet,2017,menn,0-44 år,Hjerte- og karsykdommer,"per 100.000, standardisert",3.62084405795505
Hele landet,2017,menn,0-44 år,Lungesykdommer,"per 100.000, standardisert",0.775604139333542
Hele landet,2017,menn,0-44 år,Fordøyelsessykdommer,"per 100.000, standardisert",0.778925033243787
Hele landet,2017,menn,0-44 år,Voldsomme dødsfall,"per 100.000, standardisert",26.2546968160655
Hele landet,2017,menn,0-44 år,Ulykker,"per 100.000, standardisert",13.0747156475672
Hele landet,2017,menn,0-44 år,Trafikkulykker,"per 100.000, standardisert",1.93904144511463
Hele landet,2017,menn,0-44 år,Selvmord,"per 100.000, standardisert",12.6119713526024
Hele landet,2017,menn,0-44 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Hele landet,2017,menn,45-74 år,Alle dødsårsaker,"per 100.000, standardisert",722.845837831707
Hele landet,2017,menn,45-74 år,Diabetes,"per 100.000, standardisert",11.5476415074115
Hele landet,2017,menn,45-74 år,Kreft,"per 100.000, standardisert",291.91814787363
Hele landet,2017,menn,45-74 år,Brystkreft,"per 100.000, standardisert",:
Hele landet,2017,menn,45-74 år,Føflekkreft,"per 100.000, standardisert",:
Hele landet,2017,menn,45-74 år,Lungekreft,"per 100.000, standardisert",69.5780437872204
Hele landet,2017,menn,45-74 år,Magekreft,"per 100.000, standardisert",10.7181857811807
Hele landet,2017,menn,45-74 år,Prostatakreft,"per 100.000, standardisert",:
Hele landet,2017,menn,45-74 år,Tykktarmskreft,"per 100.000, standardisert",30.3504071219827
Hele landet,2017,menn,45-74 år,Hjerte- og karsykdommer,"per 100.000, standardisert",162.285459540076
Hele landet,2017,menn,45-74 år,Lungesykdommer,"per 100.000, standardisert",56.5762435838846
Hele landet,2017,menn,45-74 år,Fordøyelsessykdommer,"per 100.000, standardisert",27.1944187964507
Hele landet,2017,menn,45-74 år,Voldsomme dødsfall,"per 100.000, standardisert",53.7615795900089
Hele landet,2017,menn,45-74 år,Ulykker,"per 100.000, standardisert",33.7630017706154
Hele landet,2017,menn,45-74 år,Trafikkulykker,"per 100.000, standardisert",3.22742357967302
Hele landet,2017,menn,45-74 år,Selvmord,"per 100.000, standardisert",19.0555175053436
Hele landet,2017,menn,45-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Hele landet,2017,menn,75 år +,Alle dødsårsaker,"per 100.000, standardisert",7174.9253984062
Hele landet,2017,menn,75 år +,Diabetes,"per 100.000, standardisert",107.772936873183
Hele landet,2017,menn,75 år +,Kreft,"per 100.000, standardisert",1832.24625101713
Hele landet,2017,menn,75 år +,Brystkreft,"per 100.000, standardisert",:
Hele landet,2017,menn,75 år +,Føflekkreft,"per 100.000, standardisert",51.0873769240703
Hele landet,2017,menn,75 år +,Lungekreft,"per 100.000, standardisert",330.683018720432
Hele landet,2017,menn,75 år +,Magekreft,"per 100.000, standardisert",42.5038212861778
Hele landet,2017,menn,75 år +,Prostatakreft,"per 100.000, standardisert",425.242738701986
Hele landet,2017,menn,75 år +,Tykktarmskreft,"per 100.000, standardisert",181.238053860954
Hele landet,2017,menn,75 år +,Hjerte- og karsykdommer,"per 100.000, standardisert",1991.41154064786
Hele landet,2017,menn,75 år +,Lungesykdommer,"per 100.000, standardisert",946.959526828579
Hele landet,2017,menn,75 år +,Fordøyelsessykdommer,"per 100.000, standardisert",210.468514347336
Hele landet,2017,menn,75 år +,Voldsomme dødsfall,"per 100.000, standardisert",314.133183232302
Hele landet,2017,menn,75 år +,Ulykker,"per 100.000, standardisert",292.077656046785
Hele landet,2017,menn,75 år +,Trafikkulykker,"per 100.000, standardisert",7.60476634744682
Hele landet,2017,menn,75 år +,Selvmord,"per 100.000, standardisert",21.0071740750698
Hele landet,2017,menn,75 år +,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",724.126624214207
Hele landet,2017,kvinner,alle aldre,Alle dødsårsaker,"per 100.000, standardisert",826.035887490972
Hele landet,2017,kvinner,alle aldre,Diabetes,"per 100.000, standardisert",12.1617728461549
Hele landet,2017,kvinner,alle aldre,Kreft,"per 100.000, standardisert",208.745113758686
Hele landet,2017,kvinner,alle aldre,Brystkreft,"per 100.000, standardisert",23.6425497070542
Hele landet,2017,kvinner,alle aldre,Føflekkreft,"per 100.000, standardisert",4.99327802447209
Hele landet,2017,kvinner,alle aldre,Lungekreft,"per 100.000, standardisert",40.5281455434198
Hele landet,2017,kvinner,alle aldre,Magekreft,"per 100.000, standardisert",5.26630698145286
Hele landet,2017,kvinner,alle aldre,Prostatakreft,"per 100.000, standardisert",:
Hele landet,2017,kvinner,alle aldre,Tykktarmskreft,"per 100.000, standardisert",24.8627771595537
Hele landet,2017,kvinner,alle aldre,Hjerte- og karsykdommer,"per 100.000, standardisert",209.063634970263
Hele landet,2017,kvinner,alle aldre,Lungesykdommer,"per 100.000, standardisert",98.2409001499119
Hele landet,2017,kvinner,alle aldre,Fordøyelsessykdommer,"per 100.000, standardisert",27.1831204283368
Hele landet,2017,kvinner,alle aldre,Voldsomme dødsfall,"per 100.000, standardisert",40.0945385983688
Hele landet,2017,kvinner,alle aldre,Ulykker,"per 100.000, standardisert",32.2151110265545
Hele landet,2017,kvinner,alle aldre,Trafikkulykker,"per 100.000, standardisert",1.27414098347419
Hele landet,2017,kvinner,alle aldre,Selvmord,"per 100.000, standardisert",7.3681508025908
Hele landet,2017,kvinner,alle aldre,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",86.385545581563
Hele landet,2017,kvinner,0-74 år,Alle dødsårsaker,"per 100.000, standardisert",218.529155991074
Hele landet,2017,kvinner,0-74 år,Diabetes,"per 100.000, standardisert",2.54798302189687
Hele landet,2017,kvinner,0-74 år,Kreft,"per 100.000, standardisert",108.170762609062
Hele landet,2017,kvinner,0-74 år,Brystkreft,"per 100.000, standardisert",14.6758888943672
Hele landet,2017,kvinner,0-74 år,Føflekkreft,"per 100.000, standardisert",2.39729012111247
Hele landet,2017,kvinner,0-74 år,Lungekreft,"per 100.000, standardisert",24.2137011052251
Hele landet,2017,kvinner,0-74 år,Magekreft,"per 100.000, standardisert",2.70864927975568
Hele landet,2017,kvinner,0-74 år,Prostatakreft,"per 100.000, standardisert",:
Hele landet,2017,kvinner,0-74 år,Tykktarmskreft,"per 100.000, standardisert",9.86908870446161
Hele landet,2017,kvinner,0-74 år,Hjerte- og karsykdommer,"per 100.000, standardisert",29.0947054757269
Hele landet,2017,kvinner,0-74 år,Lungesykdommer,"per 100.000, standardisert",20.2850527268297
Hele landet,2017,kvinner,0-74 år,Fordøyelsessykdommer,"per 100.000, standardisert",6.85518545562988
Hele landet,2017,kvinner,0-74 år,Voldsomme dødsfall,"per 100.000, standardisert",15.9534328556151
Hele landet,2017,kvinner,0-74 år,Ulykker,"per 100.000, standardisert",7.70740678315514
Hele landet,2017,kvinner,0-74 år,Trafikkulykker,"per 100.000, standardisert",0.961695624372297
Hele landet,2017,kvinner,0-74 år,Selvmord,"per 100.000, standardisert",7.72703383048342
Hele landet,2017,kvinner,0-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",38.2164011629346
Hele landet,2017,kvinner,0-44 år,Alle dødsårsaker,"per 100.000, standardisert",29.8945207708336
Hele landet,2017,kvinner,0-44 år,Diabetes,"per 100.000, standardisert",:
Hele landet,2017,kvinner,0-44 år,Kreft,"per 100.000, standardisert",7.96307894839836
Hele landet,2017,kvinner,0-44 år,Brystkreft,"per 100.000, standardisert",1.19905511625318
Hele landet,2017,kvinner,0-44 år,Føflekkreft,"per 100.000, standardisert",0.276350607865204
Hele landet,2017,kvinner,0-44 år,Lungekreft,"per 100.000, standardisert",0.474135954976793
Hele landet,2017,kvinner,0-44 år,Magekreft,"per 100.000, standardisert",:
Hele landet,2017,kvinner,0-44 år,Prostatakreft,"per 100.000, standardisert",:
Hele landet,2017,kvinner,0-44 år,Tykktarmskreft,"per 100.000, standardisert",0.70331802384753
Hele landet,2017,kvinner,0-44 år,Hjerte- og karsykdommer,"per 100.000, standardisert",1.74131559816853
Hele landet,2017,kvinner,0-44 år,Lungesykdommer,"per 100.000, standardisert",0.410481515361923
Hele landet,2017,kvinner,0-44 år,Fordøyelsessykdommer,"per 100.000, standardisert",0.472267663786093
Hele landet,2017,kvinner,0-44 år,Voldsomme dødsfall,"per 100.000, standardisert",9.89118390533877
Hele landet,2017,kvinner,0-44 år,Ulykker,"per 100.000, standardisert",3.5239021396486
Hele landet,2017,kvinner,0-44 år,Trafikkulykker,"per 100.000, standardisert",0.822787608354126
Hele landet,2017,kvinner,0-44 år,Selvmord,"per 100.000, standardisert",5.82085035162709
Hele landet,2017,kvinner,0-44 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Hele landet,2017,kvinner,45-74 år,Alle dødsårsaker,"per 100.000, standardisert",509.973668152431
Hele landet,2017,kvinner,45-74 år,Diabetes,"per 100.000, standardisert",6.05507547896898
Hele landet,2017,kvinner,45-74 år,Kreft,"per 100.000, standardisert",262.876441708321
Hele landet,2017,kvinner,45-74 år,Brystkreft,"per 100.000, standardisert",35.480544269096
Hele landet,2017,kvinner,45-74 år,Føflekkreft,"per 100.000, standardisert",5.6692429616641
Hele landet,2017,kvinner,45-74 år,Lungekreft,"per 100.000, standardisert",60.8291419102683
Hele landet,2017,kvinner,45-74 år,Magekreft,"per 100.000, standardisert",6.47167391052616
Hele landet,2017,kvinner,45-74 år,Prostatakreft,"per 100.000, standardisert",:
Hele landet,2017,kvinner,45-74 år,Tykktarmskreft,"per 100.000, standardisert",24.0157854204026
Hele landet,2017,kvinner,45-74 år,Hjerte- og karsykdommer,"per 100.000, standardisert",71.3218579419207
Hele landet,2017,kvinner,45-74 år,Lungesykdommer,"per 100.000, standardisert",50.983470056288
Hele landet,2017,kvinner,45-74 år,Fordøyelsessykdommer,"per 100.000, standardisert",16.7120548272345
Hele landet,2017,kvinner,45-74 år,Voldsomme dødsfall,"per 100.000, standardisert",25.3350306551899
Hele landet,2017,kvinner,45-74 år,Ulykker,"per 100.000, standardisert",14.1869459280444
Hele landet,2017,kvinner,45-74 år,Trafikkulykker,"per 100.000, standardisert",1.19458561371862
Hele landet,2017,kvinner,45-74 år,Selvmord,"per 100.000, standardisert",10.6807868573918
Hele landet,2017,kvinner,45-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Hele landet,2017,kvinner,75 år +,Alle dødsårsaker,"per 100.000, standardisert",6478.79278266523
Hele landet,2017,kvinner,75 år +,Diabetes,"per 100.000, standardisert",101.630190603432
Hele landet,2017,kvinner,75 år +,Kreft,"per 100.000, standardisert",1136.54141948685
Hele landet,2017,kvinner,75 år +,Brystkreft,"per 100.000, standardisert",105.53367289547
Hele landet,2017,kvinner,75 år +,Føflekkreft,"per 100.000, standardisert",29.1763224291992
Hele landet,2017,kvinner,75 år +,Lungekreft,"per 100.000, standardisert",188.57621836452
Hele landet,2017,kvinner,75 år +,Magekreft,"per 100.000, standardisert",28.4743755951212
Hele landet,2017,kvinner,75 år +,Prostatakreft,"per 100.000, standardisert",:
Hele landet,2017,kvinner,75 år +,Tykktarmskreft,"per 100.000, standardisert",164.303765372356
Hele landet,2017,kvinner,75 år +,Hjerte- og karsykdommer,"per 100.000, standardisert",1883.91460023555
Hele landet,2017,kvinner,75 år +,Lungesykdommer,"per 100.000, standardisert",824.004691894238
Hele landet,2017,kvinner,75 år +,Fordøyelsessykdommer,"per 100.000, standardisert",216.614664981421
Hele landet,2017,kvinner,75 år +,Voldsomme dødsfall,"per 100.000, standardisert",264.815451645492
Hele landet,2017,kvinner,75 år +,Ulykker,"per 100.000, standardisert",260.173839854224
Hele landet,2017,kvinner,75 år +,Trafikkulykker,"per 100.000, standardisert",4.34447889809306
Hele landet,2017,kvinner,75 år +,Selvmord,"per 100.000, standardisert",3.26926598101163
Hele landet,2017,kvinner,75 år +,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",530.542430968072
Hele landet,2018,menn,alle aldre,Alle dødsårsaker,"per 100.000, standardisert",820.120655502638
Hele landet,2018,menn,alle aldre,Diabetes,"per 100.000, standardisert",13.2210302873223
Hele landet,2018,menn,alle aldre,Kreft,"per 100.000, standardisert",240.137141519544
Hele landet,2018,menn,alle aldre,Brystkreft,"per 100.000, standardisert",:
Hele landet,2018,menn,alle aldre,Føflekkreft,"per 100.000, standardisert",7.87352225577166
Hele landet,2018,menn,alle aldre,Lungekreft,"per 100.000, standardisert",48.7202091034718
Hele landet,2018,menn,alle aldre,Magekreft,"per 100.000, standardisert",6.67703414061865
Hele landet,2018,menn,alle aldre,Prostatakreft,"per 100.000, standardisert",39.0801647247296
Hele landet,2018,menn,alle aldre,Tykktarmskreft,"per 100.000, standardisert",24.1493210987833
Hele landet,2018,menn,alle aldre,Hjerte- og karsykdommer,"per 100.000, standardisert",202.061594961478
Hele landet,2018,menn,alle aldre,Lungesykdommer,"per 100.000, standardisert",90.0722014825275
Hele landet,2018,menn,alle aldre,Fordøyelsessykdommer,"per 100.000, standardisert",23.4564512870111
Hele landet,2018,menn,alle aldre,Voldsomme dødsfall,"per 100.000, standardisert",62.8577865161283
Hele landet,2018,menn,alle aldre,Ulykker,"per 100.000, standardisert",44.1895515673492
Hele landet,2018,menn,alle aldre,Trafikkulykker,"per 100.000, standardisert",2.97091597554149
Hele landet,2018,menn,alle aldre,Selvmord,"per 100.000, standardisert",17.9599206599959
Hele landet,2018,menn,alle aldre,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",91.5583815517698
Hele landet,2018,menn,0-74 år,Alle dødsårsaker,"per 100.000, standardisert",307.512186360392
Hele landet,2018,menn,0-74 år,Diabetes,"per 100.000, standardisert",5.35535193060919
Hele landet,2018,menn,0-74 år,Kreft,"per 100.000, standardisert",111.034607778177
Hele landet,2018,menn,0-74 år,Brystkreft,"per 100.000, standardisert",:
Hele landet,2018,menn,0-74 år,Føflekkreft,"per 100.000, standardisert",4.07237167474298
Hele landet,2018,menn,0-74 år,Lungekreft,"per 100.000, standardisert",26.9307172346699
Hele landet,2018,menn,0-74 år,Magekreft,"per 100.000, standardisert",3.06927074957077
Hele landet,2018,menn,0-74 år,Prostatakreft,"per 100.000, standardisert",8.46371223482709
Hele landet,2018,menn,0-74 år,Tykktarmskreft,"per 100.000, standardisert",10.1293167559512
Hele landet,2018,menn,0-74 år,Hjerte- og karsykdommer,"per 100.000, standardisert",61.1992048473429
Hele landet,2018,menn,0-74 år,Lungesykdommer,"per 100.000, standardisert",21.045091287627
Hele landet,2018,menn,0-74 år,Fordøyelsessykdommer,"per 100.000, standardisert",10.7911296469987
Hele landet,2018,menn,0-74 år,Voldsomme dødsfall,"per 100.000, standardisert",40.8142216034365
Hele landet,2018,menn,0-74 år,Ulykker,"per 100.000, standardisert",22.4120625045862
Hele landet,2018,menn,0-74 år,Trafikkulykker,"per 100.000, standardisert",2.62721749285103
Hele landet,2018,menn,0-74 år,Selvmord,"per 100.000, standardisert",17.6497137691246
Hele landet,2018,menn,0-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",39.1187560563388
Hele landet,2018,menn,0-44 år,Alle dødsårsaker,"per 100.000, standardisert",55.4142712836412
Hele landet,2018,menn,0-44 år,Diabetes,"per 100.000, standardisert",0.585657416922278
Hele landet,2018,menn,0-44 år,Kreft,"per 100.000, standardisert",7.4851589167476
Hele landet,2018,menn,0-44 år,Brystkreft,"per 100.000, standardisert",:
Hele landet,2018,menn,0-44 år,Føflekkreft,"per 100.000, standardisert",0.262199732228552
Hele landet,2018,menn,0-44 år,Lungekreft,"per 100.000, standardisert",0.451782425753529
Hele landet,2018,menn,0-44 år,Magekreft,"per 100.000, standardisert",:
Hele landet,2018,menn,0-44 år,Prostatakreft,"per 100.000, standardisert",:
Hele landet,2018,menn,0-44 år,Tykktarmskreft,"per 100.000, standardisert",0.397179564111072
Hele landet,2018,menn,0-44 år,Hjerte- og karsykdommer,"per 100.000, standardisert",3.32304757783464
Hele landet,2018,menn,0-44 år,Lungesykdommer,"per 100.000, standardisert",0.649342725031173
Hele landet,2018,menn,0-44 år,Fordøyelsessykdommer,"per 100.000, standardisert",0.977597953798604
Hele landet,2018,menn,0-44 år,Voldsomme dødsfall,"per 100.000, standardisert",29.9883947440881
Hele landet,2018,menn,0-44 år,Ulykker,"per 100.000, standardisert",14.7837523444389
Hele landet,2018,menn,0-44 år,Trafikkulykker,"per 100.000, standardisert",2.00286633106116
Hele landet,2018,menn,0-44 år,Selvmord,"per 100.000, standardisert",14.3068595371293
Hele landet,2018,menn,0-44 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Hele landet,2018,menn,45-74 år,Alle dødsårsaker,"per 100.000, standardisert",708.857830597711
Hele landet,2018,menn,45-74 år,Diabetes,"per 100.000, standardisert",12.9368341290703
Hele landet,2018,menn,45-74 år,Kreft,"per 100.000, standardisert",275.801716651151
Hele landet,2018,menn,45-74 år,Brystkreft,"per 100.000, standardisert",:
Hele landet,2018,menn,45-74 år,Føflekkreft,"per 100.000, standardisert",10.1453557534819
Hele landet,2018,menn,45-74 år,Lungekreft,"per 100.000, standardisert",69.0451607637407
Hele landet,2018,menn,45-74 år,Magekreft,"per 100.000, standardisert",7.10042786633924
Hele landet,2018,menn,45-74 år,Prostatakreft,"per 100.000, standardisert",:
Hele landet,2018,menn,45-74 år,Tykktarmskreft,"per 100.000, standardisert",25.6182164299523
Hele landet,2018,menn,45-74 år,Hjerte- og karsykdommer,"per 100.000, standardisert",153.296617960486
Hele landet,2018,menn,45-74 år,Lungesykdommer,"per 100.000, standardisert",53.5110182647499
Hele landet,2018,menn,45-74 år,Fordøyelsessykdommer,"per 100.000, standardisert",26.4004672988301
Hele landet,2018,menn,45-74 år,Voldsomme dødsfall,"per 100.000, standardisert",58.0413353093201
Hele landet,2018,menn,45-74 år,Ulykker,"per 100.000, standardisert",34.5464727013925
Hele landet,2018,menn,45-74 år,Trafikkulykker,"per 100.000, standardisert",3.62243657510645
Hele landet,2018,menn,45-74 år,Selvmord,"per 100.000, standardisert",22.9799910712612
Hele landet,2018,menn,45-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Hele landet,2018,menn,75 år +,Alle dødsårsaker,"per 100.000, standardisert",7059.45118845707
Hele landet,2018,menn,75 år +,Diabetes,"per 100.000, standardisert",107.966366363932
Hele landet,2018,menn,75 år +,Kreft,"per 100.000, standardisert",1807.1019546684
Hele landet,2018,menn,75 år +,Brystkreft,"per 100.000, standardisert",:
Hele landet,2018,menn,75 år +,Føflekkreft,"per 100.000, standardisert",54.2090681814013
Hele landet,2018,menn,75 år +,Lungekreft,"per 100.000, standardisert",310.457883731839
Hele landet,2018,menn,75 år +,Magekreft,"per 100.000, standardisert",49.441975631872
Hele landet,2018,menn,75 år +,Prostatakreft,"per 100.000, standardisert",410.319896342539
Hele landet,2018,menn,75 år +,Tykktarmskreft,"per 100.000, standardisert",196.764866178928
Hele landet,2018,menn,75 år +,Hjerte- og karsykdommer,"per 100.000, standardisert",1921.36503231191
Hele landet,2018,menn,75 år +,Lungesykdommer,"per 100.000, standardisert",930.921285700972
Hele landet,2018,menn,75 år +,Fordøyelsessykdommer,"per 100.000, standardisert",178.309942864416
Hele landet,2018,menn,75 år +,Voldsomme dødsfall,"per 100.000, standardisert",334.672708726194
Hele landet,2018,menn,75 år +,Ulykker,"per 100.000, standardisert",313.273346961716
Hele landet,2018,menn,75 år +,Trafikkulykker,"per 100.000, standardisert",7.32965150929887
Hele landet,2018,menn,75 år +,Selvmord,"per 100.000, standardisert",20.2393208340638
Hele landet,2018,menn,75 år +,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",723.332489446334
Hele landet,2018,kvinner,alle aldre,Alle dødsårsaker,"per 100.000, standardisert",814.701133596323
Hele landet,2018,kvinner,alle aldre,Diabetes,"per 100.000, standardisert",9.80077595851158
Hele landet,2018,kvinner,alle aldre,Kreft,"per 100.000, standardisert",206.840067311956
Hele landet,2018,kvinner,alle aldre,Brystkreft,"per 100.000, standardisert",25.9106782172349
Hele landet,2018,kvinner,alle aldre,Føflekkreft,"per 100.000, standardisert",4.63968354314453
Hele landet,2018,kvinner,alle aldre,Lungekreft,"per 100.000, standardisert",42.223472554206
Hele landet,2018,kvinner,alle aldre,Magekreft,"per 100.000, standardisert",5.47667156768372
Hele landet,2018,kvinner,alle aldre,Prostatakreft,"per 100.000, standardisert",:
Hele landet,2018,kvinner,alle aldre,Tykktarmskreft,"per 100.000, standardisert",23.9454178889902
Hele landet,2018,kvinner,alle aldre,Hjerte- og karsykdommer,"per 100.000, standardisert",200.449493029438
Hele landet,2018,kvinner,alle aldre,Lungesykdommer,"per 100.000, standardisert",92.2960854310289
Hele landet,2018,kvinner,alle aldre,Fordøyelsessykdommer,"per 100.000, standardisert",25.3423993262715
Hele landet,2018,kvinner,alle aldre,Voldsomme dødsfall,"per 100.000, standardisert",42.5037014145419
Hele landet,2018,kvinner,alle aldre,Ulykker,"per 100.000, standardisert",34.2591613111852
Hele landet,2018,kvinner,alle aldre,Trafikkulykker,"per 100.000, standardisert",1.11511056009983
Hele landet,2018,kvinner,alle aldre,Selvmord,"per 100.000, standardisert",7.77488932046536
Hele landet,2018,kvinner,alle aldre,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",86.1382916977651
Hele landet,2018,kvinner,0-74 år,Alle dødsårsaker,"per 100.000, standardisert",210.51182148034
Hele landet,2018,kvinner,0-74 år,Diabetes,"per 100.000, standardisert",2.28228312903652
Hele landet,2018,kvinner,0-74 år,Kreft,"per 100.000, standardisert",101.087110812772
Hele landet,2018,kvinner,0-74 år,Brystkreft,"per 100.000, standardisert",14.5766802555028
Hele landet,2018,kvinner,0-74 år,Føflekkreft,"per 100.000, standardisert",2.5158193884543
Hele landet,2018,kvinner,0-74 år,Lungekreft,"per 100.000, standardisert",22.8865481102061
Hele landet,2018,kvinner,0-74 år,Magekreft,"per 100.000, standardisert",2.2982389443616
Hele landet,2018,kvinner,0-74 år,Prostatakreft,"per 100.000, standardisert",:
Hele landet,2018,kvinner,0-74 år,Tykktarmskreft,"per 100.000, standardisert",9.08997979486315
Hele landet,2018,kvinner,0-74 år,Hjerte- og karsykdommer,"per 100.000, standardisert",26.2357334383113
Hele landet,2018,kvinner,0-74 år,Lungesykdommer,"per 100.000, standardisert",19.9355785721907
Hele landet,2018,kvinner,0-74 år,Fordøyelsessykdommer,"per 100.000, standardisert",7.20298172580287
Hele landet,2018,kvinner,0-74 år,Voldsomme dødsfall,"per 100.000, standardisert",17.4770562731643
Hele landet,2018,kvinner,0-74 år,Ulykker,"per 100.000, standardisert",9.12492949920838
Hele landet,2018,kvinner,0-74 år,Trafikkulykker,"per 100.000, standardisert",0.959457811384495
Hele landet,2018,kvinner,0-74 år,Selvmord,"per 100.000, standardisert",7.93199684274934
Hele landet,2018,kvinner,0-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",37.0906995970949
Hele landet,2018,kvinner,0-44 år,Alle dødsårsaker,"per 100.000, standardisert",28.0553584824056
Hele landet,2018,kvinner,0-44 år,Diabetes,"per 100.000, standardisert",:
Hele landet,2018,kvinner,0-44 år,Kreft,"per 100.000, standardisert",8.32995037772156
Hele landet,2018,kvinner,0-44 år,Brystkreft,"per 100.000, standardisert",2.0423424339753
Hele landet,2018,kvinner,0-44 år,Føflekkreft,"per 100.000, standardisert",0.348017550575233
Hele landet,2018,kvinner,0-44 år,Lungekreft,"per 100.000, standardisert",0.410843955083846
