Geografi,År,Kjønn,Alder,Sykdomsgruppe,Måltall,value
Hele landet,2017,kjønn samlet,75 år+,Personskader (S00-T78),"per 1000, standardisert",41.2038154789591
Hele landet,2017,kjønn samlet,75 år+,Hodeskader (S00-S09),"per 1000, standardisert",6.27178936464705
Hele landet,2017,kjønn samlet,75 år+,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",15.2774255865723
Hele landet,2017,kjønn samlet,75 år+,Forgiftninger (T36-T65),"per 1000, standardisert",0.952379954489505
Hele landet,2017,kjønn samlet,75-79 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",71.0700709435712
Hele landet,2017,kjønn samlet,75-79 år,KOLS (J44),"per 1000, standardisert",8.73911078864985
Hele landet,2017,kjønn samlet,75-79 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",39.3532663745572
Hele landet,2017,kjønn samlet,75-79 år,Personskader (S00-T78),"per 1000, standardisert",26.2490117950922
Hele landet,2017,kjønn samlet,75-79 år,Hodeskader (S00-S09),"per 1000, standardisert",3.91335711922125
Hele landet,2017,kjønn samlet,75-79 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",7.35289814857767
Hele landet,2017,kjønn samlet,75-79 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.790570155444717
Hele landet,2017,kjønn samlet,80 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",98.066077924759
Hele landet,2017,kjønn samlet,80 år+,KOLS (J44),"per 1000, standardisert",9.29362730772923
Hele landet,2017,kjønn samlet,80 år+,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",30.6194782763089
Hele landet,2017,kjønn samlet,80 år+,Personskader (S00-T78),"per 1000, standardisert",53.9216517430956
Hele landet,2017,kjønn samlet,80 år+,Hodeskader (S00-S09),"per 1000, standardisert",8.33043758228578
Hele landet,2017,kjønn samlet,80 år+,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",21.8424459400428
Hele landet,2017,kjønn samlet,80 år+,Forgiftninger (T36-T65),"per 1000, standardisert",1.07484474957983
Hele landet,2017,menn,alle aldre,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",21.4097684581602
Hele landet,2017,menn,alle aldre,KOLS (J44),"per 1000, standardisert",1.52431011232255
Hele landet,2017,menn,alle aldre,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",15.9412394033141
Hele landet,2017,menn,alle aldre,Personskader (S00-T78),"per 1000, standardisert",13.8089389395244
Hele landet,2017,menn,alle aldre,Hodeskader (S00-S09),"per 1000, standardisert",2.96012694116656
Hele landet,2017,menn,alle aldre,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",1.36444734910753
Hele landet,2017,menn,alle aldre,Forgiftninger (T36-T65),"per 1000, standardisert",0.691449399659141
Hele landet,2017,menn,0-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",14.2448562406359
Hele landet,2017,menn,0-74 år,KOLS (J44),"per 1000, standardisert",0.770550703057079
Hele landet,2017,menn,0-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",14.4511400595912
Hele landet,2017,menn,0-74 år,Personskader (S00-T78),"per 1000, standardisert",12.0193061246744
Hele landet,2017,menn,0-74 år,Hodeskader (S00-S09),"per 1000, standardisert",2.53447648116731
Hele landet,2017,menn,0-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.452256479597771
Hele landet,2017,menn,0-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.672481458169187
Hele landet,2017,menn,0-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",2.26650171668518
Hele landet,2017,menn,0-44 år,KOLS (J44),"per 1000, standardisert",0.0305317333034066
Hele landet,2017,menn,0-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",7.66061481978673
Hele landet,2017,menn,0-44 år,Personskader (S00-T78),"per 1000, standardisert",11.3760111938278
Hele landet,2017,menn,0-44 år,Hodeskader (S00-S09),"per 1000, standardisert",2.61874339542985
Hele landet,2017,menn,0-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.0646507701519641
Hele landet,2017,menn,0-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.6618123218011
Hele landet,2017,menn,0-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",0.922585162250801
Hele landet,2017,menn,0-24 år,KOLS (J44),"per 1000, standardisert",0.0296647155357307
Hele landet,2017,menn,0-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",4.07678635750487
Hele landet,2017,menn,0-24 år,Personskader (S00-T78),"per 1000, standardisert",12.1590515412307
Hele landet,2017,menn,0-24 år,Hodeskader (S00-S09),"per 1000, standardisert",3.20646240386568
Hele landet,2017,menn,0-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.0401649542110511
Hele landet,2017,menn,0-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.501194372917347
Hele landet,2017,menn,0-14 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",0.508713256027833
Hele landet,2017,menn,0-14 år,KOLS (J44),"per 1000, standardisert",:
Hele landet,2017,menn,0-14 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",2.05131590957719
Hele landet,2017,menn,0-14 år,Personskader (S00-T78),"per 1000, standardisert",10.3594442020257
Hele landet,2017,menn,0-14 år,Hodeskader (S00-S09),"per 1000, standardisert",3.17362773969624
Hele landet,2017,menn,0-14 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.0427298910538396
Hele landet,2017,menn,0-14 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.203806298465008
Hele landet,2017,menn,15-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",1.46438438995694
Hele landet,2017,menn,15-24 år,KOLS (J44),"per 1000, standardisert",:
Hele landet,2017,menn,15-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",6.71472602066874
Hele landet,2017,menn,15-24 år,Personskader (S00-T78),"per 1000, standardisert",14.5308817225872
Hele landet,2017,menn,15-24 år,Hodeskader (S00-S09),"per 1000, standardisert",3.2790190339034
Hele landet,2017,menn,15-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.0361895203744462
Hele landet,2017,menn,15-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.888582298832304
Hele landet,2017,menn,25-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",3.64634702124983
Hele landet,2017,menn,25-44 år,KOLS (J44),"per 1000, standardisert",0.0311675908541985
Hele landet,2017,menn,25-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",11.3430224569446
Hele landet,2017,menn,25-44 år,Personskader (S00-T78),"per 1000, standardisert",10.6285254863727
Hele landet,2017,menn,25-44 år,Hodeskader (S00-S09),"per 1000, standardisert",2.04798769364446
Hele landet,2017,menn,25-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.0897734217472859
Hele landet,2017,menn,25-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.82844792726715
Hele landet,2017,menn,45-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",32.9406571003549
Hele landet,2017,menn,45-74 år,KOLS (J44),"per 1000, standardisert",1.92387090708961
Hele landet,2017,menn,45-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",25.0257908203669
Hele landet,2017,menn,45-74 år,Personskader (S00-T78),"per 1000, standardisert",13.0184710266868
Hele landet,2017,menn,45-74 år,Hodeskader (S00-S09),"per 1000, standardisert",2.3882903829382
Hele landet,2017,menn,45-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",1.05684461975751
Hele landet,2017,menn,45-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.690614736688883
Hele landet,2017,menn,45-64 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",23.0367103577824
Hele landet,2017,menn,45-64 år,KOLS (J44),"per 1000, standardisert",0.811246712924178
Hele landet,2017,menn,45-64 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",23.0123630257439
Hele landet,2017,menn,45-64 år,Personskader (S00-T78),"per 1000, standardisert",12.0201856857211
Hele landet,2017,menn,45-64 år,Hodeskader (S00-S09),"per 1000, standardisert",2.09602623471254
Hele landet,2017,menn,45-64 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.57156273863124
Hele landet,2017,menn,45-64 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.679850273363696
Hele landet,2017,menn,65-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",59.0123002445607
Hele landet,2017,menn,65-74 år,KOLS (J44),"per 1000, standardisert",4.85082118475298
Hele landet,2017,menn,65-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",30.3073223510074
Hele landet,2017,menn,65-74 år,Personskader (S00-T78),"per 1000, standardisert",15.6276255610678
Hele landet,2017,menn,65-74 år,Hodeskader (S00-S09),"per 1000, standardisert",3.15105078119842
Hele landet,2017,menn,65-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",2.33741746652165
Hele landet,2017,menn,65-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.721722773971418
Hele landet,2017,menn,75 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",99.6449147627263
Hele landet,2017,menn,75 år+,KOLS (J44),"per 1000, standardisert",9.64795212968416
Hele landet,2017,menn,75 år+,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",30.4498882403434
Hele landet,2017,menn,75 år+,Personskader (S00-T78),"per 1000, standardisert",32.7784177872047
Hele landet,2017,menn,75 år+,Hodeskader (S00-S09),"per 1000, standardisert",6.66541887834282
Hele landet,2017,menn,75 år+,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",11.4864126162349
Hele landet,2017,menn,75 år+,Forgiftninger (T36-T65),"per 1000, standardisert",0.936732260900951
Hele landet,2017,menn,75-79 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",86.018316099948
Hele landet,2017,menn,75-79 år,KOLS (J44),"per 1000, standardisert",8.20948480026994
Hele landet,2017,menn,75-79 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",33.474938754195
Hele landet,2017,menn,75-79 år,Personskader (S00-T78),"per 1000, standardisert",21.9163311213786
Hele landet,2017,menn,75-79 år,Hodeskader (S00-S09),"per 1000, standardisert",4.85157570063169
Hele landet,2017,menn,75-79 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",5.70850371136723
Hele landet,2017,menn,75-79 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.780699235444713
Hele landet,2017,menn,80 år+,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",113.033111419213
Hele landet,2017,menn,80 år+,KOLS (J44),"per 1000, standardisert",10.9801760917335
Hele landet,2017,menn,80 år+,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",27.732398327852
Hele landet,2017,menn,80 år+,Personskader (S00-T78),"per 1000, standardisert",43.2427623754162
Hele landet,2017,menn,80 år+,Hodeskader (S00-S09),"per 1000, standardisert",8.52987035919291
Hele landet,2017,menn,80 år+,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",16.9056525365584
Hele landet,2017,menn,80 år+,Forgiftninger (T36-T65),"per 1000, standardisert",1.07131061197468
Hele landet,2017,kvinner,alle aldre,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",15.5550684673779
Hele landet,2017,kvinner,alle aldre,KOLS (J44),"per 1000, standardisert",1.78197773924159
Hele landet,2017,kvinner,alle aldre,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",19.7631372692006
Hele landet,2017,kvinner,alle aldre,Personskader (S00-T78),"per 1000, standardisert",13.6238312470326
Hele landet,2017,kvinner,alle aldre,Hodeskader (S00-S09),"per 1000, standardisert",1.92499193444531
Hele landet,2017,kvinner,alle aldre,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",2.44252155395446
Hele landet,2017,kvinner,alle aldre,Forgiftninger (T36-T65),"per 1000, standardisert",1.02333431322764
Hele landet,2017,kvinner,0-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",8.77937665805115
Hele landet,2017,kvinner,0-74 år,KOLS (J44),"per 1000, standardisert",0.972963638707067
Hele landet,2017,kvinner,0-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",17.5227946749254
Hele landet,2017,kvinner,0-74 år,Personskader (S00-T78),"per 1000, standardisert",9.63564852845393
Hele landet,2017,kvinner,0-74 år,Hodeskader (S00-S09),"per 1000, standardisert",1.42875685511255
Hele landet,2017,kvinner,0-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.598163075548374
Hele landet,2017,kvinner,0-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",1.02934547337384
Hele landet,2017,kvinner,0-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",2.3752612418105
Hele landet,2017,kvinner,0-44 år,KOLS (J44),"per 1000, standardisert",0.0224259887690999
Hele landet,2017,kvinner,0-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",8.67226687616886
Hele landet,2017,kvinner,0-44 år,Personskader (S00-T78),"per 1000, standardisert",7.36549587444532
Hele landet,2017,kvinner,0-44 år,Hodeskader (S00-S09),"per 1000, standardisert",1.48770021149371
Hele landet,2017,kvinner,0-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.0226651442024297
Hele landet,2017,kvinner,0-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",1.22159966913606
Hele landet,2017,kvinner,0-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",0.843689261338506
Hele landet,2017,kvinner,0-24 år,KOLS (J44),"per 1000, standardisert",0.017809962500815
Hele landet,2017,kvinner,0-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",5.44975835964334
Hele landet,2017,kvinner,0-24 år,Personskader (S00-T78),"per 1000, standardisert",8.71057785488745
Hele landet,2017,kvinner,0-24 år,Hodeskader (S00-S09),"per 1000, standardisert",2.08918237199461
Hele landet,2017,kvinner,0-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.0250112575822028
Hele landet,2017,kvinner,0-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",1.4376471668785
Hele landet,2017,kvinner,0-14 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",0.423407722462455
Hele landet,2017,kvinner,0-14 år,KOLS (J44),"per 1000, standardisert",:
Hele landet,2017,kvinner,0-14 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",2.66007254921765
Hele landet,2017,kvinner,0-14 år,Personskader (S00-T78),"per 1000, standardisert",7.74893559998161
Hele landet,2017,kvinner,0-14 år,Hodeskader (S00-S09),"per 1000, standardisert",2.15567206641874
Hele landet,2017,kvinner,0-14 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.0273464434618925
Hele landet,2017,kvinner,0-14 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.359159417204417
Hele landet,2017,kvinner,15-24 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",1.40088140103281
Hele landet,2017,kvinner,15-24 år,KOLS (J44),"per 1000, standardisert",:
Hele landet,2017,kvinner,15-24 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",9.09307147907199
Hele landet,2017,kvinner,15-24 år,Personskader (S00-T78),"per 1000, standardisert",10.0111430722948
Hele landet,2017,kvinner,15-24 år,Hodeskader (S00-S09),"per 1000, standardisert",2.04629683192185
Hele landet,2017,kvinner,15-24 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",:
Hele landet,2017,kvinner,15-24 år,Forgiftninger (T36-T65),"per 1000, standardisert",2.84411286518137
Hele landet,2017,kvinner,25-44 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",3.93512470531458
Hele landet,2017,kvinner,25-44 år,KOLS (J44),"per 1000, standardisert",0.027213679625379
Hele landet,2017,kvinner,25-44 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",11.91975413822
Hele landet,2017,kvinner,25-44 år,Personskader (S00-T78),"per 1000, standardisert",6.02312094133544
Hele landet,2017,kvinner,25-44 år,Hodeskader (S00-S09),"per 1000, standardisert",0.898061010757546
Hele landet,2017,kvinner,25-44 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.0200972677881265
Hele landet,2017,kvinner,25-44 år,Forgiftninger (T36-T65),"per 1000, standardisert",1.00473546456991
Hele landet,2017,kvinner,45-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",18.4687198532191
Hele landet,2017,kvinner,45-74 år,KOLS (J44),"per 1000, standardisert",2.41088262870851
Hele landet,2017,kvinner,45-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",30.8896942952131
Hele landet,2017,kvinner,45-74 år,Personskader (S00-T78),"per 1000, standardisert",13.0819168266927
Hele landet,2017,kvinner,45-74 år,Hodeskader (S00-S09),"per 1000, standardisert",1.32854200004439
Hele landet,2017,kvinner,45-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",1.46935852006234
Hele landet,2017,kvinner,45-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.739493241236772
Hele landet,2017,kvinner,45-64 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",12.4656306901447
Hele landet,2017,kvinner,45-64 år,KOLS (J44),"per 1000, standardisert",1.07950957435932
Hele landet,2017,kvinner,45-64 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",28.0916874586527
Hele landet,2017,kvinner,45-64 år,Personskader (S00-T78),"per 1000, standardisert",10.6133378708193
Hele landet,2017,kvinner,45-64 år,Hodeskader (S00-S09),"per 1000, standardisert",1.12068598747476
Hele landet,2017,kvinner,45-64 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",0.605136140545174
Hele landet,2017,kvinner,45-64 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.757098998895157
Hele landet,2017,kvinner,65-74 år,Hjerte og karsykdom (I00-I99),"per 1000, standardisert",33.3863311742627
Hele landet,2017,kvinner,65-74 år,KOLS (J44),"per 1000, standardisert",5.72307767460489
Hele landet,2017,kvinner,65-74 år,Sykdom i muskel-skjelettsystemet og bindevev (M00-M99),"per 1000, standardisert",37.8175720098713
Hele landet,2017,kvinner,65-74 år,Personskader (S00-T78),"per 1000, standardisert",19.2149408667046
Hele landet,2017,kvinner,65-74 år,Hodeskader (S00-S09),"per 1000, standardisert",1.84286748443559
Hele landet,2017,kvinner,65-74 år,Hoftebrudd (S72.0-72.2),"per 1000, standardisert",3.61848650425066
Hele landet,2017,kvinner,65-74 år,Forgiftninger (T36-T65),"per 1000, standardisert",0.697564453013188
