Navn,Org. nr.,Overordnet enhet,Antall ansatte,Dataset,Sektorkode,Sektor,Aktivitet,Forretningsadresse - Kommune,Postadresse - Kommune,Organisasjonsform,NACE 1,NACE 1 - Bransje,NACE 2,NACE 2 - Bransje,NACE 3,NACE 3 - Bransje,Organisasjonsform - Kode,Beliggenhetsadresse - Kommune,Org. nr._str,Employees,In Combined Clean,Is Parent,Parent
Toyota bilia as avd Notodden,927640821,980648915.0,26.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.81,Detaljhandel med motorvogner,,,,,BEDR,Notodden,927640821,26.0,True,False,980648915
Posten bring as Notodden,979852487,984661185.0,26.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,53.1,Landsdekkende posttjenester,,,,,BEDR,Notodden,979852487,26.0,True,False,984661185
Advania Norge as avd Skien,994844296,992009241.0,26.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,63.1,"Datainfrastruktur, -behandling, -lagring og tilknyttede tjenester",,,,,BEDR,Skien,994844296,26.0,True,False,992009241
Securitas as avd Notodden,980331946,920144950.0,26.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,80.01,Etterforskningstjenester og private vakttjenester,,,,,BEDR,Notodden,980331946,26.0,True,False,920144950
Læringsverkstedet trollmyra naturbarnehage,990747644,930870838.0,26.0,Underenhet,,,,,Ullensaker,Underenhet til næringsdrivende og offentlig forvaltning,85.1,Førskoleundervisning og drift av barnehager,,,,,BEDR,Skien,990747644,26.0,True,False,930870838
Norsk scania as avd veksted Skien,973143476,879263662.0,26.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,95.31,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,Skien,973143476,26.0,True,False,879263662
Varme & bad as avd rørleggern Skien,972014214,991603344.0,25.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,43.22,VVS-arbeid,,,,,BEDR,Skien,972014214,25.0,True,False,991603344
Bare frukt & grønt as avd Telemark,914060354,995518023.0,25.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,46.31,Engroshandel med frukt og grønnsaker,,,,,BEDR,Skien,914060354,25.0,True,False,995518023
Ng kiwi Vestfold Telemark as avd 343 tollnes,983887988,984981384.0,25.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Skien,983887988,25.0,True,False,984981384
Rusta retail as avd 365 Skien,916894953,912597636.0,25.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.12,Detaljhandel med bredt vareutvalg ellers,,,,,BEDR,Skien,916894953,25.0,True,False,912597636
Tesla Norway as avd Porsgrunn,923024166,997433173.0,25.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.81,Detaljhandel med motorvogner,,,,,BEDR,Porsgrunn,923024166,25.0,True,False,997433173
Procano as avd Porsgrunn,914540046,989997149.0,25.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,62.2,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,,,,,BEDR,Porsgrunn,914540046,25.0,True,False,989997149
Vivicta as avd Porsgrunn,931241850,931190628.0,25.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,62.2,Konsulentvirksomhet tilknyttet informasjonsteknologi og forvaltning og drift av it-systemer,,,,,BEDR,Porsgrunn,931241850,25.0,True,False,931190628
Midt-Telemark lensmannskontor,974731053,983998178.0,25.0,Underenhet,,,,,Tønsberg,Underenhet til næringsdrivende og offentlig forvaltning,84.24,Aktiviteter utført av politi- og påtalemyndighet,,,,,BEDR,Midt-Telemark,974731053,25.0,True,False,983998178
Con-form produksjon as avd lunde,971865776,935602211.0,24.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,23.61,Produksjon av betongprodukter for bygge- og anleggsvirksomhet,,,,,BEDR,Nome,971865776,24.0,True,False,935602211
Toyota material handling Norway as avd grenland,971841540,925806005.0,24.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,33.12,Reparasjon og vedlikehold av maskiner,,,,,BEDR,Skien,971841540,24.0,True,False,925806005
Vms Porsgrunn as avd Porsgrunn,972174041,986754199.0,24.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,33.12,Reparasjon og vedlikehold av maskiner,,,,,BEDR,Porsgrunn,972174041,24.0,True,False,986754199
Ng kiwi Vestfold Telemark as avd 561 beha,971921315,984981384.0,24.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Porsgrunn,971921315,24.0,True,False,984981384
Burger king avd 5526 langrønningen,927627418,914852625.0,24.0,Underenhet,,,,,Bærum,Underenhet til næringsdrivende og offentlig forvaltning,56.11,Drift av restauranter,,,,,BEDR,Bamble,927627418,24.0,True,False,914852625
Døner bros oslo AS,928619753,928339246.0,24.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,56.11,Drift av restauranter,,,,,BEDR,Porsgrunn,928619753,24.0,True,False,928339246
Multiconsult Norge as avd Skien lyngbakkvegen,914512867,918836519.0,24.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,71.129,Annen teknisk konsulentvirksomhet,,,,,BEDR,Skien,914512867,24.0,True,False,918836519
Resolve as avd skade Skien,989985140,944377409.0,24.0,Underenhet,,,,,Risør,Underenhet til næringsdrivende og offentlig forvaltning,81.21,Rengjøring av bygninger,,,,,BEDR,Porsgrunn,989985140,24.0,True,False,944377409
Arbeidstilsynet Skien,874719412,974761211.0,24.0,Underenhet,,,,,Trondheim,Underenhet til næringsdrivende og offentlig forvaltning,84.13,Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked,,,,,BEDR,Skien,874719412,24.0,True,False,974761211
Stendi as ot gravli,929723376,985194653.0,24.0,Underenhet,,,,,Bærum,Underenhet til næringsdrivende og offentlig forvaltning,87.202,Omsorgstjenester i botilbud for personer med utviklingshemming eller med tilsvarende funksjonsnedsettelse,,,,,BEDR,Skien,929723376,24.0,True,False,985194653
Bufetat sør inntak og fosterhjemstj avd Telemark,986422595,986128433.0,24.0,Underenhet,,,,,Tønsberg,Underenhet til næringsdrivende og offentlig forvaltning,88.991,Barneverntjenester,,,,,BEDR,Skien,986422595,24.0,True,False,986128433
Loe betongelementer as avd Skien,915069991,951194913.0,23.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,23.61,Produksjon av betongprodukter for bygge- og anleggsvirksomhet,,,,,BEDR,Skien,915069991,23.0,True,False,951194913
Veidekke industri as asf Skien,974305267,913536770.0,23.0,Underenhet,,,,,Larvik,Underenhet til næringsdrivende og offentlig forvaltning,23.99,Produksjon av andre ikke-metalliske mineralprodukter ikke nevnt annet sted,,,,,BEDR,Skien,974305267,23.0,True,False,913536770
Spar borgestad,871740712,881642212.0,23.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Skien,871740712,23.0,True,False,881642212
Ng kiwi Vestfold Telemark as avd 560 porselensfabrikken,996764850,984981384.0,23.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Porsgrunn,996764850,23.0,True,False,984981384
Power Porsgrunn,922835241,922704619.0,23.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.54,Detaljhandel med elektriske husholdningsapparater,,,,,BEDR,Porsgrunn,922835241,23.0,True,False,922704619
Power Norge as avd Skien,981154428,977047838.0,23.0,Underenhet,,,,,Lørenskog,Underenhet til næringsdrivende og offentlig forvaltning,47.54,Detaljhandel med elektriske husholdningsapparater,,,,,BEDR,Skien,981154428,23.0,True,False,977047838
H & m hennes & mauritz as avd 842 Porsgrunn,973098535,912618900.0,23.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Porsgrunn,973098535,23.0,True,False,912618900
4service landanlegg as 3180 camp rugtvedt kantine,927498464,996164748.0,23.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,56.22,Kantinedrift og annen cateringvirksomhet,,,,,BEDR,Bamble,927498464,23.0,True,False,996164748
Eiendomsmegler 1 Telemark as avd Skien,893066942,971225793.0,23.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,68.31,Eiendomsmegling og andre formidlingstjenester for eiendom,,,,,BEDR,Skien,893066942,23.0,True,False,971225793
Adecco Norge as avd grenland,984793103,935333156.0,23.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,78.2,Utleie av arbeidskraft og andre personaladministrative tjenester,,,,,BEDR,Skien,984793103,23.0,True,False,935333156
Telemark friomsorgskontor,973993224,911830868.0,23.0,Underenhet,,,,,Sandnes,Underenhet til næringsdrivende og offentlig forvaltning,84.23,Aktiviteter i rettsvesen og kriminalomsorg,,,,,BEDR,Skien,973993224,23.0,True,False,911830868
Stendi as ot korpås,930798223,985194653.0,23.0,Underenhet,,,,,Bærum,Underenhet til næringsdrivende og offentlig forvaltning,87.202,Omsorgstjenester i botilbud for personer med utviklingshemming eller med tilsvarende funksjonsnedsettelse,,,,,BEDR,Porsgrunn,930798223,23.0,True,False,985194653
Human care ung as avd bølekroken,929469054,925036226.0,23.0,Underenhet,,,,,Kristiansand,Underenhet til næringsdrivende og offentlig forvaltning,87.991,Tjenester i barneverninstitusjoner,,,,,BEDR,Skien,929469054,23.0,True,False,925036226
Røde kors Telemark,974123991,864139442.0,23.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,88.996,Andre sosialtjenester uten botilbud ellers,,,,,BEDR,Skien,974123991,23.0,True,False,864139442
Statnett rød,974796538,962986633.0,22.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,35.13,Overføring av elektrisitet,,,,,BEDR,Skien,974796538,22.0,True,False,962986633
Felleskjøpet bø 8559 butikk og kornmottak,974079259,911608103.0,22.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.61,Engroshandel med maskiner og utstyr til jordbruk og skogbruk,,,,,BEDR,Midt-Telemark,974079259,22.0,True,False,911608103
Ng kiwi Vestfold Telemark as avd 551 Kviteseid,871743592,984981384.0,22.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Kviteseid,871743592,22.0,True,False,984981384
Ng kiwi Vestfold Telemark as avd 428 kalstad,974166992,984981384.0,22.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Kragerø,974166992,22.0,True,False,984981384
Hm stranda invest as avd Notodden,973137085,915554407.0,22.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.54,Detaljhandel med elektriske husholdningsapparater,,,,,BEDR,Notodden,973137085,22.0,True,False,915554407
H & m hennes & mauritz as avd 848 herkules,991431675,912618900.0,22.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Skien,991431675,22.0,True,False,912618900
Agilia as avd Skien,984035713,983581048.0,22.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,49.11,Passasjertransport med jernbane,,,,,BEDR,Skien,984035713,22.0,True,False,983581048
Rambøll Norge as avd Porsgrunn,971939508,915251293.0,22.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,71.121,Byggeteknisk konsulentvirksomhet,,,,,BEDR,Porsgrunn,971939508,22.0,True,False,915251293
Nav Notodden,991369252,974241730.0,22.0,Underenhet,,,,,Notodden,Underenhet til næringsdrivende og offentlig forvaltning,84.3,Administrasjon av trygdeordninger underlagt offentlig forvaltning,,,,,BEDR,Notodden,991369252,22.0,True,False,974241730
Læringsverkstedet bøle solkollen barnehage,973512692,930867918.0,22.0,Underenhet,,,,,Ullensaker,Underenhet til næringsdrivende og offentlig forvaltning,85.1,Førskoleundervisning og drift av barnehager,,,,,BEDR,Skien,973512692,22.0,True,False,930867918
Stena recycling as avd Skien,971716088,983594506.0,21.0,Underenhet,,,,,Skien,Underenhet til næringsdrivende og offentlig forvaltning,38.21,Materialgjenvinning,,,,,BEDR,Skien,971716088,21.0,True,False,983594506
Caverion Norge as avd Porsgrunn,874822132,959069743.0,21.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,43.21,Elektrisk installasjonsarbeid,,,,,BEDR,Porsgrunn,874822132,21.0,True,False,959069743
Ng kiwi Vestfold Telemark as avd 555 austbygd,971662131,984981384.0,21.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Tinn,971662131,21.0,True,False,984981384
Ng kiwi Vestfold Telemark as avd 426 gvarv,972084506,984981384.0,21.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Midt-Telemark,972084506,21.0,True,False,984981384
Ng kiwi Vestfold Telemark as avd 559 rjukan sentrum,973144227,984981384.0,21.0,Underenhet,,,,,Notodden,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Tinn,973144227,21.0,True,False,984981384
Dollarstore avd brotorvet,931233548,921784872.0,21.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.12,Detaljhandel med bredt vareutvalg ellers,,,,,BEDR,Bamble,931233548,21.0,True,False,921784872
Apotek 1 bien Skien,971665750,983044778.0,21.0,Underenhet,,,,,Lørenskog,Underenhet til næringsdrivende og offentlig forvaltning,47.73,Detaljhandel med apotekvarer,,,,,BEDR,Skien,971665750,21.0,True,False,983044778
Vy buss as avd Tinn,922920591,976948394.0,21.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,49.31,Passasjertransport med rutebil,,,,,BEDR,Tinn,922920591,21.0,True,False,976948394
Dnb bank asa avd Skien,873148292,984851006.0,21.0,Underenhet,,,,,Skien,Underenhet til næringsdrivende og offentlig forvaltning,64.19,Banker og kredittforetak,,,,,BEDR,Skien,873148292,21.0,True,False,984851006
Skatteetaten bø i Telemark,974730774,974761076.0,21.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,84.11,Generell offentlig administrasjon,,,,,BEDR,Midt-Telemark,974730774,21.0,True,False,974761076
Nav Bamble,894705922,974241730.0,21.0,Underenhet,,,,,Bamble,Underenhet til næringsdrivende og offentlig forvaltning,84.3,Administrasjon av trygdeordninger underlagt offentlig forvaltning,,,,,BEDR,Bamble,894705922,21.0,True,False,974241730
Nav Midt-Telemark,992982616,974241730.0,21.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,84.3,Administrasjon av trygdeordninger underlagt offentlig forvaltning,,,,,BEDR,Midt-Telemark,992982616,21.0,True,False,974241730
Bil-service as avd verksted Notodden,932365898,975933601.0,21.0,Underenhet,,,,,Sandefjord,Underenhet til næringsdrivende og offentlig forvaltning,95.31,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,Notodden,932365898,21.0,True,False,975933601
Bilia Norge as avd verksted Skien,994858505,976023188.0,21.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,95.31,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,Skien,994858505,21.0,True,False,976023188
Tess sør as avd Porsgrunn,973142925,916940157.0,20.0,Underenhet,,,,,Porsgrunn,Underenhet til næringsdrivende og offentlig forvaltning,46.63,"Engroshandel med maskiner og utstyr til bergverksdrift, olje- og gassutvinning og bygge- og anleggsvirksomhet",,,,,BEDR,Porsgrunn,973142925,20.0,True,False,916940157
Sterner as avd Porsgrunn,885187862,957471455.0,20.0,Underenhet,,,,,Nordre follo,Underenhet til næringsdrivende og offentlig forvaltning,46.64,Engroshandel med maskiner og utstyr ellers,,,,,BEDR,Porsgrunn,885187862,20.0,True,False,957471455
Ng kiwi Vestfold Telemark as avd 567 kjørbekkdalen,916623100,984981384.0,20.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Skien,916623100,20.0,True,False,984981384
Ng kiwi Vestfold Telemark as avd 396 rjukan,971673117,984981384.0,20.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Tinn,971673117,20.0,True,False,984981384
Coop sørøst sa avd 2711 extra Drangedal,973142275,947456415.0,20.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Drangedal,973142275,20.0,True,False,947456415
Rusta retail as avd 310 Notodden,931221175,912597636.0,20.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.12,Detaljhandel med bredt vareutvalg ellers,,,,,BEDR,Notodden,931221175,20.0,True,False,912597636
Byggmakker handel as avd havna,875838342,980656616.0,20.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.52,"Detaljhandel med jernvarer, byggevarer, fargevarer og glass",,,,,BEDR,Bamble,875838342,20.0,True,False,980656616
4service facility as 4700 herøya industripark,924735368,990035946.0,20.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,56.22,Kantinedrift og annen cateringvirksomhet,,,,,BEDR,Porsgrunn,924735368,20.0,True,False,990035946
Old irish pub Norway as avd Skien,922357366,918864776.0,20.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,56.3,Drift av barer,,,,,BEDR,Skien,922357366,20.0,True,False,918864776
Aider as avd Skien,974295024,922633452.0,20.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,69.202,Regnskapsføring og bokføring,,,,,BEDR,Skien,974295024,20.0,True,False,922633452
Mova langesund,913986261,994588117.0,20.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,93.13,Treningssentervirksomhet,,,,,BEDR,Bamble,913986261,20.0,True,False,994588117
Isola skifer rogne as avd Porsgrunn,929581903,929551192.0,19.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,8.11,"Bryting av dekorstein, kalkstein, gips, skifer og annen stein",,,,,BEDR,Porsgrunn,929581903,19.0,True,False,929551192
Eltel networks as avd Telemark,991407553,912955915.0,19.0,Underenhet,,,,,Skien,Underenhet til næringsdrivende og offentlig forvaltning,42.222,Bygging av anlegg for elektrisitet og telekommunikasjon på land,,,,,BEDR,Skien,991407553,19.0,True,False,912955915
Byggmakker handel as avd Kragerø,972176052,980656616.0,19.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.83,"Engroshandel med tømmer, trelast, byggevarer og sanitærutstyr",,,,,BEDR,Kragerø,972176052,19.0,True,False,980656616
Ng kiwi Vestfold Telemark as avd 568 gimsøy,916108109,984981384.0,19.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Skien,916108109,19.0,True,False,984981384
Ng kiwi Vestfold Telemark as avd 394 Notodden,971830271,984981384.0,19.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Notodden,971830271,19.0,True,False,984981384
Coop sørøst sa avd 1187 extra langesund,973142283,947456415.0,19.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Bamble,973142283,19.0,True,False,947456415
Ng kiwi Vestfold Telemark as avd 967 tuven,998612616,984981384.0,19.0,Underenhet,,,,,Lier,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Notodden,998612616,19.0,True,False,984981384
Jula Norge as avd 607 Skien,894287802,890036732.0,19.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.52,"Detaljhandel med jernvarer, byggevarer, fargevarer og glass",,,,,BEDR,Skien,894287802,19.0,True,False,890036732
Elkjøp Bamble,830390782,947054600.0,19.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.54,Detaljhandel med elektriske husholdningsapparater,,,,,BEDR,Bamble,830390782,19.0,True,False,947054600
Cubus herkules Skien avd 838,975027511,939522719.0,19.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Skien,975027511,19.0,True,False,939522719
Apotek 1 svanen Porsgrunn,971776692,983044778.0,19.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.73,Detaljhandel med apotekvarer,,,,,BEDR,Porsgrunn,971776692,19.0,True,False,983044778
Vitusapotek herkules,983606474,965336796.0,19.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.73,Detaljhandel med apotekvarer,,,,,BEDR,Skien,983606474,19.0,True,False,965336796
Normal Norge as avd no1039 Porsgrunn,921014848,917019738.0,19.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.75,Detaljhandel med kosmetikk og toalettartikler,,,,,BEDR,Porsgrunn,921014848,19.0,True,False,917019738
Normal Norge as avd no1087 Skien herkules senter,924381817,917019738.0,19.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.75,Detaljhandel med kosmetikk og toalettartikler,,,,,BEDR,Skien,924381817,19.0,True,False,917019738
Espresso house Norge as avd herkules Skien 873,928258513,911592770.0,19.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,56.11,Drift av restauranter,,,,,BEDR,Skien,928258513,19.0,True,False,911592770
Green mountain as avdeling rjukan,914593026,994989391.0,19.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,63.1,"Datainfrastruktur, -behandling, -lagring og tilknyttede tjenester",,,,,BEDR,Tinn,914593026,19.0,True,False,994989391
Statens vegvesen Notodden kontorsted,974730375,971032081.0,19.0,Underenhet,,,,,Arendal,Underenhet til næringsdrivende og offentlig forvaltning,84.13,Offentlig administrasjon tilknyttet næringsvirksomhet og arbeidsmarked,,,,,BEDR,Notodden,974730375,19.0,True,False,971032081
Stadler service Norway as avd Skien,930349690,920234984.0,18.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,33.17,Reparasjon og vedlikehold av andre sivile transportmidler,,,,,BEDR,Skien,930349690,18.0,True,False,920234984
Franzefoss gjenvinning as avd Porsgrunn,972215503,975265412.0,18.0,Underenhet,,,,,Bærum,Underenhet til næringsdrivende og offentlig forvaltning,38.11,Innsamling av ikke-farlig avfall,,,,,BEDR,Porsgrunn,972215503,18.0,True,False,975265412
Ng kiwi Vestfold Telemark as avd 973 lunde,871704562,984981384.0,18.0,Underenhet,,,,,Lier,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Nome,871704562,18.0,True,False,984981384
Ng kiwi Vestfold Telemark as avd 275 herøya,919374195,984981384.0,18.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Porsgrunn,919374195,18.0,True,False,984981384
Holdbart as avd Skien,919472863,815664582.0,18.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Skien,919472863,18.0,True,False,815664582
Ng kiwi Vestfold Telemark as avd 395 grenlandsporten,932923084,984981384.0,18.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Porsgrunn,932923084,18.0,True,False,984981384
Ng kiwi Vestfold Telemark as avd 563 stathelle,979947860,984981384.0,18.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Bamble,979947860,18.0,True,False,984981384
Ng kiwi Vestfold Telemark as avd 358 bølevegen,984519958,984981384.0,18.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Skien,984519958,18.0,True,False,984981384
Ng kiwi Vestfold Telemark as avd 554 heistad,992213183,984981384.0,18.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Porsgrunn,992213183,18.0,True,False,984981384
Coop sørøst sa avd 2506 extra stathelle,998932874,947456415.0,18.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Bamble,998932874,18.0,True,False,947456415
Spar kjøp as avd Skien,916920946,952884840.0,18.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.12,Detaljhandel med bredt vareutvalg ellers,,,,,BEDR,Skien,916920946,18.0,True,False,952884840
Rusta retail as avd 303 Bamble,931615483,912597636.0,18.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.12,Detaljhandel med bredt vareutvalg ellers,,,,,BEDR,Bamble,931615483,18.0,True,False,912597636
Byggmakker handel as avd Notodden,986460519,980656616.0,18.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.52,"Detaljhandel med jernvarer, byggevarer, fargevarer og glass",,,,,BEDR,Notodden,986460519,18.0,True,False,980656616
Power Norge as avd Notodden,925688207,977047838.0,18.0,Underenhet,,,,,Lørenskog,Underenhet til næringsdrivende og offentlig forvaltning,47.54,Detaljhandel med elektriske husholdningsapparater,,,,,BEDR,Notodden,925688207,18.0,True,False,977047838
Jysk Skien avd 554,973120107,947477129.0,18.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.551,"Detaljhandel med møbler, gjelder også madrasser",,,,,BEDR,Skien,973120107,18.0,True,False,947477129
H & m hennes & mauritz as avd 867 brotorvet,999000894,912618900.0,18.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Bamble,999000894,18.0,True,False,912618900
