Organisasjonsnummer,Navn,Antall_ansatte
836041062,Bø holding AS,0
836079132,Get active as konkursbo,0
836098072,Rofrema holding AS,0
836155122,Moland holding AS,0
836175042,Solvika holding AS,0
836285352,Tirbi holding AS,0
836564502,Gowe holding AS,0
896917552,Telemark energy AS,0
898350142,Dva eiendom AS,0
913359135,G. j. h. å. investment AS,0
913861779,G og g hommo holding AS,0
914052491,Gosh AS,0
914208947,Åmot eigendom AS,0
914605059,Kranringen holding AS,0
915586066,Kvelland holding AS,0
916361149,Meca invest AS,0
916514964,Rukarvegen invest AS,0
916635117,Stordalen invest AS,0
917743991,P.borgersen invest AS,0
919057866,Mob AS,0
919384352,Myrbråten consult AS,0
919481781,Redisch capital AS,0
919587180,Rune jacobsen AS,0
919733098,Leco bygg AS,0
919915900,Asdahl invest AS,0
920242332,Kragerø klatreklubb,0
920283179,Mandag AS,0
920450172,Hylleselskap ingen aktivitet AS,0
920629067,Thowsen holding AS,0
920700853,Aw initiative AS,0
920901956,Kokleheia eiendom AS,0
920939597,Langangen & helset invest AS,0
920967817,Pic'n'boid holding AS,0
921071833,Ftj holding AS,0
921091656,Clean cooking and energy AS,0
921186525,Ingwe holding AS,0
921252331,Via2 AS,0
921885652,Hamani holding AS,0
922148961,Lun drue AS,0
922149070,Øystein eklund holding AS,0
922411921,Kloppin invest AS,0
922676305,Grønland holding AS,0
922719071,Ted e holding AS,0
923080813,Sameiet klosterøya vest garasjer 3,0
923348115,Hestmo holding AS,0
923415416,Kk gruppen AS,0
924000554,Incumedic AS,0
924270098,Milekåsa holding AS,0
924598573,Alseth anlegg AS,0
924631015,Ajer og berget da,0
924691093,Optimal analyse AS,0
925010510,Est bm AS,0
925033715,Herre/vold holding AS,0
925195324,Tmms invest AS,0
925331406,Limitless holding AS,0
925349364,Eikelid holding AS,0
925720305,Lom holding AS,0
926280589,Showy AS,0
926543350,T&s audio AS,0
926867024,Augestad holding AS,0
926970135,Seil invest AS,0
927011328,Einungbrekke holding AS,0
927158736,Payee AS,0
927210509,Nordic group invest AS,0
927434458,Fenk AS,0
927715252,Game eiendom AS,0
927947781,Aureus holding AS,0
928038335,Grovet AS,0
928083608,Røsvik invest AS,0
928567508,Beck holding AS,0
928575519,Olai brønsten invest AS,0
928644839,Alan eiendomsinvest AS,0
928663175,Viper investment AS,0
928951847,Bananita AS,0
929401328,Jfe holding AS,0
929637380,Just living AS,0
929979915,Bk investering AS,0
930024376,Norspaces AS,0
930075086,Trond ness pedersen holding AS,0
930373850,Randheim holding AS,0
930382302,Ringmyri AS,0
930460702,Hellinge AS,0
930554405,Jwl holding AS,0
930554413,Leonico holding AS,0
930566187,Svar 418 AS,0
930572411,Alexander longum olsen holding AS,0
930574562,Vestgård holding AS,0
930577278,Transisto eigedom AS,0
930582654,Bmd invest AS,0
930606898,M isaksen holding AS,0
930611859,Tomra holding AS,0
930631752,Involve invest AS,0
930662712,Pit invest AS,0
930678856,S-dale AS,0
930692727,Gummigutt holding AS,0
930705047,Dewl holding AS,0
930769835,Bertrand holding AS,0
930784958,Michelli holding AS,0
930785806,Øverlands holding AS,0
930800155,Humble holding AS,0
930816345,Th braathen holding AS,0
930825123,F-larsen holding AS,0
930825174,Cave-holding AS,0
930826723,Seljord bergestig holding AS,0
930830356,Saltvoll holding AS,0
930842419,One invest AS,0
930848360,Erk holding AS,0
930854026,G-reed AS,0
930887528,Thure holding AS,0
930888834,Elverhøi holding AS,0
930900052,Ofstad capital AS,0
930900664,Enfy holding AS,0
930909580,Hermanholding AS,0
930946672,Rs & co invest AS,0
930952222,Forsikringsagent marit rui,0
930979783,H. gonsholt AS,0
930982199,Teia AS,0
931036475,Jahr holding AS,0
931036599,Haraldseth holding AS,0
931040200,Returbukk holding AS,0
931052233,Agency moore investment limited,0
931094491,Forsbom holding AS,0
931097768,Visdom holding AS,0
931098101,Heimon holding AS,0
931114557,Jan ivar øygarden holding AS,0
931175165,Hegne invest AS,0
931182749,Rederene heimdal og finne AS,0
931198920,Paaholding AS,0
931352792,Pe-invest AS,0
931358200,Fristad forvaltning AS,0
931362488,Heroli holding AS,0
931392247,Elevator pitch AS,0
931430319,Hornslien holding AS,0
931467557,Disaiq invest,0
931493256,Niklas rund invest,0
931533827,Redco AS,0
931539973,Ssø holding AS,0
931639803,Flatebakken holding AS,0
931699520,Heggebakken holding AS,0
931703218,Lyft invest AS,0
931708147,Heimskogen AS,0
931721291,Haki 2 holding AS,0
931736779,Lgrø holding AS,0
931742736,Ssb invest AS,0
931824392,Rom invest AS,0
931824740,Lgu holding AS,0
931832905,Grei holding AS,0
931861883,Tb hauen invest AS,0
931869035,Hercher invest AS,0
931874284,Fredlaus holding AS,0
931874926,Solli capital AS,0
931882481,Illing invest AS,0
931912828,Q7 kapital AS,0
931921606,Helas holding AS,0
931959697,Christian sør-reime holding AS,0
931971484,Steinar kaalstad invest AS,0
931973835,K.kaalstad invest AS,0
931974009,T.kaalstad AS,0
932120860,Hece holding AS,0
932121131,Addendum holding AS,0
932172925,Jan rune grave holding AS,0
932181274,Frank schmidt holding AS,0
932181932,Høgt og herleg holding AS,0
932204835,Haugen invest&holding AS,0
932260816,Svendsen dental holding AS,0
932286505,Findal & tendeland as konkursbo,0
932287331,Eitran holding AS,0
932300427,Fga holding AS,0
932302152,Heldal AS,0
932306034,Solenergi gruppen AS,0
932349094,Kryptx holding AS,0
932359057,Jobet AS,0
932378086,M. øvrebø holding AS,0
932382903,Kevin hj holding AS,0
932383055,M. weber holding AS,0
932383497,Braki invest AS,0
932408317,Camahak holding AS,0
932436485,Bluegreen visions iii AS,0
932444402,Strukturas holding AS,0
932444836,Meås holding AS,0
932455870,Jowill holding AS,0
932485834,Nesar holding AS,0
932511266,Ytrebekk holding AS,0
932532131,Notodden solenergi AS,0
932543338,Reinha vk invest AS,0
932543346,Reinha mk invest AS,0
932552876,Invezt AS,0
932559196,Alfheim trading AS,0
932567741,Hybert invest AS,0
932571455,Gren holding AS,0
932571633,Hedli holding AS,0
932573059,Nordiscovery AS,0
932608596,Bedriftsagenten invest AS,0
932611996,Runsrød invest AS,0
932725886,M follaug holding AS,0
932746336,E. refsdal holding AS,0
932746875,Kristiansen maskin og elektro AS,0
932749564,T. aspheim holding AS,0
932772000,Fetveit holding AS,0
932791692,Tom rune farstad dødsbo,0
932792362,Oyb 245 holding AS,0
932828723,Vich holding AS,0
932832852,Fe 412 holding AS,0
932854252,Hykkerud invest AS,0
932871882,Klille AS,0
932882515,Beraten invest AS,0
932891972,Kleivgrend holding AS,0
932903962,4 årstider holding AS,0
932904020,Smbf holding AS,0
932913763,Robert eidissen AS,0
932915634,Hbp holding AS,0
932946408,Dmh holding AS,0
932949717,Nle holding AS,0
932949946,Green fuel AS,0
932969068,2r eiendom AS,0
932999447,Kfri holding AS,0
933086631,Gunnulfsen holding AS,0
933119432,Mz invest AS,0
933125602,Acoin AS,0
933126625,Soli holding AS,0
933150100,Msek AS,0
933173976,Sbmolvik AS,0
933209210,Blanchard holding AS,0
933210308,Keyope AS,0
933250407,Maad holding AS,0
933274918,Zanto AS,0
933296237,Klok holding AS,0
933304663,Bunker invest AS,0
933306631,Achat holding AS,0
933356906,Ocm invest as tvangsavviklingsbo,0
933375781,Wiseinvest AS,0
933394220,Teigen invest AS,0
933399281,Vegar melby holding AS,0
933459829,Majo invest AS,0
933471535,Aya kapital AS,0
933476634,Rn20 invest AS,0
933491323,Olada pancom AS,0
933516369,Cocox holding AS,0
933567567,Glenn bakken holding AS,0
933571424,Valbø tran holding AS,0
933578941,Nitob holding AS,0
933584097,Uvsløkk invest AS,0
933663868,Karaldenuten holding AS,0
933667626,M-e holding AS,0
933673782,Cmc holding AS,0
933674452,Trollheim holding AS,0
933716767,Rødhall holding AS,0
933724522,Balthazar AS,0
933741346,Kontni AS,0
933765199,Kgg eiendom AS,0
933765377,Heggen service AS,0
933918114,Stigo holding AS,0
933971082,Snorre kongerød AS,0
933971090,Jøllstein holding AS,0
933972712,Dalian holding AS,0
934004035,Vitori AS,0
934004558,Thyholding AS,0
934015576,Pims holding AS,0
934054873,Christiansen enterprise,0
934157826,Ammaja AS,0
934179161,Wb holding AS,0
934185048,Øyekast invest AS,0
934224264,Emuna AS,0
934231201,Myhra holding AS,0
934231449,Watchoutinvest AS,0
934307224,Kelbekk holding AS,0
934340965,Prt invest AS,0
934363507,Liff holding AS,0
934378830,Frederiko holding AS,0
934378849,Mobaek holding AS,0
934378865,Lillefjaere holding AS,0
934378873,K-a holding AS,0
934381971,Inva invest AS,0
934390571,Aiko AS,0
934406184,Exodus AS,0
934409582,Morten bakken holding AS,0
934424123,Skilbrei invest AS,0
934453824,Gbinvest AS,0
934488342,Klondike holding AS,0
934490711,Erse holding AS,0
934533003,4r3 equity AS,0
934533046,Ewåb AS,0
934533062,Gtholding AS,0
934547632,Håtveit-holding AS,0
934556127,Bjørn rørvik invest AS,0
934561678,Enggravslia invest AS,0
934570952,Katro holding AS,0
934571967,Eriksrød holding AS,0
934622065,Jy holding AS,0
934622235,Haugestul AS,0
934622340,Karl kapital holding AS,0
934630661,Aasbø-nielsen invest AS,0
934630807,Wiktorsen invest AS,0
934652401,Fløde holding AS,0
934661575,Raph holding AS,0
934757211,Mobaek invest AS,0
934757289,Hwd investments AS,0
934758323,Frederiko invest AS,0
934792084,Gonsholt invest AS,0
934792106,Emisys holding AS,0
934809890,Jonskås holding AS,0
934815939,Helgestad invest AS,0
934822455,Østland invest AS,0
934833155,Est bm as konkursbo,0
934836774,Downhere AS,0
934845501,Uglemor holding AS,0
934850254,Gelsomini nordic holdings AS,0
934857623,Licas holding AS,0
934860020,Q10 holding AS,0
934864727,Odero holding AS,0
934867300,Lkf holding AS,0
934871650,Bass invest AS,0
934872010,Vøllestad holding AS,0
934872126,Echo invest AS,0
934873297,L/k holding AS,0
934873580,Heland holding AS,0
934893875,Bkd holding AS,0
934900251,Natadal kiste holding AS,0
934911113,Anne kristine rugtveit holding AS,0
934915542,Lmjt holding AS,0
934928296,Dorri holding AS,0
934948122,Luxury nature holidays AS,0
934968441,Isdammen holding AS,0
935005019,Red samurai invest AS,0
935005647,Snw invest AS,0
935021804,Anne lauvstad holding AS,0
935073553,Grindrud holding AS,0
935080304,Northshield group AS,0
935100429,Salingstrand invest AS,0
935144523,Bws AS,0
935160472,Fixio AS,0
935168430,Golla holding AS,0
935173574,Mere holding AS,0
935182034,Nakken kapital AS,0
935188776,Krimsc invest AS,0
935204453,Gakh invest AS,0
935211123,Wefald holding AS,0
935236169,Rauland familiepark AS,0
935239583,Arups gate 3 holding AS,0
935248175,Myrstrand holding AS,0
935261066,Tamælen holding AS,0
935261201,Lauvåsen gb holding AS,0
935264685,Spk holding AS,0
935318327,Akda invest AS,0
935325242,Clean code investments limited nuf,0
935329655,Sgi invest AS,0
935375940,Dyring AS,0
935376920,Hellebekk invest AS,0
935412277,Frognerhagen AS,0
935412404,Constella AS,0
935422582,God jord invest AS,0
935435668,Ove holding AS,0
935444322,A solvang AS,0
935465613,Runa leyser AS,0
935477700,Bedriftsvegen AS,0
935483417,Fjellrosa holding AS,0
935488877,Farouq jalabi holdning AS,0
935495261,Haugholt invest AS,0
935511275,Sinclair capital da,0
935511941,Project 5077 AS,0
935518539,Lokalmat Telemark holding AS,0
935582903,Runar s larsen holding AS,0
935587034,O2 Norway invest AS,0
935607221,Washill AS,0
935614899,Panem et circenses limited nuf,0
935619777,Oldroyd production AS,0
935641438,Trappegruppen holding AS,0
935665272,Cloumann meyer invest AS,0
935709563,Grenrør holding AS,0
935713692,Smedstad invest AS,0
935713757,Ajo-holding AS,0
935715741,Skagerak bio AS,0
935728967,Bit-holding AS,0
935743486,Luckenbach invest as tvangsavviklingsbo,0
935767806,Lbh 08 invest AS,0
935767814,Mvb 09 invest AS,0
935767822,Omb 03 invest AS,0
935767830,Tmb 99 invest AS,0
935767849,Tbh 10 invest AS,0
935768055,Mb 00 invest AS,0
935768586,Raanes invest AS,0
935780128,Eikaasen AS,0
935780616,Vb 04 invest AS,0
935793548,Schwanstrøm invest AS,0
935799295,Ts investments AS,0
935801893,Skylin invest AS,0
935807468,Sulesund holding AS,0
935827515,Fi holding AS,0
935828562,Lio AS,0
935840872,Fossumgata 8 holding AS,0
935847591,Rabb invest AS,0
935851777,Sokkelest invest AS,0
935851912,Aarbakk holding AS,0
935853699,Vio invest AS,0
935858747,Sacido invest as tvangsavviklingsbo,0
935873312,Juvcon AS,0
935873347,Lagerblad holding AS,0
935885310,Umu invest AS,0
935919088,Constella terra AS,0
935919266,Briskelund holding AS,0
935954878,Muspellsheim AS,0
935957257,Mslgreen as tvangsavviklingsbo,0
935965330,Luggen holding AS,0
935976146,Tangen equities,0
935977630,Annemor holding AS,0
936004822,Ehk invest AS,0
936015921,Veda holding AS,0
936018289,M øverland holding AS,0
936043356,Jm byggservice holding AS,0
936058930,Atlas frisk AS,0
936066224,Alt på stell as konkursbo,0
936080995,Helgen hundeskole as tvangsavviklingsbo,0
936081312,Adam stanislaw figlon konkursbo,0
936085717,Rast kaffebar as konkursbo,0
936085822,Rjukan technology center as tvangsavviklingsbo,0
936106633,Vm haugen holding AS,0
936116191,Rf Telemark holding AS,0
936126065,Vedahl-christensen capital management,0
936126820,Cobber holding AS,0
936128432,Hovdestad holding AS,0
936134785,Ngsupport holding AS,0
936146767,Larmar holding AS,0
936155537,Bakkane holding AS,0
936159575,Norseeffect as konkursbo,0
936166172,K rønningen invest AS,0
936176607,Heibø holding AS,0
936176836,G/f holding AS,0
936177352,Weholt holding AS,0
936186734,Thorv holding AS,0
936214096,Brillane AS,0
936226264,Bamble rør holding AS,0
936234615,Hygea holding AS,0
936269559,Sixtens-holding AS,0
936278078,Rosk invest AS,0
936285872,Eikelia holding AS,0
936300782,Dobe holding AS,0
936317952,Global solution investment limited nuf,0
936326625,Cingo holding AS,0
936331416,C. riise invest AS,0
936342973,You me we AS,0
936343961,A. ramberg holding AS,0
936348041,Solkysten fisk & skalldyr holding AS,0
936400663,Hh utvikling & invest AS,0
936433553,Btl holding AS,0
936445055,Rudskjær AS,0
936449816,Erem invest AS,0
936463606,Ballestad holding AS,0
936493173,Håvards holding AS,0
936494080,Baldrian holding AS,0
936495567,Temel holding AS,0
936504906,Mytech holding AS,0
936521134,Islandwind holding AS,0
936529879,Richvest AS,0
936538657,Ajn AS,0
936566782,Ja nesland holding AS,0
936566847,Christoffer vatle holding AS,0
936575501,Nestangen holding AS,0
936576001,Nisevic holding AS,0
945907916,Jan stenersen holding AS,0
966191899,Medigren AS,0
970544712,Håvard bakka skogtenestar,0
980900029,Rulnes invest AS,0
981637542,Løberg økonomi AS,0
985254575,Gunleik berget,0
987023074,Øivind haatveit AS,0
987697547,Pavels innovation AS,0
989063278,Dolce AS,0
989130161,Øvre homme AS,0
989143727,Øystein nordskog AS,0
989145355,Jpt utvikling AS,0
989187996,Trg finans AS,0
989190695,Estia AS,0
989878204,Bli holding AS,0
989966502,Gh consulting AS,0
991377964,Grunndrift AS,0
994541323,Østerlid AS,0
995194376,Senter for maritim medisin AS,0
996169324,Cochise holding AS,0
996448878,Tjh eiendom AS,0
996691411,Kleivgrend AS,0
997695224,Caba holding AS,0
998796261,Oscar property AS,0
998991072,Hydrogentech AS,0
812862952,Kim andré sneltvedt,0
813082632,Bård løvgren,0
815191242,Sondre groven,0
822942202,Magnus austad,0
834826062,Ottar øvrum,0
835819272,Tor inge smylingsås,0
858612942,Olav a våle,0
869151262,Erland bjørntvedt,0
869249882,Bø per,0
869250082,Lars esse,0
869367672,Eika brynjulv,0
869567922,Moe knut,0
869785482,Klever øistein,0
869786152,Johansen emil stein,0
870048882,Soterud ivar,0
870547862,Ingar Vinje,0
870569912,Odd oskarsen,0
875928252,Erik klepp,0
877534642,Jan geir gravir,0
879759072,Øyvind erikstein,0
881694212,Kristin brukaas,0
881881462,Synnøve g romtveit,0
882761452,Augestad,0
882895092,Anne beathe kastman,0
884892562,Listaul maskin asbjørn berge,0
886895372,Finn petter aanesen,0
889184132,Jon magnus hauen,0
890751482,Finne gård,0
892154392,Ragnhild mork råsberg,0
892963932,Olav øy,0
892972192,Jon einar brukås,0
895530832,Torstein askildt,0
911567865,Nordre engelstad bjerketvedt,0
911912864,Ingrid synøve flåta,0
911953641,Nils nordbø,0
912408760,Rydningen gård dag stian ballestad,0
912847950,Per e. hestetun,0
913023528,Jon einar bergsland,0
913397959,Ann kristin søli askeland,0
913445090,Paul kjeldal,0
913879333,Cloumann ranch,0
914736692,Hilde karlsen holte,0
915011160,Skogsfjord AS,0
915016901,Ole jan steinarsrud,0
915904289,Even nordbø,0
916003919,Ole halvor hjartsjø,0
916485808,Anja kristin salte hjelseth,0
917267561,Gunleiv sæland,0
917279071,Oj flatland,0
917523215,Olav cloumann,0
917933731,Heidi aspeflaten gårdsdrift,0
919175001,Nina sanni,0
920229824,Gården på lia lien,0
920566596,Tor even aspheim,0
920679587,Eirik søli meen,0
921875908,Tom andre kolstad landbrukstjenester,0
922130213,Jan olav ripegutu,0
922231486,Rune holtan,0
923527893,Jan erik søhol,0
923537627,Ole martin elseth,0
923849939,Tor erik baksås,0
924283904,Roheim landbruk v/ magnhild roheim,0
924459107,Kjøk maskin,0
924761679,Atle nymoen,0
924769807,Petter eilevstjønn,0
925078468,Morten gulseth,0
925088463,Inger-anne sauro,0
926087975,Geir arne aspheim,0
926192833,Ingrid ø. landsverk,0
926429604,Cloumann meyer,0
926460501,Jh drift haugerud,0
926841025,Omdal gård,0
927387328,Løkka landbruksdrift,0
928006387,Roe landbrukstjenester,0
928114104,Rinde gård,0
928566234,Kristine sønstebø,0
928612996,Svanhild with,0
930707570,Olav nørstrud,0
931115723,Sveinung vegheim,0
931275429,Stein cato liestøl,0
931782746,Haugestøyl gård,0
932554003,Økter gård,0
932714191,Jørn henrik sønstebø,0
932815753,Lars halvor bjørbæk,0
932869128,Lars oskarsen,0
933024873,Anne aase-mæland,0
933170012,Hans t sauar,0
933426254,Torgeir heggenes,0
933659666,Hans olav l ørvella,0
934276353,Tor h. otterholt,0
934875079,Åbø gård maren frøland soterud,0
935037735,Åsgrav gård stenstad,0
935449685,Kåsin sauar bruk,0
936022774,Verpe hynne gård,0
954998770,Øyvind riis,0
957840825,Kiste transport gunnar kiste,0
959555311,Gaute thorsdal,0
961462908,Olav terje roe,0
962911870,Halvor bjørn enggrav,0
969100975,Halvor tveitan momrak,0
969101297,Ole arne vaaer,0
969102218,Simones olav h,0
969150840,Rinde sveinung,0
969151162,Breiland gunne,0
969151553,Lindheim anund,0
969151693,Grindem lars andreas,0
969151731,Sølverud halvor,0
969175681,Melteig olav,0
969176130,Arne helge gurholt,0
969187833,Arild norheim,0
969194414,Grønnerød øystein,0
969194600,Grimstveit lavrans jon,0
969194643,Espedalen arnfinn,0
969195054,Hans erik aasen,0
969203316,Moen knut johannes,0
969203375,Karl tveit espeland,0
969203510,Aas erik,0
969223201,Hans torkild flåterud,0
969223406,Lognvik aanon,0
969223589,Ballestad trond,0
969224038,Svalastog arne,0
969224119,Leiv ryen,0
969224151,Kleppe olav s,0
969224178,Jan martin kjær,0
969248816,Thorleif brokka,0
969248867,Leif h dymbe,0
969249405,Harald sætre eika,0
969249413,Myhra gunulf j,0
969250004,Bjerva nils olav,0
969250152,Øyvind sveinsson,0
969250160,Fagerlid eivind,0
969278510,Jan trygsland,0
969278537,Leiv ole haugholt,0
969279045,Kristoffersen rune,0
969279193,Borgja gård eckbo,0
969279479,Wærstad bjørn øyvind,0
969279592,Tor baksås,0
969279711,Ingebjørg og per oskar strand ans,0
969327457,Arne øygarden,0
969327538,Hegna odd gudmund,0
969327570,Myhre arne,0
969328011,Ole georg moen,0
969328569,Halvor skoje,0
969328720,Tangen halvard,0
969328852,Jon sæland,0
969329069,Asbjørn lognvik,0
969329212,Jønholt knut,0
969329271,Torstein bøen,0
969338181,Georg kristian førland,0
969367092,Aspeflaten lars jr,0
969367106,Jon olav stensrød,0
969367793,Hjukse anders o,0
969367904,Harald susaas,0
969368102,Brokka auver,0
969414295,Olav e hustveit,0
969414430,Løberg harald jan,0
969414805,Evju bygdetun sti,0
969415453,Ballestad erik,0
969415682,Årmot torgrim,0
969441780,Svein kolloen,0
969441837,Tor paulsen gjærum,0
969441942,Tor liestøl,0
969442396,Per hoppestad,0
969455234,Lundtveit ivar,0
969455242,Johannes sundsvalen,0
969455269,Ytterbøe arne,0
969455463,Skårnes arne o,0
969471310,John bjørn bøen,0
969566877,Fyrileiv olav,0
969567636,Reidun hovland,0
969621339,Klas singusdal våle,0
969781522,Halvor g bø,0
969782456,Svein risinggård,0
969783088,Berge olav e,0
969784211,Tronn abraham kløcker,0
969784521,Hefre ole aadne,0
969785021,Gunnar kristoffer naas,0
969785757,Olafsen astrid gerd aakre,0
970045317,Dag norheim,0
970045805,Haave arnfinn,0
970259996,Håvard gjernes,0
970260196,Nordbø olav s,0
970342958,Fjågesund trond,0
970376607,Nils bendik fosse,0
970389369,Tor tveiten,0
970394400,Gundersen egil,0
970401156,Gaathaug kristoffer,0
970437797,Kolstad lars rudolf,0
970438041,Ole erik forberg,0
970525238,Smeland harald,0
970548858,Nordbø jostein,0
970552154,Halvor rekaa,0
970568972,Holla hans gregar,0
970587632,Lars vassend,0
970979875,Håvard håvardsen,0
971009829,Brekke tor gunnar,0
971205229,Dan olav norheim,0
971205504,Jensen frank,0
971205628,Hans grini,0
971205784,Hallvard christenson,0
971205849,Berge hellek m,0
972408581,Hjørdis hjukse,0
973054570,Tor lønnestad,0
974379708,Ole gunnar tveitan,0
975357600,Torleif sigvart øverland,0
976008847,Hans sverre johannessen,0
976031830,Ståle marum,0
976110242,Rollef flathus,0
976130162,Jostein vataker,0
976181778,Bente tvedt andersen,0
976207653,Hovdmyra jostein hellevik,0
976275985,Karl halvor skårberg,0
976433262,Halvor nesset,0
977160804,Christian bøe,0
977328608,Ivar lofthus,0
979226322,Einar skinnarland,0
979262760,Helge øverbø,0
979417713,Liv-tone tinnes,0
979421966,Eika maskin,0
979629001,Olav vefald,0
979684746,Tor isak gulseth,0
979996446,Signe tveitan,0
980084418,Ove olav sending,0
980295982,Erlend solheim,0
980431967,Brekke gård synne vahl rogn,0
980475409,Snekkermester dag halvor dale,0
980488624,Torjus rostad,0
980507254,Halvor s skoe,0
980547809,Magne r lia,0
980597210,Hans riis jr,0
980643859,Ole mathias prestholdt,0
980664988,Torgny rue,0
980680711,Trond magnus haugen,0
980727149,Jon snøås juklerød,0
980922138,Gunleik smedstad,0
980930203,Nordbø gård hans olav bakås,0
981000137,Kristin leine flom,0
981089014,Astrid staurheim,0
981387228,Kjeldsen steinar,0
981440870,Ola k. berge kultur,0
981461991,Tor martin grue,0
981958330,Olav solem sauar,0
982063094,Halvor eika,0
982365147,Bent gulløy,0
982450314,Marie klever bøye,0
982746248,Jan glittum,0
982755794,Saamund brekke,0
982832764,Espedalen helge,0
982836158,Tormod j kråkenes,0
982908353,Knut espelid,0
982921716,Bjønn tveito,0
983025560,Jørund verpe,0
983474063,Johannes lurås,0
983617247,Bjørg marie steinsholt sørensen,0
983738915,Anlaug lauvstad roald,0
983776981,Tore morten borgersen,0
984128789,Helge flom haukvik,0
984181698,Arve øystein naas,0
984445873,Sveinung riis,0
984750919,Morten langeland,0
984799209,Enid jøntvedt,0
984812906,Finn aas-hanssen,0
984835531,Kittil pladsen,0
984856261,Vestgarden kjell tore,0
984903405,Borghild kleivrud,0
984913915,Bjørn-vidar rød,0
985162298,Bente meen,0
985376336,Torstein børte,0
985520496,Anund hegna,0
985828407,Stall 1 per michael muhr,0
986011374,Øystein jonsås stavenes,0
986128417,Halvorsen sudbø drift,0
986206620,Stein gunleiksrud,0
986231846,Sveinung soterud,0
986238638,Øyvind skårdal,0
986471375,Johannes ryntveit,0
986668853,Jan erik tinderholt,0
986705538,Hans martin skoe,0
