route_id,trip_id,service_id,trip_headsign,direction_id,shape_id,boarding_type
TEL:Line:8902,TEL:ServiceJourney:34810,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Fr_5-Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Fr_5_AddJrns,Skjelsvik via Tollnes,0,TEL:JourneyPattern:8902_1_1,0
TEL:Line:8902,TEL:ServiceJourney:34811,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Fr_5-Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Fr_5_AddJrns,Skjelsvik via Tollnes,0,TEL:JourneyPattern:8902_1_1,0
TEL:Line:8902,TEL:ServiceJourney:34812,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Sa_13,Skjelsvik via Tollnes,0,TEL:JourneyPattern:8902_1_1,0
TEL:Line:8902,TEL:ServiceJourney:34813,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Sa_13,Skjelsvik via Tollnes,0,TEL:JourneyPattern:8902_1_1,0
TEL:Line:8902,TEL:ServiceJourney:34814,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Fr_5-Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Fr_5_AddJrns,Falkum via Brattås-Eidanger,1,TEL:JourneyPattern:8902_2_1,0
TEL:Line:8902,TEL:ServiceJourney:34815,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Sa_13,Falkum via Brattås-Eidanger,1,TEL:JourneyPattern:8902_2_1,0
TEL:Line:8903,TEL:ServiceJourney:34816,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Fr_5-Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Fr_5_AddJrns,Skjelsvik via Klyve,0,TEL:JourneyPattern:8903_1_1,0
TEL:Line:8903,TEL:ServiceJourney:34817,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Fr_5-Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Fr_5_AddJrns,Skjelsvik via Klyve,0,TEL:JourneyPattern:8903_1_1,0
TEL:Line:8903,TEL:ServiceJourney:34818,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Sa_13,Skjelsvik via Klyve,0,TEL:JourneyPattern:8903_1_1,0
TEL:Line:8903,TEL:ServiceJourney:34819,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Sa_13,Skjelsvik via Klyve,0,TEL:JourneyPattern:8903_1_1,0
TEL:Line:8903,TEL:ServiceJourney:34820,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Fr_5-Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Fr_5_AddJrns,Skien via Stridsklev,1,TEL:JourneyPattern:8903_2_1,0
TEL:Line:8903,TEL:ServiceJourney:34821,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Sa_13,Skien via Stridsklev,1,TEL:JourneyPattern:8903_2_1,0
TEL:Line:8113,TEL:ServiceJourney:39708,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Lunde,0,TEL:JourneyPattern:8113_1_1,0
TEL:Line:8114,TEL:ServiceJourney:39709,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Lunde,0,TEL:JourneyPattern:8114_1_1,0
TEL:Line:8114,TEL:ServiceJourney:39710,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-We,Tveitankroken,1,TEL:JourneyPattern:8114_2_1,0
TEL:Line:8114,TEL:ServiceJourney:39711,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuThFr,Tveitankroken,1,TEL:JourneyPattern:8114_2_1,0
TEL:Line:8117,TEL:ServiceJourney:39712,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Berget,0,TEL:JourneyPattern:8117_1_1,0
TEL:Line:8117,TEL:ServiceJourney:39713,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Berget,0,TEL:JourneyPattern:8117_1_2,0
TEL:Line:8117,TEL:ServiceJourney:39714,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Berget,0,TEL:JourneyPattern:8117_1_1,0
TEL:Line:8117,TEL:ServiceJourney:39715,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Berget,0,TEL:JourneyPattern:8117_1_3,0
TEL:Line:8128,TEL:ServiceJourney:39719,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Seljordsheii,0,TEL:JourneyPattern:8128_1_1,0
TEL:Line:8128,TEL:ServiceJourney:39720,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Seljord,1,TEL:JourneyPattern:8128_2_1,0
TEL:Line:8144,TEL:ServiceJourney:39747,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Rauland,0,TEL:JourneyPattern:8144_1_1,0
TEL:Line:8144,TEL:ServiceJourney:39748,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Varland,1,TEL:JourneyPattern:8144_2_1,0
TEL:Line:8147,TEL:ServiceJourney:39749,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Kostveit,0,TEL:JourneyPattern:8147_1_1,0
TEL:Line:8147,TEL:ServiceJourney:39750,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Åmot,0,TEL:JourneyPattern:8147_1_2,0
TEL:Line:8163,TEL:ServiceJourney:39765,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Kleivgrend,0,TEL:JourneyPattern:8163_1_1,0
TEL:Line:8163,TEL:ServiceJourney:39766,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Fyresdal,1,TEL:JourneyPattern:8163_2_1,0
TEL:Line:8012,TEL:ServiceJourney:39767,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Sjukehuset - Anundskås,0,TEL:JourneyPattern:8012_1_1,0
TEL:Line:8012,TEL:ServiceJourney:39768,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Sjukehuset - Anundskås,0,TEL:JourneyPattern:8012_1_1,0
TEL:Line:8012,TEL:ServiceJourney:39769,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Sjukehuset - Anundskås,0,TEL:JourneyPattern:8012_1_1,0
TEL:Line:8012,TEL:ServiceJourney:39770,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Sjukehuset - Anundskås,0,TEL:JourneyPattern:8012_1_1,0
TEL:Line:8012,TEL:ServiceJourney:39771,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Sjukehuset - Anundskås,0,TEL:JourneyPattern:8012_1_1,0
TEL:Line:8012,TEL:ServiceJourney:39772,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Sjukehuset - Anundskås,0,TEL:JourneyPattern:8012_1_1,0
TEL:Line:8012,TEL:ServiceJourney:39773,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Sjukehuset - Anundskås,0,TEL:JourneyPattern:8012_1_1,0
TEL:Line:8012,TEL:ServiceJourney:39774,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Sjukehuset - Anundskås,0,TEL:JourneyPattern:8012_1_1,0
TEL:Line:8012,TEL:ServiceJourney:39775,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Sjukehuset - Anundskås,0,TEL:JourneyPattern:8012_1_1,0
TEL:Line:8012,TEL:ServiceJourney:39776,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Sjukehuset - Anundskås,0,TEL:JourneyPattern:8012_1_1,0
TEL:Line:8012,TEL:ServiceJourney:39777,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Sjukehuset - Anundskås,0,TEL:JourneyPattern:8012_1_1,0
TEL:Line:8012,TEL:ServiceJourney:39778,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Sa,Sjukehuset - Anundskås,0,TEL:JourneyPattern:8012_1_1,0
TEL:Line:8012,TEL:ServiceJourney:39779,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Sa,Sjukehuset - Anundskås,0,TEL:JourneyPattern:8012_1_1,0
TEL:Line:8012,TEL:ServiceJourney:39780,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Sa,Sjukehuset - Anundskås,0,TEL:JourneyPattern:8012_1_1,0
TEL:Line:8012,TEL:ServiceJourney:39781,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Sa,Sjukehuset - Anundskås,0,TEL:JourneyPattern:8012_1_1,0
TEL:Line:8012,TEL:ServiceJourney:39782,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Sa,Sjukehuset - Anundskås,0,TEL:JourneyPattern:8012_1_1,0
TEL:Line:8313,TEL:ServiceJourney:39783,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoFr,Lisleherad,0,TEL:JourneyPattern:8313_1_1,0
TEL:Line:8313,TEL:ServiceJourney:39784,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Lisleherad,0,TEL:JourneyPattern:8313_1_2,0
TEL:Line:8313,TEL:ServiceJourney:39785,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Notodden via Årlifoss,1,TEL:JourneyPattern:8313_2_1,0
TEL:Line:8014,TEL:ServiceJourney:39786,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Tuven-Heddal stavkyrkje-Kvantum,0,TEL:JourneyPattern:8014_1_1,0
TEL:Line:8014,TEL:ServiceJourney:39787,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Tuven-Heddal stavkyrkje-Kvantum,0,TEL:JourneyPattern:8014_1_1,0
TEL:Line:8014,TEL:ServiceJourney:39788,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Tuven-Heddal stavkyrkje-Kvantum,0,TEL:JourneyPattern:8014_1_1,0
TEL:Line:8014,TEL:ServiceJourney:39789,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Tuven-Heddal stavkyrkje-Kvantum,0,TEL:JourneyPattern:8014_1_1,0
TEL:Line:8014,TEL:ServiceJourney:39790,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Tuven-Heddal stavkyrkje-Kvantum,0,TEL:JourneyPattern:8014_1_1,0
TEL:Line:8014,TEL:ServiceJourney:39791,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Tuven-Heddal stavkyrkje-Kvantum,0,TEL:JourneyPattern:8014_1_1,0
TEL:Line:8014,TEL:ServiceJourney:39792,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Tuven-Heddal stavkyrkje-Kvantum,0,TEL:JourneyPattern:8014_1_1,0
TEL:Line:8014,TEL:ServiceJourney:39793,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Tuven-Heddal stavkyrkje-Kvantum,0,TEL:JourneyPattern:8014_1_1,0
TEL:Line:8014,TEL:ServiceJourney:39794,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Tuven-Heddal stavkyrkje-Kvantum,0,TEL:JourneyPattern:8014_1_1,0
TEL:Line:8014,TEL:ServiceJourney:39795,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Tuven-Heddal stavkyrkje-Kvantum,0,TEL:JourneyPattern:8014_1_1,0
TEL:Line:8014,TEL:ServiceJourney:39796,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Tuven-Heddal stavkyrkje-Kvantum,0,TEL:JourneyPattern:8014_1_1,0
TEL:Line:8014,TEL:ServiceJourney:39797,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Sa,Tuven-Heddal stavkyrkje-Kvantum,0,TEL:JourneyPattern:8014_1_1,0
TEL:Line:8014,TEL:ServiceJourney:39798,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Sa,Tuven-Heddal stavkyrkje-Kvantum,0,TEL:JourneyPattern:8014_1_1,0
TEL:Line:8014,TEL:ServiceJourney:39799,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Sa,Tuven-Heddal stavkyrkje-Kvantum,0,TEL:JourneyPattern:8014_1_1,0
TEL:Line:8014,TEL:ServiceJourney:39800,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Sa,Tuven-Heddal stavkyrkje-Kvantum,0,TEL:JourneyPattern:8014_1_1,0
TEL:Line:8014,TEL:ServiceJourney:39801,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Sa,Tuven-Heddal stavkyrkje-Kvantum,0,TEL:JourneyPattern:8014_1_1,0
TEL:Line:8460,TEL:ServiceJourney:39802,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Rønholt skole,0,TEL:JourneyPattern:8460_1_1,0
TEL:Line:8460,TEL:ServiceJourney:39803,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-We,Åby via Valle,0,TEL:JourneyPattern:8460_1_2,0
TEL:Line:8461,TEL:ServiceJourney:39804,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Stathelle-Grasmyr,0,TEL:JourneyPattern:8461_1_1,0
TEL:Line:8461,TEL:ServiceJourney:39805,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Valle - Stathelle,0,TEL:JourneyPattern:8461_1_2,0
TEL:Line:8461,TEL:ServiceJourney:39806,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-We,Rønholt-Valle-Helle,1,TEL:JourneyPattern:8461_2_1,0
TEL:Line:8461,TEL:ServiceJourney:39807,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoFr,Rønholt-Valle-Helle,1,TEL:JourneyPattern:8461_2_1,0
TEL:Line:8461,TEL:ServiceJourney:39808,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-TuTh,Rønholt-Valle-Helle,1,TEL:JourneyPattern:8461_2_1,0
TEL:Line:8016,TEL:ServiceJourney:39809,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Tuven-Heddal stavkyrkje-Kvantum,0,TEL:JourneyPattern:8016_1_1,0
TEL:Line:8016,TEL:ServiceJourney:39810,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Kvantum - Yli - Tuven,0,TEL:JourneyPattern:8016_1_2,0
TEL:Line:8016,TEL:ServiceJourney:39811,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Kvantum - Yli - Tuven,0,TEL:JourneyPattern:8016_1_3,0
TEL:Line:8016,TEL:ServiceJourney:39813,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Kvantum - Yli - Tuven,0,TEL:JourneyPattern:8016_1_3,0
TEL:Line:8016,TEL:ServiceJourney:39815,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Kvantum - Yli - Tuven,0,TEL:JourneyPattern:8016_1_2,0
TEL:Line:8601,TEL:ServiceJourney:39816,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Vold - (Skien/Porsgrunn),0,TEL:JourneyPattern:8601_1_1,0
TEL:Line:8601,TEL:ServiceJourney:39817,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Rognsbru,0,TEL:JourneyPattern:8601_1_2,0
TEL:Line:8601,TEL:ServiceJourney:39818,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Porsgrunn-Skien,0,TEL:JourneyPattern:8601_1_3,0
TEL:Line:8601,TEL:ServiceJourney:39819,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-We,Henseid,0,TEL:JourneyPattern:8601_1_4,0
TEL:Line:8601,TEL:ServiceJourney:39820,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Porsgrunn-Skien,0,TEL:JourneyPattern:8601_1_3,0
TEL:Line:8601,TEL:ServiceJourney:39821,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Vold - (Skien/Porsgrunn),0,TEL:JourneyPattern:8601_1_6,0
TEL:Line:8601,TEL:ServiceJourney:39822,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Sa,Porsgrunn-Skien,0,TEL:JourneyPattern:8601_1_3,0
TEL:Line:8601,TEL:ServiceJourney:39823,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Sa,Porsgrunn,0,TEL:JourneyPattern:8601_1_7,0
TEL:Line:8601,TEL:ServiceJourney:39824,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Su,Porsgrunn-Skien,0,TEL:JourneyPattern:8601_1_3,0
TEL:Line:8601,TEL:ServiceJourney:39825,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Drangedal,1,TEL:JourneyPattern:8601_2_1,0
TEL:Line:8601,TEL:ServiceJourney:39826,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Drangedal,1,TEL:JourneyPattern:8601_2_2,0
TEL:Line:8602,TEL:ServiceJourney:39827,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-We,Bostrak - Lia,0,TEL:JourneyPattern:8602_1_1,0
TEL:Line:8602,TEL:ServiceJourney:39829,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Gautefall,0,TEL:JourneyPattern:8602_1_3,0
TEL:Line:8602,TEL:ServiceJourney:39830,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Treungen,0,TEL:JourneyPattern:8602_1_5,0
TEL:Line:8602,TEL:ServiceJourney:39831,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Su,Treungen,0,TEL:JourneyPattern:8602_1_4,0
TEL:Line:8602,TEL:ServiceJourney:39832,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Drangedal,1,TEL:JourneyPattern:8602_2_1,0
TEL:Line:8607,TEL:ServiceJourney:39844,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Kragerø,0,TEL:JourneyPattern:8607_1_1,0
TEL:Line:8607,TEL:ServiceJourney:39845,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Kragerø,0,TEL:JourneyPattern:8607_1_2,0
TEL:Line:8607,TEL:ServiceJourney:39846,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-We,Høynesmyr,0,TEL:JourneyPattern:8607_1_3,0
TEL:Line:8607,TEL:ServiceJourney:39847,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuThFr,Kragerø,0,TEL:JourneyPattern:8607_1_7,0
TEL:Line:8607,TEL:ServiceJourney:39848,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Kragerø,0,TEL:JourneyPattern:8607_1_4,0
TEL:Line:8607,TEL:ServiceJourney:39850,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Kragerø,0,TEL:JourneyPattern:8607_1_9,0
TEL:Line:8607,TEL:ServiceJourney:39851,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Sa,Kragerø,0,TEL:JourneyPattern:8607_1_2,0
TEL:Line:8607,TEL:ServiceJourney:39852,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Drangedal,1,TEL:JourneyPattern:8607_2_1,0
TEL:Line:8607,TEL:ServiceJourney:39853,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Drangedal via Helle,1,TEL:JourneyPattern:8607_2_2,0
TEL:Line:8607,TEL:ServiceJourney:39855,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Neslandsvatn via Tangen,1,TEL:JourneyPattern:8607_2_4,0
TEL:Line:8607,TEL:ServiceJourney:39856,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Drangedal via Helle,1,TEL:JourneyPattern:8607_2_5,0
TEL:Line:8607,TEL:ServiceJourney:39857,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-S-MoTuWeThFr,Drangedal,1,TEL:JourneyPattern:8607_2_7,0
TEL:Line:8607,TEL:ServiceJourney:39859,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Sa,Drangedal via Helle,1,TEL:JourneyPattern:8607_2_6,0
TEL:Line:8712,TEL:ServiceJourney:39881,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Skåtøy-Stabbestad,0,,0
TEL:Line:8712,TEL:ServiceJourney:39882,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Gumøy-Jomfruland,0,,0
TEL:Line:8712,TEL:ServiceJourney:39883,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Skåtøy,0,,0
TEL:Line:8712,TEL:ServiceJourney:39884,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Tu,Gumøy-Jomfruland,0,,0
TEL:Line:8712,TEL:ServiceJourney:39885,TEL:DayType:Cal2025092952147-Sep_Mon_29-Oct_Sat_11-Fr,Gumøy-Jomfruland,0,,0
TEL:Line:8712,TEL:ServiceJourney:39886,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-WeTh,Stabbestad,0,,0
TEL:Line:8712,TEL:ServiceJourney:39887,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Skåtøy-Tåtøy,0,,0
TEL:Line:8712,TEL:ServiceJourney:39888,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Bærø,0,,0
TEL:Line:8712,TEL:ServiceJourney:39889,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Skåtøy-Stabbestad-Tåtøy,0,,0
TEL:Line:8712,TEL:ServiceJourney:39890,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-MoTuWeThFr,Gumøy-Jomfruland,0,,0
TEL:Line:8712,TEL:ServiceJourney:39891,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Fr,Skåtøy-Bærø,0,,0
TEL:Line:8712,TEL:ServiceJourney:39892,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Sa,Skåtøy-Stabbestad-Tåtøy,0,,0
TEL:Line:8712,TEL:ServiceJourney:39893,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Sa,Langøy-Bærø,0,,0
TEL:Line:8712,TEL:ServiceJourney:39894,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Sa,Skåtøy,0,,0
TEL:Line:8712,TEL:ServiceJourney:39895,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Sa,Stabbestad,0,,0
TEL:Line:8712,TEL:ServiceJourney:39896,TEL:DayType:Cal2025092952147-Sep_Mon_29-Mar_Sun_29-Sa,Gumøy-Jomfruland,0,,0
