Kommunenummer,Kommune,Kjønn,År,Innvandringsgrunn,Enhet,Antall
4024,Hjartdal,Alle,2025,Uoppgitt,Personer,14.0
4034,Tokke,Kvinner,2025,Flyktninger og deres familieinnvandrede,Personer,73.0
4024,Hjartdal,Kvinner,2025,Flyktninger og deres familieinnvandrede,Personer,77.0
4016,Drangedal,Kvinner,2025,Uoppgitt,Prosent,5.0
4014,Kragerø,Menn,2025,Utdanning (inkl. au pair) eller andre grunner,Prosent,1.5
4012,Bamble,Alle,2025,Familieinnvandrede,Prosent,18.4
4012,Bamble,Menn,2025,Familieinnvandrede,Prosent,5.3
4024,Hjartdal,Menn,2025,Alle,Personer,99.0
4034,Tokke,Menn,2025,Alle,Personer,113.0
4005,Notodden,Kvinner,2025,Uoppgitt,Personer,85.0
4010,Siljan,Menn,2025,Arbeidsinnvandrere,Personer,22.0
4014,Kragerø,Menn,2025,Flyktninger og deres familieinnvandrede,Prosent,22.9
4001,Porsgrunn,Kvinner,2025,Flyktninger og deres familieinnvandrede,Prosent,20.8
4034,Tokke,Menn,2025,Utdanning (inkl. au pair) eller andre grunner,Prosent,2.6
4003,Skien,Menn,2025,Arbeidsinnvandrere,Personer,878.0
4022,Seljord,Menn,2025,Familieinnvandrede,Prosent,4.2
4012,Bamble,Alle,2025,Arbeidsinnvandrere,Personer,243.0
4024,Hjartdal,Menn,2025,Utdanning (inkl. au pair) eller andre grunner,Prosent,1.4
4032,Fyresdal,Menn,2025,Familieinnvandrede,Prosent,9.2
4005,Notodden,Kvinner,2025,Arbeidsinnvandrere,Prosent,5.4
4001,Porsgrunn,Kvinner,2025,Familieinnvandrede,Personer,857.0
4003,Skien,Kvinner,2025,Arbeidsinnvandrere,Prosent,4.2
4020,Midt-Telemark,Kvinner,2025,Uoppgitt,Prosent,7.3
4028,Kviteseid,Menn,2025,Arbeidsinnvandrere,Prosent,15.7
4030,Nissedal,Kvinner,2025,Uoppgitt,Prosent,6.7
4024,Hjartdal,Menn,2025,Flyktninger og deres familieinnvandrede,Prosent,32.2
4003,Skien,Alle,2025,Flyktninger og deres familieinnvandrede,Prosent,51.9
4010,Siljan,Alle,2025,Flyktninger og deres familieinnvandrede,Prosent,35.6
4034,Tokke,Menn,2025,Flyktninger og deres familieinnvandrede,Prosent,18.4
4005,Notodden,Alle,2025,Flyktninger og deres familieinnvandrede,Prosent,45.9
4003,Skien,Kvinner,2025,Uoppgitt,Personer,463.0
4018,Nome,Kvinner,2025,Utdanning (inkl. au pair) eller andre grunner,Prosent,2.3
4018,Nome,Menn,2025,Arbeidsinnvandrere,Prosent,11.6
4028,Kviteseid,Menn,2025,Flyktninger og deres familieinnvandrede,Personer,42.0
4005,Notodden,Kvinner,2025,Flyktninger og deres familieinnvandrede,Prosent,23.9
4003,Skien,Alle,2025,Uoppgitt,Personer,954.0
4010,Siljan,Alle,2025,Uoppgitt,Personer,31.0
4012,Bamble,Kvinner,2025,Flyktninger og deres familieinnvandrede,Prosent,25.6
4022,Seljord,Kvinner,2025,Utdanning (inkl. au pair) eller andre grunner,Prosent,1.6
4032,Fyresdal,Kvinner,2025,Utdanning (inkl. au pair) eller andre grunner,Prosent,3.7
4014,Kragerø,Alle,2025,Uoppgitt,Personer,196.0
4012,Bamble,Menn,2025,Arbeidsinnvandrere,Prosent,11.4
4012,Bamble,Menn,2025,Flyktninger og deres familieinnvandrede,Personer,362.0
4003,Skien,Kvinner,2025,Uoppgitt,Prosent,5.1
4016,Drangedal,Kvinner,2025,Familieinnvandrede,Personer,93.0
4018,Nome,Kvinner,2025,Familieinnvandrede,Prosent,16.9
4018,Nome,Alle,2025,Uoppgitt,Prosent,8.9
4001,Porsgrunn,Alle,2025,Familieinnvandrede,Prosent,23.8
4003,Skien,Menn,2025,Alle,Prosent,49.4
4014,Kragerø,Alle,2025,Flyktninger og deres familieinnvandrede,Personer,608.0
4020,Midt-Telemark,Menn,2025,Flyktninger og deres familieinnvandrede,Personer,418.0
4022,Seljord,Alle,2025,Utdanning (inkl. au pair) eller andre grunner,Personer,6.0
4022,Seljord,Alle,2025,Arbeidsinnvandrere,Personer,69.0
4018,Nome,Alle,2025,Arbeidsinnvandrere,Personer,166.0
4020,Midt-Telemark,Menn,2025,Arbeidsinnvandrere,Personer,199.0
4030,Nissedal,Menn,2025,Utdanning (inkl. au pair) eller andre grunner,Personer,4.0
4032,Fyresdal,Alle,2025,Arbeidsinnvandrere,Personer,31.0
4024,Hjartdal,Kvinner,2025,Alle,Prosent,53.7
4020,Midt-Telemark,Menn,2025,Utdanning (inkl. au pair) eller andre grunner,Personer,89.0
4030,Nissedal,Menn,2025,Arbeidsinnvandrere,Personer,36.0
4032,Fyresdal,Alle,2025,Utdanning (inkl. au pair) eller andre grunner,Personer,13.0
4034,Tokke,Kvinner,2025,Alle,Prosent,57.5
4028,Kviteseid,Alle,2025,Arbeidsinnvandrere,Prosent,24.9
4026,Tinn,Kvinner,2025,Familieinnvandrede,Personer,116.0
4018,Nome,Kvinner,2025,Alle,Personer,514.0
4036,Vinje,Kvinner,2025,Familieinnvandrede,Personer,50.0
4034,Tokke,Alle,2025,Flyktninger og deres familieinnvandrede,Personer,122.0
4022,Seljord,Alle,2025,Familieinnvandrede,Personer,51.0
4012,Bamble,Kvinner,2025,Familieinnvandrede,Personer,190.0
4024,Hjartdal,Alle,2025,Flyktninger og deres familieinnvandrede,Personer,146.0
4032,Fyresdal,Alle,2025,Familieinnvandrede,Personer,40.0
4010,Siljan,Menn,2025,Flyktninger og deres familieinnvandrede,Prosent,15.4
4024,Hjartdal,Kvinner,2025,Uoppgitt,Prosent,4.2
4034,Tokke,Kvinner,2025,Uoppgitt,Prosent,6.8
4028,Kviteseid,Alle,2025,Arbeidsinnvandrere,Personer,76.0
4001,Porsgrunn,Menn,2025,Flyktninger og deres familieinnvandrede,Personer,1233.0
4014,Kragerø,Kvinner,2025,Utdanning (inkl. au pair) eller andre grunner,Personer,23.0
4005,Notodden,Menn,2025,Familieinnvandrede,Personer,126.0
4012,Bamble,Alle,2025,Familieinnvandrede,Personer,267.0
4018,Nome,Alle,2025,Arbeidsinnvandrere,Prosent,17.9
4030,Nissedal,Menn,2025,Flyktninger og deres familieinnvandrede,Personer,35.0
4001,Porsgrunn,Kvinner,2025,Utdanning (inkl. au pair) eller andre grunner,Prosent,2.9
4014,Kragerø,Kvinner,2025,Flyktninger og deres familieinnvandrede,Personer,302.0
4032,Fyresdal,Kvinner,2025,Arbeidsinnvandrere,Personer,9.0
4022,Seljord,Kvinner,2025,Arbeidsinnvandrere,Personer,24.0
4005,Notodden,Alle,2025,Flyktninger og deres familieinnvandrede,Personer,849.0
4005,Notodden,Alle,2025,Arbeidsinnvandrere,Prosent,19.6
4022,Seljord,Alle,2025,Familieinnvandrede,Prosent,13.4
4032,Fyresdal,Alle,2025,Familieinnvandrede,Prosent,24.5
4018,Nome,Alle,2025,Familieinnvandrede,Prosent,24.0
4018,Nome,Kvinner,2025,Uoppgitt,Prosent,5.2
4010,Siljan,Kvinner,2025,Arbeidsinnvandrere,Prosent,5.3
4005,Notodden,Kvinner,2025,Arbeidsinnvandrere,Personer,99.0
4010,Siljan,Kvinner,2025,Familieinnvandrede,Personer,35.0
4005,Notodden,Kvinner,2025,Alle,Prosent,51.9
4028,Kviteseid,Kvinner,2025,Familieinnvandrede,Prosent,18.4
4022,Seljord,Menn,2025,Uoppgitt,Prosent,6.8
4032,Fyresdal,Menn,2025,Uoppgitt,Prosent,4.3
4030,Nissedal,Alle,2025,Uoppgitt,Personer,26.0
4036,Vinje,Menn,2025,Flyktninger og deres familieinnvandrede,Personer,138.0
4003,Skien,Kvinner,2025,Utdanning (inkl. au pair) eller andre grunner,Personer,149.0
4020,Midt-Telemark,Alle,2025,Uoppgitt,Personer,246.0
4026,Tinn,Menn,2025,Flyktninger og deres familieinnvandrede,Personer,172.0
4001,Porsgrunn,Alle,2025,Familieinnvandrede,Personer,1258.0
4005,Notodden,Alle,2025,Utdanning (inkl. au pair) eller andre grunner,Prosent,3.0
4020,Midt-Telemark,Kvinner,2025,Familieinnvandrede,Personer,206.0
4022,Seljord,Menn,2025,Flyktninger og deres familieinnvandrede,Personer,108.0
4014,Kragerø,Menn,2025,Alle,Personer,661.0
4032,Fyresdal,Menn,2025,Flyktninger og deres familieinnvandrede,Personer,33.0
4030,Nissedal,Kvinner,2025,Familieinnvandrede,Personer,29.0
4016,Drangedal,Menn,2025,Arbeidsinnvandrere,Prosent,11.0
4022,Seljord,Kvinner,2025,Alle,Personer,187.0
4036,Vinje,Alle,2025,Uoppgitt,Prosent,8.5
4016,Drangedal,Menn,2025,Flyktninger og deres familieinnvandrede,Personer,110.0
4034,Tokke,Alle,2025,Utdanning (inkl. au pair) eller andre grunner,Prosent,6.8
4032,Fyresdal,Kvinner,2025,Alle,Personer,79.0
4012,Bamble,Kvinner,2025,Familieinnvandrede,Prosent,13.1
4024,Hjartdal,Alle,2025,Utdanning (inkl. au pair) eller andre grunner,Prosent,2.8
4016,Drangedal,Menn,2025,Uoppgitt,Prosent,2.4
4034,Tokke,Alle,2025,Alle,Personer,266.0
4024,Hjartdal,Alle,2025,Alle,Personer,214.0
4026,Tinn,Alle,2025,Uoppgitt,Prosent,18.1
4012,Bamble,Alle,2025,Uoppgitt,Prosent,11.3
4036,Vinje,Menn,2025,Arbeidsinnvandrere,Prosent,12.3
4003,Skien,Menn,2025,Uoppgitt,Personer,491.0
4014,Kragerø,Alle,2025,Utdanning (inkl. au pair) eller andre grunner,Prosent,3.2
4030,Nissedal,Menn,2025,Uoppgitt,Personer,13.0
4026,Tinn,Menn,2025,Uoppgitt,Prosent,7.0
4036,Vinje,Menn,2025,Uoppgitt,Prosent,4.0
4005,Notodden,Menn,2025,Uoppgitt,Personer,78.0
4018,Nome,Kvinner,2025,Flyktninger og deres familieinnvandrede,Prosent,24.8
4020,Midt-Telemark,Menn,2025,Uoppgitt,Personer,111.0
4012,Bamble,Menn,2025,Uoppgitt,Prosent,5.4
4022,Seljord,Alle,2025,Uoppgitt,Prosent,10.7
4032,Fyresdal,Alle,2025,Uoppgitt,Prosent,8.6
4005,Notodden,Menn,2025,Flyktninger og deres familieinnvandrede,Prosent,22.0
4028,Kviteseid,Alle,2025,Familieinnvandrede,Personer,83.0
4010,Siljan,Menn,2025,Arbeidsinnvandrere,Prosent,11.7
4012,Bamble,Alle,2025,Arbeidsinnvandrere,Prosent,16.7
4018,Nome,Alle,2025,Alle,Prosent,100.0
4036,Vinje,Alle,2025,Arbeidsinnvandrere,Prosent,17.6
4026,Tinn,Alle,2025,Arbeidsinnvandrere,Prosent,17.0
4028,Kviteseid,Kvinner,2025,Flyktninger og deres familieinnvandrede,Prosent,15.1
4026,Tinn,Kvinner,2025,Flyktninger og deres familieinnvandrede,Prosent,19.0
4016,Drangedal,Kvinner,2025,Alle,Personer,280.0
4028,Kviteseid,Alle,2025,Alle,Prosent,100.0
4012,Bamble,Alle,2025,Utdanning (inkl. au pair) eller andre grunner,Personer,46.0
4036,Vinje,Kvinner,2025,Alle,Personer,250.0
4003,Skien,Menn,2025,Utdanning (inkl. au pair) eller andre grunner,Personer,132.0
4010,Siljan,Menn,2025,Utdanning (inkl. au pair) eller andre grunner,Personer,0.0
4016,Drangedal,Alle,2025,Arbeidsinnvandrere,Prosent,17.0
4012,Bamble,Kvinner,2025,Alle,Personer,757.0
4001,Porsgrunn,Menn,2025,Arbeidsinnvandrere,Prosent,11.4
4026,Tinn,Kvinner,2025,Alle,Personer,414.0
4001,Porsgrunn,Alle,2025,Uoppgitt,Prosent,10.5
4036,Vinje,Alle,2025,Familieinnvandrede,Prosent,15.7
4026,Tinn,Alle,2025,Familieinnvandrede,Prosent,21.1
4003,Skien,Alle,2025,Utdanning (inkl. au pair) eller andre grunner,Prosent,3.1
4005,Notodden,Alle,2025,Alle,Personer,1849.0
4014,Kragerø,Kvinner,2025,Arbeidsinnvandrere,Personer,59.0
4026,Tinn,Menn,2025,Familieinnvandrede,Prosent,6.6
4001,Porsgrunn,Menn,2025,Uoppgitt,Prosent,5.2
4014,Kragerø,Menn,2025,Alle,Prosent,49.6
4036,Vinje,Menn,2025,Familieinnvandrede,Prosent,6.3
4010,Siljan,Alle,2025,Uoppgitt,Prosent,16.5
4003,Skien,Kvinner,2025,Alle,Prosent,50.6
4003,Skien,Alle,2025,Alle,Personer,9043.0
4024,Hjartdal,Menn,2025,Alle,Prosent,46.3
4034,Tokke,Menn,2025,Alle,Prosent,42.5
4018,Nome,Menn,2025,Familieinnvandrede,Prosent,7.1
4028,Kviteseid,Kvinner,2025,Arbeidsinnvandrere,Personer,28.0
4020,Midt-Telemark,Alle,2025,Familieinnvandrede,Prosent,16.7
4028,Kviteseid,Menn,2025,Familieinnvandrede,Personer,27.0
4003,Skien,Alle,2025,Flyktninger og deres familieinnvandrede,Personer,4697.0
4024,Hjartdal,Kvinner,2025,Familieinnvandrede,Prosent,10.3
4001,Porsgrunn,Alle,2025,Utdanning (inkl. au pair) eller andre grunner,Personer,308.0
4034,Tokke,Kvinner,2025,Familieinnvandrede,Prosent,13.5
4024,Hjartdal,Menn,2025,Uoppgitt,Personer,5.0
4034,Tokke,Menn,2025,Uoppgitt,Personer,14.0
4012,Bamble,Kvinner,2025,Utdanning (inkl. au pair) eller andre grunner,Prosent,2.1
4026,Tinn,Menn,2025,Arbeidsinnvandrere,Prosent,12.1
4030,Nissedal,Alle,2025,Arbeidsinnvandrere,Personer,50.0
4001,Porsgrunn,Kvinner,2025,Alle,Personer,2627.0
4020,Midt-Telemark,Alle,2025,Arbeidsinnvandrere,Personer,296.0
4005,Notodden,Menn,2025,Alle,Personer,890.0
4010,Siljan,Menn,2025,Uoppgitt,Personer,17.0
4018,Nome,Menn,2025,Flyktninger og deres familieinnvandrede,Personer,196.0
4028,Kviteseid,Kvinner,2025,Utdanning (inkl. au pair) eller andre grunner,Prosent,3.0
4010,Siljan,Kvinner,2025,Uoppgitt,Prosent,7.4
4010,Siljan,Alle,2025,Familieinnvandrede,Prosent,23.9
4028,Kviteseid,Menn,2025,Uoppgitt,Prosent,6.2
4014,Kragerø,Alle,2025,Alle,Personer,1334.0
4022,Seljord,Kvinner,2025,Uoppgitt,Personer,15.0
4032,Fyresdal,Kvinner,2025,Uoppgitt,Personer,7.0
4016,Drangedal,Kvinner,2025,Flyktninger og deres familieinnvandrede,Prosent,25.0
4001,Porsgrunn,Kvinner,2025,Arbeidsinnvandrere,Personer,230.0
4010,Siljan,Menn,2025,Alle,Prosent,41.5
4018,Nome,Menn,2025,Uoppgitt,Prosent,3.8
4012,Bamble,Alle,2025,Alle,Prosent,100.0
4020,Midt-Telemark,Kvinner,2025,Familieinnvandrede,Prosent,11.1
4030,Nissedal,Kvinner,2025,Familieinnvandrede,Prosent,14.9
4020,Midt-Telemark,Alle,2025,Uoppgitt,Prosent,13.2
4005,Notodden,Menn,2025,Arbeidsinnvandrere,Personer,263.0
4030,Nissedal,Alle,2025,Uoppgitt,Prosent,13.3
4026,Tinn,Alle,2025,Familieinnvandrede,Personer,169.0
4036,Vinje,Alle,2025,Familieinnvandrede,Personer,83.0
4001,Porsgrunn,Menn,2025,Familieinnvandrede,Personer,401.0
4030,Nissedal,Menn,2025,Arbeidsinnvandrere,Prosent,18.5
4020,Midt-Telemark,Menn,2025,Arbeidsinnvandrere,Prosent,10.7
4032,Fyresdal,Alle,2025,Arbeidsinnvandrere,Prosent,19.0
4036,Vinje,Kvinner,2025,Flyktninger og deres familieinnvandrede,Prosent,24.2
4022,Seljord,Alle,2025,Arbeidsinnvandrere,Prosent,18.1
4036,Vinje,Alle,2025,Utdanning (inkl. au pair) eller andre grunner,Personer,41.0
4028,Kviteseid,Menn,2025,Familieinnvandrede,Prosent,8.9
4026,Tinn,Alle,2025,Utdanning (inkl. au pair) eller andre grunner,Personer,27.0
4003,Skien,Menn,2025,Flyktninger og deres familieinnvandrede,Prosent,26.2
4016,Drangedal,Alle,2025,Uoppgitt,Prosent,7.4
4014,Kragerø,Kvinner,2025,Arbeidsinnvandrere,Prosent,4.4
4016,Drangedal,Alle,2025,Utdanning (inkl. au pair) eller andre grunner,Personer,16.0
4016,Drangedal,Menn,2025,Familieinnvandrede,Prosent,6.8
4016,Drangedal,Alle,2025,Arbeidsinnvandrere,Personer,85.0
4010,Siljan,Kvinner,2025,Familieinnvandrede,Prosent,18.6
4012,Bamble,Menn,2025,Familieinnvandrede,Personer,77.0
4026,Tinn,Kvinner,2025,Arbeidsinnvandrere,Personer,39.0
4014,Kragerø,Menn,2025,Uoppgitt,Personer,97.0
4036,Vinje,Kvinner,2025,Arbeidsinnvandrere,Personer,28.0
4026,Tinn,Alle,2025,Arbeidsinnvandrere,Personer,136.0
4036,Vinje,Alle,2025,Arbeidsinnvandrere,Personer,93.0
4030,Nissedal,Kvinner,2025,Flyktninger og deres familieinnvandrede,Personer,40.0
4032,Fyresdal,Menn,2025,Familieinnvandrede,Personer,15.0
4001,Porsgrunn,Alle,2025,Arbeidsinnvandrere,Personer,831.0
4020,Midt-Telemark,Kvinner,2025,Flyktninger og deres familieinnvandrede,Personer,388.0
4022,Seljord,Menn,2025,Familieinnvandrede,Personer,16.0
4030,Nissedal,Alle,2025,Familieinnvandrede,Prosent,19.0
4003,Skien,Kvinner,2025,Flyktninger og deres familieinnvandrede,Personer,2328.0
4001,Porsgrunn,Alle,2025,Alle,Prosent,100.0
4001,Porsgrunn,Alle,2025,Arbeidsinnvandrere,Prosent,15.7
4026,Tinn,Menn,2025,Familieinnvandrede,Personer,53.0
4036,Vinje,Menn,2025,Familieinnvandrede,Personer,33.0
4005,Notodden,Alle,2025,Uoppgitt,Personer,163.0
4034,Tokke,Menn,2025,Utdanning (inkl. au pair) eller andre grunner,Personer,7.0
4024,Hjartdal,Menn,2025,Utdanning (inkl. au pair) eller andre grunner,Personer,3.0
4016,Drangedal,Alle,2025,Familieinnvandrede,Prosent,25.4
4005,Notodden,Kvinner,2025,Utdanning (inkl. au pair) eller andre grunner,Personer,39.0
4010,Siljan,Kvinner,2025,Flyktninger og deres familieinnvandrede,Personer,38.0
4016,Drangedal,Kvinner,2025,Utdanning (inkl. au pair) eller andre grunner,Prosent,1.4
4014,Kragerø,Menn,2025,Utdanning (inkl. au pair) eller andre grunner,Personer,20.0
4012,Bamble,Menn,2025,Arbeidsinnvandrere,Personer,166.0
4020,Midt-Telemark,Menn,2025,Utdanning (inkl. au pair) eller andre grunner,Prosent,4.8
4030,Nissedal,Menn,2025,Utdanning (inkl. au pair) eller andre grunner,Prosent,2.1
4012,Bamble,Kvinner,2025,Uoppgitt,Personer,86.0
4016,Drangedal,Alle,2025,Flyktninger og deres familieinnvandrede,Prosent,47.0
4036,Vinje,Alle,2025,Utdanning (inkl. au pair) eller andre grunner,Prosent,7.8
4026,Tinn,Alle,2025,Utdanning (inkl. au pair) eller andre grunner,Prosent,3.4
4032,Fyresdal,Menn,2025,Arbeidsinnvandrere,Personer,22.0
4001,Porsgrunn,Menn,2025,Utdanning (inkl. au pair) eller andre grunner,Prosent,2.9
4003,Skien,Menn,2025,Familieinnvandrede,Prosent,6.6
4024,Hjartdal,Menn,2025,Uoppgitt,Prosent,2.3
4022,Seljord,Menn,2025,Arbeidsinnvandrere,Personer,45.0
4034,Tokke,Menn,2025,Uoppgitt,Prosent,5.3
4010,Siljan,Menn,2025,Familieinnvandrede,Prosent,5.3
4018,Nome,Alle,2025,Utdanning (inkl. au pair) eller andre grunner,Prosent,3.3
4018,Nome,Kvinner,2025,Alle,Prosent,55.3
4018,Nome,Alle,2025,Alle,Personer,929.0
4020,Midt-Telemark,Alle,2025,Familieinnvandrede,Personer,311.0
4028,Kviteseid,Alle,2025,Alle,Personer,305.0
4030,Nissedal,Alle,2025,Familieinnvandrede,Personer,37.0
4026,Tinn,Kvinner,2025,Alle,Prosent,51.7
4036,Vinje,Alle,2025,Alle,Personer,528.0
4014,Kragerø,Menn,2025,Uoppgitt,Prosent,7.3
4026,Tinn,Alle,2025,Alle,Personer,801.0
4036,Vinje,Kvinner,2025,Alle,Prosent,47.3
4026,Tinn,Alle,2025,Flyktninger og deres familieinnvandrede,Personer,324.0
4014,Kragerø,Alle,2025,Arbeidsinnvandrere,Personer,210.0
4036,Vinje,Alle,2025,Flyktninger og deres familieinnvandrede,Personer,266.0
4010,Siljan,Menn,2025,Familieinnvandrede,Personer,10.0
4005,Notodden,Menn,2025,Alle,Prosent,48.1
4028,Kviteseid,Kvinner,2025,Utdanning (inkl. au pair) eller andre grunner,Personer,9.0
4034,Tokke,Alle,2025,Arbeidsinnvandrere,Personer,48.0
4024,Hjartdal,Alle,2025,Alle,Prosent,100.0
4022,Seljord,Alle,2025,Flyktninger og deres familieinnvandrede,Prosent,56.3
4034,Tokke,Alle,2025,Alle,Prosent,100.0
4024,Hjartdal,Alle,2025,Arbeidsinnvandrere,Personer,19.0
4032,Fyresdal,Alle,2025,Flyktninger og deres familieinnvandrede,Prosent,39.9
4016,Drangedal,Alle,2025,Familieinnvandrede,Personer,127.0
4012,Bamble,Menn,2025,Utdanning (inkl. au pair) eller andre grunner,Prosent,1.0
4016,Drangedal,Alle,2025,Flyktninger og deres familieinnvandrede,Personer,235.0
4032,Fyresdal,Kvinner,2025,Arbeidsinnvandrere,Prosent,5.5
4001,Porsgrunn,Menn,2025,Alle,Personer,2662.0
4016,Drangedal,Menn,2025,Utdanning (inkl. au pair) eller andre grunner,Prosent,1.8
4018,Nome,Alle,2025,Flyktninger og deres familieinnvandrede,Personer,426.0
4022,Seljord,Kvinner,2025,Arbeidsinnvandrere,Prosent,6.3
4012,Bamble,Alle,2025,Flyktninger og deres familieinnvandrede,Prosent,50.5
4022,Seljord,Menn,2025,Utdanning (inkl. au pair) eller andre grunner,Prosent,0.0
4032,Fyresdal,Menn,2025,Utdanning (inkl. au pair) eller andre grunner,Prosent,4.3
4016,Drangedal,Kvinner,2025,Arbeidsinnvandrere,Prosent,6.0
4012,Bamble,Kvinner,2025,Arbeidsinnvandrere,Prosent,5.3
4016,Drangedal,Kvinner,2025,Arbeidsinnvandrere,Personer,30.0
4016,Drangedal,Kvinner,2025,Utdanning (inkl. au pair) eller andre grunner,Personer,7.0
4010,Siljan,Menn,2025,Uoppgitt,Prosent,9.0
4003,Skien,Menn,2025,Uoppgitt,Prosent,5.4
4022,Seljord,Menn,2025,Alle,Prosent,51.0
4016,Drangedal,Menn,2025,Familieinnvandrede,Personer,34.0
4014,Kragerø,Alle,2025,Familieinnvandrede,Prosent,20.8
4028,Kviteseid,Menn,2025,Uoppgitt,Personer,19.0
4005,Notodden,Kvinner,2025,Uoppgitt,Prosent,4.6
4028,Kviteseid,Menn,2025,Flyktninger og deres familieinnvandrede,Prosent,13.8
4010,Siljan,Alle,2025,Alle,Prosent,100.0
4010,Siljan,Kvinner,2025,Flyktninger og deres familieinnvandrede,Prosent,20.2
4003,Skien,Alle,2025,Arbeidsinnvandrere,Personer,1256.0
4005,Notodden,Alle,2025,Arbeidsinnvandrere,Personer,362.0
4026,Tinn,Menn,2025,Alle,Personer,387.0
4036,Vinje,Menn,2025,Alle,Personer,278.0
4001,Porsgrunn,Alle,2025,Flyktninger og deres familieinnvandrede,Prosent,44.1
4020,Midt-Telemark,Alle,2025,Alle,Prosent,100.0
4030,Nissedal,Alle,2025,Alle,Prosent,100.0
4022,Seljord,Menn,2025,Alle,Personer,195.0
4032,Fyresdal,Menn,2025,Alle,Personer,84.0
4020,Midt-Telemark,Kvinner,2025,Flyktninger og deres familieinnvandrede,Prosent,20.9
4030,Nissedal,Kvinner,2025,Flyktninger og deres familieinnvandrede,Prosent,20.5
4026,Tinn,Kvinner,2025,Uoppgitt,Personer,89.0
4036,Vinje,Kvinner,2025,Uoppgitt,Personer,24.0
4020,Midt-Telemark,Menn,2025,Alle,Personer,922.0
4030,Nissedal,Menn,2025,Alle,Personer,96.0
4028,Kviteseid,Alle,2025,Utdanning (inkl. au pair) eller andre grunner,Prosent,5.9
4001,Porsgrunn,Menn,2025,Alle,Prosent,50.3
4016,Drangedal,Kvinner,2025,Alle,Prosent,56.0
4016,Drangedal,Kvinner,2025,Uoppgitt,Personer,25.0
4003,Skien,Alle,2025,Familieinnvandrede,Prosent,20.5
4024,Hjartdal,Kvinner,2025,Utdanning (inkl. au pair) eller andre grunner,Prosent,1.4
4034,Tokke,Kvinner,2025,Utdanning (inkl. au pair) eller andre grunner,Prosent,4.1
4014,Kragerø,Kvinner,2025,Familieinnvandrede,Prosent,14.2
4032,Fyresdal,Kvinner,2025,Familieinnvandrede,Prosent,15.3
