measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,501,Aortic aneurysm,3,Rate,2019,109.86094885513916,128.29485675377902,91.95605184175145
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,502,Peripheral artery disease,3,Rate,2019,49.27048441124545,120.6870470670173,16.633416552559346
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,502,Peripheral artery disease,3,Rate,2019,28.26894394443441,59.5229164527401,9.361839747982215
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,503,Endocarditis,3,Rate,2019,31.796749361846,44.01718841451883,10.140384310712824
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,503,Endocarditis,3,Rate,2019,33.20861158551401,45.63716135320138,13.3197467311738
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,504,Non-rheumatic valvular heart disease,3,Rate,2019,135.8544514063633,155.02661282669436,116.10340524443463
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,504,Non-rheumatic valvular heart disease,3,Rate,2019,175.72565215719675,208.72641116080533,137.62762820768265
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,509,Chronic obstructive pulmonary disease,3,Rate,2019,956.4651386873827,1095.7597077029784,829.8146288021503
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,509,Chronic obstructive pulmonary disease,3,Rate,2019,810.6802901203279,1011.2391915113653,350.6670745777749
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,510,Pneumoconiosis,3,Rate,2019,17.53747973416038,21.198781174255608,14.27111036744463
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,510,Pneumoconiosis,3,Rate,2019,0.4730035207853649,0.6446359275077371,0.22749299497209022
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,515,Asthma,3,Rate,2019,28.736179478461555,34.410959466811946,23.79372126510326
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,515,Asthma,3,Rate,2019,46.98189568130879,58.21537443348382,25.24346648880921
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,516,Interstitial lung disease and pulmonary sarcoidosis,3,Rate,2019,73.42265851359784,97.46306415477102,38.52082993780762
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,516,Interstitial lung disease and pulmonary sarcoidosis,3,Rate,2019,41.461748491769995,57.55549491694315,18.915291812584034
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,520,Other chronic respiratory diseases,3,Rate,2019,4.137090350043069,6.983640020940073,3.232780057177335
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,520,Other chronic respiratory diseases,3,Rate,2019,3.291770231716622,4.406182495190995,1.3970331811817105
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,521,Cirrhosis and other chronic liver diseases,3,Rate,2019,231.6883255022089,271.052528578835,197.26808826096928
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,521,Cirrhosis and other chronic liver diseases,3,Rate,2019,125.93448409288837,153.6134306688908,107.10470990561826
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,689,Road injuries,3,Rate,2019,214.7448714021163,239.65175121346587,190.56313106626553
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,689,Road injuries,3,Rate,2019,74.39622280175844,90.97040349722428,64.80302820040741
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,695,Other transport injuries,3,Rate,2019,55.57820212975718,66.43243959999856,48.20964634238813
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,695,Other transport injuries,3,Rate,2019,5.563644340229544,6.648890116892147,4.710319493123359
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,697,Falls,3,Rate,2019,349.0227059026274,392.7251594208963,310.4129939383657
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,697,Falls,3,Rate,2019,296.49940908841285,341.67034980903685,243.00387561424515
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,698,Drowning,3,Rate,2019,77.5382465286392,86.9050448927944,68.67092034290738
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,698,Drowning,3,Rate,2019,15.604804920909581,17.702280400348013,13.771592279172221
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,699,"Fire, heat, and hot substances",3,Rate,2019,35.64910352821291,39.85868757377967,31.692118107368042
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,699,"Fire, heat, and hot substances",3,Rate,2019,24.16531631213586,27.201994114442844,21.401982681797424
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,700,Poisonings,3,Rate,2019,29.626010158337508,33.72012790560605,25.612361284128156
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,700,Poisonings,3,Rate,2019,14.465631225006945,16.651309498482956,12.451899491970183
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,704,Exposure to mechanical forces,3,Rate,2019,40.17493592192396,45.074803509139564,35.452301917985125
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,704,Exposure to mechanical forces,3,Rate,2019,5.423885859456586,6.097153360477745,4.800631242975523
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,708,Adverse effects of medical treatment,3,Rate,2019,9.892623000360357,11.612427381745183,8.303246196219483
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,708,Adverse effects of medical treatment,3,Rate,2019,9.400420878280618,13.517366184983388,7.846606198574036
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,411,Esophageal cancer,3,Rate,2019,168.74661938670144,192.4363686752214,146.79840656294164
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,411,Esophageal cancer,3,Rate,2019,47.510661977264455,55.19550439908116,40.697161609376565
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,414,Stomach cancer,3,Rate,2019,198.04078553917856,223.4474570798658,174.26805461342724
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,414,Stomach cancer,3,Rate,2019,140.15527833928306,162.88252900200237,121.1488257915347
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,417,Liver cancer,3,Rate,2019,127.7992426672556,154.95554298646883,105.66703546767359
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,417,Liver cancer,3,Rate,2019,75.04213719042991,87.45183032437623,62.86836514854721
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,423,Larynx cancer,3,Rate,2019,30.343432672939326,34.54708309483056,26.43002940712533
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,423,Larynx cancer,3,Rate,2019,7.711199861875753,9.050953161479242,6.217655601968927
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,426,"Tracheal, bronchus, and lung cancer",3,Rate,2019,1193.3163134371043,1344.1569438444274,1051.194955954272
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,426,"Tracheal, bronchus, and lung cancer",3,Rate,2019,979.9170118155619,1117.9414908351582,854.7598282771887
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,429,Breast cancer,3,Rate,2019,16.663989612375378,19.65479378445893,13.789957799165615
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,429,Breast cancer,3,Rate,2019,658.3250476002089,754.618854835801,577.2117470799479
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,432,Cervical cancer,3,Rate,2019,136.14499359022324,158.73925516611334,116.1175982747881
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,435,Uterine cancer,3,Rate,2019,120.76559372445077,139.76541321062479,102.27328259544268
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,438,Prostate cancer,3,Rate,2019,829.5519325990924,1079.9089836960868,653.7941175258461
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,441,Colon and rectum cancer,3,Rate,2019,788.228685093943,885.7505726472072,693.2939478336197
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,441,Colon and rectum cancer,3,Rate,2019,648.2232294380541,738.7516250303961,556.8943981820877
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,444,Lip and oral cavity cancer,3,Rate,2019,73.15440835346531,82.22614467100857,64.27533391329852
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,444,Lip and oral cavity cancer,3,Rate,2019,37.125112240168384,43.55199174569926,31.63880381961968
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,447,Nasopharynx cancer,3,Rate,2019,6.327245381502382,7.37845668308102,5.403468426473832
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,447,Nasopharynx cancer,3,Rate,2019,2.0351370944591616,2.3433819838220775,1.7526803150664676
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,450,Other pharynx cancer,3,Rate,2019,40.07526455169772,47.585257862529204,33.97650656507752
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,450,Other pharynx cancer,3,Rate,2019,13.472621780117544,15.908212382070609,11.437814868822832
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2019,35.31974284876226,43.246694460845994,28.899248584560308
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,453,Gallbladder and biliary tract cancer,3,Rate,2019,40.826956422703546,59.83101967832983,33.31116711637586
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,456,Pancreatic cancer,3,Rate,2019,362.9728802574071,409.15414557176587,319.17763818943934
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,456,Pancreatic cancer,3,Rate,2019,318.32842236532326,368.9000267838278,272.10517843275375
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,459,Malignant skin melanoma,3,Rate,2019,211.92912464348137,265.13994362676715,85.84952628515137
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,459,Malignant skin melanoma,3,Rate,2019,145.8409315597069,181.4873968508288,65.46594638359514
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,462,Non-melanoma skin cancer,3,Rate,2019,20.996669520849526,23.945472153965433,18.02623954825595
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,462,Non-melanoma skin cancer,3,Rate,2019,12.69289278210063,14.700934211672894,10.19861541176365
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,465,Ovarian cancer,3,Rate,2019,344.0324073424561,398.4847267506518,297.1422648793976
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,572,Eating disorders,3,Rate,2019,0.004007271922456676,0.005968890051915517,0.0028001361557656603
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,572,Eating disorders,3,Rate,2019,1.9304128292730884,2.4706584469641615,1.4963919856935723
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,587,Diabetes mellitus,3,Rate,2019,275.76384947841984,308.9000558902568,242.9184588162589
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,587,Diabetes mellitus,3,Rate,2019,199.81527092618202,229.85740327939249,170.078925157936
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,588,Acute glomerulonephritis,3,Rate,2019,0.0769996023402341,0.09678917578584992,0.06048527085176751
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,588,Acute glomerulonephritis,3,Rate,2019,0.055215958577775996,0.07071691508995984,0.04263882606219503
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,589,Chronic kidney disease,3,Rate,2019,240.1179106058652,268.31925369764934,210.47203929516104
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,589,Chronic kidney disease,3,Rate,2019,190.55773715240068,218.57665605204548,158.47032758803735
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,1022,Other malignant neoplasms,3,Rate,2019,173.99537843643708,198.31092841802075,143.88989839891693
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,1022,Other malignant neoplasms,3,Rate,2019,184.19569812154384,209.87191202840677,152.76026158093296
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,1023,Other cardiovascular and circulatory diseases,3,Rate,2019,44.83837322380446,57.02727196761944,38.921076737256165
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,1023,Other cardiovascular and circulatory diseases,3,Rate,2019,57.6696655079706,83.59229114399851,47.0069149136817
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,594,Urinary diseases and male infertility,3,Rate,2019,80.79411154359461,95.8808127924027,49.14628372312034
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,594,Urinary diseases and male infertility,3,Rate,2019,123.10175069204725,146.2207093762171,76.01180528583633
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,603,Gynecological diseases,3,Rate,2019,1.9118493468518958,2.300124096871413,1.4929156395839258
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,613,Hemoglobinopathies and hemolytic anemias,3,Rate,2019,8.342478746095924,9.386818461647364,7.371488427697386
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,613,Hemoglobinopathies and hemolytic anemias,3,Rate,2019,7.033880422895344,8.937371690894413,5.6257632198093885
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,854,Executions and police conflict,3,Rate,2019,0.46023632001842946,0.5068538037463735,0.41019158440599435
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,854,Executions and police conflict,3,Rate,2019,0.4327797890203522,0.48551027592139123,0.38450449038345097
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,935,Zika virus,3,Rate,2019,0.0,0.0,0.0
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,935,Zika virus,3,Rate,2019,0.0,0.0,0.0
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,945,Conflict and terrorism,3,Rate,2019,0.0,0.0,0.0
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,945,Conflict and terrorism,3,Rate,2019,0.0,0.0,0.0
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,297,Tuberculosis,3,Rate,2019,11.9206021992323,13.617168057142203,10.26193903822189
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,297,Tuberculosis,3,Rate,2019,9.741236133958672,11.456798966501678,8.138603403549839
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,298,HIV/AIDS,3,Rate,2019,11.803362213445762,12.274448152677449,11.321508558226755
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,298,HIV/AIDS,3,Rate,2019,7.4280434685933,7.751109417184937,7.141815100839512
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,302,Diarrheal diseases,3,Rate,2019,61.34378198759364,71.68039473796932,51.6733222488079
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,302,Diarrheal diseases,3,Rate,2019,107.17258476596443,127.80195823129652,84.6691257399703
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,321,Other intestinal infectious diseases,3,Rate,2019,0.08754479436568295,0.14327178971045593,0.038741041448957424
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,321,Other intestinal infectious diseases,3,Rate,2019,0.09908798375211075,0.1700520550731739,0.041148552450381334
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,322,Lower respiratory infections,3,Rate,2019,421.4647151001253,471.52353216396966,370.5221654761572
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,322,Lower respiratory infections,3,Rate,2019,430.31862639558204,495.44511476993176,349.08868990259054
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,328,Upper respiratory infections,3,Rate,2019,1.0662488934141996,1.2605955567309282,0.8826322480780603
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,328,Upper respiratory infections,3,Rate,2019,0.5774039512235731,0.6773714732229597,0.49144235335285963
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,329,Otitis media,3,Rate,2019,0.0033711052513507502,0.0043694250034568794,0.0025871244226701967
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,329,Otitis media,3,Rate,2019,0.01389982300933598,0.018373885765860295,0.010426469842957682
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,468,Testicular cancer,3,Rate,2019,11.939296394338333,13.925101758866546,10.141571885988183
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,471,Kidney cancer,3,Rate,2019,211.81702890439115,240.38443489930154,185.68841562181137
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,471,Kidney cancer,3,Rate,2019,98.41852514270325,113.42515103978967,85.08193736277725
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,474,Bladder cancer,3,Rate,2019,213.27755920713793,243.5493557417324,184.96652383064966
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,474,Bladder cancer,3,Rate,2019,83.58637918486478,97.77991455717184,70.19076791267067
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,477,Brain and central nervous system cancer,3,Rate,2019,258.98971911553815,320.6753138501732,182.11035765646972
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,477,Brain and central nervous system cancer,3,Rate,2019,181.03742132608622,221.55252843595895,118.01244079974268
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,480,Thyroid cancer,3,Rate,2019,14.116049655558223,16.759035936731284,11.856818900648959
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,480,Thyroid cancer,3,Rate,2019,20.658526248568517,24.240259517835838,17.648251615939767
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,483,Mesothelioma,3,Rate,2019,82.42540092534111,95.84852559795964,69.34670821688813
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,483,Mesothelioma,3,Rate,2019,34.28615315091946,54.706543987235904,20.168858751824985
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,484,Hodgkin lymphoma,3,Rate,2019,10.52306624776077,12.773670639936574,8.526671780857159
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,484,Hodgkin lymphoma,3,Rate,2019,6.139345909708126,9.892838469002132,4.678752371090549
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,485,Non-Hodgkin lymphoma,3,Rate,2019,169.2948551647305,197.09827558454253,144.96743188018894
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,485,Non-Hodgkin lymphoma,3,Rate,2019,134.68118707366105,159.90197235055433,113.03090509150047
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,486,Multiple myeloma,3,Rate,2019,167.54377561888137,205.38783580603425,134.55183423543886
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,486,Multiple myeloma,3,Rate,2019,120.85092614114647,143.29399011563513,100.34182241756918
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,487,Leukemia,3,Rate,2019,152.91708808928564,174.87458533227868,134.48372055840852
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,2,Female,22,All ages,487,Leukemia,3,Rate,2019,101.61831010473573,117.16078230427668,87.29808004395213
4,YLLs (Years of Life Lost),60134,Vestfold og Telemark,1,Male,22,All ages,490,Other neoplasms,3,Rate,2019,39.3325678147582,51.89804624654791,15.078676215840472
